"PurchaseOrderID";"PurchaseOrderDetailID";"DueDate";"OrderQty";"ProductID";"UnitPrice";"LineTotal";"ReceivedQty";"RejectedQty";"StockedQty";"ModifiedDate"
685;1543;10/10/2003 00:00:00;3;461;41,454;124,362;"3,00";"0,00";"3,00";03/10/2003 00:00:00
686;1544;10/10/2003 00:00:00;550;941;62,99;34644,225;"468,00";"0,00";"468,00";03/10/2003 00:00:00
687;1545;10/10/2003 00:00:00;3;320;45,371;136,112;"3,00";"0,00";"3,00";03/10/2003 00:00:00
687;1546;10/10/2003 00:00:00;3;321;40,488;121,464;"3,00";"0,00";"3,00";03/10/2003 00:00:00
687;1547;10/10/2003 00:00:00;60;322;26,366;1581,93;"60,00";"0,00";"60,00";03/10/2003 00:00:00
688;1548;10/10/2003 00:00:00;3;504;48,762;146,286;"3,00";"0,00";"3,00";03/10/2003 00:00:00
689;1549;11/10/2003 00:00:00;3;497;34,188;102,564;"3,00";"0,00";"3,00";04/10/2003 00:00:00
690;1550;11/10/2003 00:00:00;3;323;50,264;150,791;"3,00";"0,00";"3,00";04/10/2003 00:00:00
691;1551;11/10/2003 00:00:00;550;523;10,731;5902,05;"550,00";"0,00";"550,00";04/10/2003 00:00:00
691;1552;11/10/2003 00:00:00;550;524;14,123;7767,375;"550,00";"0,00";"550,00";04/10/2003 00:00:00
692;1553;11/10/2003 00:00:00;60;492;50,264;3015,81;"60,00";"9,00";"51,00";04/10/2003 00:00:00
692;1554;11/10/2003 00:00:00;60;493;57,152;3429,09;"60,00";"0,00";"60,00";04/10/2003 00:00:00
693;1555;11/10/2003 00:00:00;550;908;21,095;11601,975;"550,00";"0,00";"550,00";04/10/2003 00:00:00
693;1556;11/10/2003 00:00:00;550;909;30,44;16741,725;"550,00";"0,00";"550,00";04/10/2003 00:00:00
693;1557;11/10/2003 00:00:00;550;910;40,94;22516,725;"550,00";"0,00";"550,00";04/10/2003 00:00:00
694;1558;11/10/2003 00:00:00;60;506;9,198;551,88;"60,00";"60,00";"0,00";04/10/2003 00:00:00
695;1559;11/10/2003 00:00:00;550;351;5,775;3176,25;"550,00";"0,00";"550,00";04/10/2003 00:00:00
695;1560;11/10/2003 00:00:00;550;352;1,155;635,25;"523,00";"0,00";"523,00";04/10/2003 00:00:00
695;1561;11/10/2003 00:00:00;550;679;5,775;3176,25;"550,00";"0,00";"550,00";04/10/2003 00:00:00
696;1562;11/10/2003 00:00:00;550;507;23,394;12866,7;"468,00";"0,00";"468,00";04/10/2003 00:00:00
696;1563;11/10/2003 00:00:00;550;508;27,647;15205,575;"550,00";"0,00";"550,00";04/10/2003 00:00:00
697;1564;11/10/2003 00:00:00;550;535;3,486;1917,3;"550,00";"0,00";"550,00";04/10/2003 00:00:00
698;1565;11/10/2003 00:00:00;550;351;6,195;3407,25;"550,00";"0,00";"550,00";04/10/2003 00:00:00
698;1566;11/10/2003 00:00:00;550;352;1,47;808,5;"550,00";"0,00";"550,00";04/10/2003 00:00:00
698;1567;11/10/2003 00:00:00;550;679;6,195;3407,25;"550,00";"0,00";"550,00";04/10/2003 00:00:00
699;1568;11/10/2003 00:00:00;550;507;22,166;12191,025;"550,00";"0,00";"550,00";04/10/2003 00:00:00
699;1569;11/10/2003 00:00:00;550;508;29,285;16106,475;"550,00";"0,00";"550,00";04/10/2003 00:00:00
700;1570;11/10/2003 00:00:00;3;491;19,982;59,945;"3,00";"0,00";"3,00";04/10/2003 00:00:00
701;1571;11/10/2003 00:00:00;3;349;39,144;117,432;"3,00";"0,00";"3,00";04/10/2003 00:00:00
702;1572;11/10/2003 00:00:00;550;935;31,49;17319,225;"550,00";"82,00";"468,00";04/10/2003 00:00:00
702;1573;11/10/2003 00:00:00;550;936;48,29;26559,225;"550,00";"0,00";"550,00";04/10/2003 00:00:00
703;1574;11/10/2003 00:00:00;3;385;41,171;123,512;"3,00";"0,00";"3,00";04/10/2003 00:00:00
703;1575;11/10/2003 00:00:00;3;386;45,444;136,332;"3,00";"0,00";"3,00";04/10/2003 00:00:00
703;1576;11/10/2003 00:00:00;3;387;41,171;123,512;"3,00";"0,00";"3,00";04/10/2003 00:00:00
704;1577;11/10/2003 00:00:00;550;488;8,862;4874,1;"550,00";"550,00";"0,00";04/10/2003 00:00:00
704;1578;11/10/2003 00:00:00;550;489;10,469;5757,675;"550,00";"550,00";"0,00";04/10/2003 00:00:00
705;1579;12/10/2003 00:00:00;3;402;47,471;142,412;"3,00";"0,00";"3,00";05/10/2003 00:00:00
706;1580;12/10/2003 00:00:00;550;510;23,079;12693,45;"468,00";"0,00";"468,00";05/10/2003 00:00:00
706;1581;12/10/2003 00:00:00;550;511;29,274;16100,7;"550,00";"0,00";"550,00";05/10/2003 00:00:00
706;1582;12/10/2003 00:00:00;550;512;34,976;19236,525;"550,00";"0,00";"550,00";05/10/2003 00:00:00
707;1583;12/10/2003 00:00:00;550;916;40,94;22516,725;"550,00";"0,00";"550,00";05/10/2003 00:00:00
708;1584;12/10/2003 00:00:00;550;525;2,321;1276,275;"550,00";"0,00";"550,00";05/10/2003 00:00:00
709;1585;12/10/2003 00:00:00;550;526;3,644;2003,925;"550,00";"0,00";"550,00";05/10/2003 00:00:00
710;1586;12/10/2003 00:00:00;550;908;21,095;11601,975;"550,00";"0,00";"550,00";05/10/2003 00:00:00
710;1587;12/10/2003 00:00:00;550;909;30,44;16741,725;"550,00";"55,00";"495,00";05/10/2003 00:00:00
710;1588;12/10/2003 00:00:00;550;913;40,94;22516,725;"550,00";"0,00";"550,00";05/10/2003 00:00:00
711;1589;12/10/2003 00:00:00;60;356;3,602;216,09;"60,00";"0,00";"60,00";05/10/2003 00:00:00
711;1590;12/10/2003 00:00:00;60;357;3,98;238,77;"60,00";"0,00";"60,00";05/10/2003 00:00:00
712;1591;12/10/2003 00:00:00;550;935;31,49;17319,225;"550,00";"82,00";"468,00";05/10/2003 00:00:00
712;1592;12/10/2003 00:00:00;550;936;48,29;26559,225;"550,00";"0,00";"550,00";05/10/2003 00:00:00
713;1593;12/10/2003 00:00:00;550;524;12,968;7132,125;"550,00";"0,00";"550,00";05/10/2003 00:00:00
714;1594;12/10/2003 00:00:00;550;911;21,095;11601,975;"550,00";"550,00";"0,00";05/10/2003 00:00:00
714;1595;12/10/2003 00:00:00;550;912;30,44;16741,725;"550,00";"550,00";"0,00";05/10/2003 00:00:00
715;1596;12/10/2003 00:00:00;550;910;40,94;22516,725;"550,00";"0,00";"550,00";05/10/2003 00:00:00
716;1597;12/10/2003 00:00:00;550;937;62,99;34644,225;"468,00";"0,00";"468,00";05/10/2003 00:00:00
717;1598;12/10/2003 00:00:00;3;474;43,397;130,19;"3,00";"0,00";"3,00";05/10/2003 00:00:00
717;1599;12/10/2003 00:00:00;3;475;39,123;117,369;"3,00";"0,00";"3,00";05/10/2003 00:00:00
718;1600;12/10/2003 00:00:00;3;462;47,681;143,042;"3,00";"0,00";"3,00";05/10/2003 00:00:00
719;1601;12/10/2003 00:00:00;550;510;23,405;12872,475;"550,00";"0,00";"550,00";05/10/2003 00:00:00
719;1602;12/10/2003 00:00:00;550;511;27,867;15326,85;"550,00";"0,00";"550,00";05/10/2003 00:00:00
720;1603;12/10/2003 00:00:00;550;527;6,752;3713,325;"550,00";"0,00";"550,00";05/10/2003 00:00:00
721;1604;13/10/2003 00:00:00;550;509;36,278;19952,625;"550,00";"0,00";"550,00";06/10/2003 00:00:00
722;1605;13/10/2003 00:00:00;60;492;50,747;3044,79;"60,00";"9,00";"51,00";06/10/2003 00:00:00
722;1606;13/10/2003 00:00:00;60;493;58,265;3495,87;"60,00";"0,00";"60,00";06/10/2003 00:00:00
723;1607;13/10/2003 00:00:00;550;523;10,385;5711,475;"550,00";"0,00";"550,00";06/10/2003 00:00:00
724;1608;13/10/2003 00:00:00;3;422;47,681;143,042;"3,00";"3,00";"0,00";06/10/2003 00:00:00
724;1609;13/10/2003 00:00:00;3;423;45,581;136,742;"3,00";"3,00";"0,00";06/10/2003 00:00:00
725;1610;13/10/2003 00:00:00;3;490;12,716;38,147;"3,00";"0,00";"3,00";06/10/2003 00:00:00
725;1611;13/10/2003 00:00:00;3;491;19,94;59,819;"3,00";"0,00";"3,00";06/10/2003 00:00:00
726;1612;13/10/2003 00:00:00;3;528;38,157;114,471;"3,00";"0,00";"3,00";06/10/2003 00:00:00
727;1613;13/10/2003 00:00:00;3;505;44,216;132,647;"3,00";"0,00";"3,00";06/10/2003 00:00:00
728;1614;13/10/2003 00:00:00;550;938;31,49;17319,225;"550,00";"0,00";"550,00";06/10/2003 00:00:00
728;1615;13/10/2003 00:00:00;550;939;48,29;26559,225;"550,00";"0,00";"550,00";06/10/2003 00:00:00
729;1616;13/10/2003 00:00:00;60;358;6,983;418,95;"60,00";"0,00";"60,00";06/10/2003 00:00:00
730;1617;13/10/2003 00:00:00;3;448;39,281;117,842;"3,00";"0,00";"3,00";06/10/2003 00:00:00
730;1618;13/10/2003 00:00:00;3;449;43,554;130,662;"3,00";"0,00";"3,00";06/10/2003 00:00:00
730;1619;13/10/2003 00:00:00;3;450;39,281;117,842;"3,00";"0,00";"3,00";06/10/2003 00:00:00
731;1620;13/10/2003 00:00:00;60;356;3,381;202,86;"60,00";"0,00";"60,00";06/10/2003 00:00:00
731;1621;13/10/2003 00:00:00;60;357;4,316;258,93;"60,00";"0,00";"60,00";06/10/2003 00:00:00
732;1622;13/10/2003 00:00:00;3;387;43,271;129,812;"3,00";"0,00";"3,00";06/10/2003 00:00:00
732;1623;13/10/2003 00:00:00;3;388;47,544;142,632;"3,00";"0,00";"3,00";06/10/2003 00:00:00
733;1624;13/10/2003 00:00:00;3;490;12,359;37,076;"3,00";"0,00";"3,00";06/10/2003 00:00:00
734;1625;13/10/2003 00:00:00;550;513;39,197;21558,075;"550,00";"550,00";"0,00";06/10/2003 00:00:00
735;1626;13/10/2003 00:00:00;3;416;45,476;136,427;"3,00";"0,00";"3,00";06/10/2003 00:00:00
735;1627;13/10/2003 00:00:00;3;417;43,376;130,127;"3,00";"0,00";"3,00";06/10/2003 00:00:00
735;1628;13/10/2003 00:00:00;3;418;47,649;142,947;"3,00";"0,00";"3,00";06/10/2003 00:00:00
735;1629;13/10/2003 00:00:00;3;419;43,376;130,127;"3,00";"0,00";"3,00";06/10/2003 00:00:00
735;1630;13/10/2003 00:00:00;3;420;41,276;123,827;"3,00";"0,00";"3,00";06/10/2003 00:00:00
735;1631;13/10/2003 00:00:00;3;421;45,549;136,647;"3,00";"0,00";"3,00";06/10/2003 00:00:00
736;1632;13/10/2003 00:00:00;550;931;34,871;19178,775;"468,00";"0,00";"468,00";06/10/2003 00:00:00
736;1633;13/10/2003 00:00:00;550;932;39,764;21869,925;"550,00";"0,00";"550,00";06/10/2003 00:00:00
736;1634;13/10/2003 00:00:00;550;933;43,985;24191,475;"550,00";"0,00";"550,00";06/10/2003 00:00:00
736;1635;13/10/2003 00:00:00;550;934;38,147;20980,575;"550,00";"0,00";"550,00";06/10/2003 00:00:00
737;1636;14/10/2003 00:00:00;3;436;41,454;124,362;"3,00";"0,00";"3,00";07/10/2003 00:00:00
737;1637;14/10/2003 00:00:00;3;437;37,181;111,542;"3,00";"0,00";"3,00";07/10/2003 00:00:00
738;1638;14/10/2003 00:00:00;3;346;47,649;142,947;"3,00";"0,00";"3,00";07/10/2003 00:00:00
738;1639;14/10/2003 00:00:00;3;347;43,376;130,127;"3,00";"0,00";"3,00";07/10/2003 00:00:00
738;1640;14/10/2003 00:00:00;3;348;41,276;123,827;"3,00";"0,00";"3,00";07/10/2003 00:00:00
738;1641;14/10/2003 00:00:00;3;349;45,549;136,647;"3,00";"0,00";"3,00";07/10/2003 00:00:00
739;1642;14/10/2003 00:00:00;550;931;34,346;18890,025;"550,00";"0,00";"550,00";07/10/2003 00:00:00
739;1643;14/10/2003 00:00:00;550;932;39,239;21581,175;"550,00";"0,00";"550,00";07/10/2003 00:00:00
740;1644;14/10/2003 00:00:00;3;347;43,271;129,812;"3,00";"0,00";"3,00";07/10/2003 00:00:00
740;1645;14/10/2003 00:00:00;3;348;41,171;123,512;"3,00";"0,00";"3,00";07/10/2003 00:00:00
740;1646;14/10/2003 00:00:00;3;349;45,444;136,332;"3,00";"0,00";"3,00";07/10/2003 00:00:00
741;1647;14/10/2003 00:00:00;550;930;43,04;23671,725;"550,00";"0,00";"550,00";07/10/2003 00:00:00
742;1648;14/10/2003 00:00:00;550;332;10,815;5948,25;"550,00";"82,00";"468,00";07/10/2003 00:00:00
743;1649;14/10/2003 00:00:00;550;948;82,835;45558,975;"550,00";"0,00";"550,00";07/10/2003 00:00:00
743;1650;14/10/2003 00:00:00;550;907;82,835;45558,975;"550,00";"0,00";"550,00";07/10/2003 00:00:00
744;1651;14/10/2003 00:00:00;1250;325;0,21;262,5;"1250,00";"1250,00";"0,00";07/10/2003 00:00:00
744;1652;14/10/2003 00:00:00;1250;326;0,21;262,5;"1250,00";"1250,00";"0,00";07/10/2003 00:00:00
745;1653;14/10/2003 00:00:00;3;320;49,644;148,932;"3,00";"0,00";"3,00";07/10/2003 00:00:00
745;1654;14/10/2003 00:00:00;3;321;44,321;132,962;"3,00";"0,00";"3,00";07/10/2003 00:00:00
745;1655;14/10/2003 00:00:00;60;322;28,697;1721,79;"60,00";"0,00";"60,00";07/10/2003 00:00:00
746;1656;14/10/2003 00:00:00;550;930;42,515;23382,975;"468,00";"0,00";"468,00";07/10/2003 00:00:00
746;1657;14/10/2003 00:00:00;550;921;5,586;3072,3;"550,00";"0,00";"550,00";07/10/2003 00:00:00
747;1658;14/10/2003 00:00:00;60;952;15,74;944,37;"60,00";"0,00";"60,00";07/10/2003 00:00:00
748;1659;14/10/2003 00:00:00;550;933;43,46;23902,725;"550,00";"0,00";"550,00";07/10/2003 00:00:00
748;1660;14/10/2003 00:00:00;550;934;37,622;20691,825;"550,00";"0,00";"550,00";07/10/2003 00:00:00
748;1661;14/10/2003 00:00:00;550;922;6,531;3592,05;"550,00";"0,00";"550,00";07/10/2003 00:00:00
748;1662;14/10/2003 00:00:00;550;923;6,185;3401,475;"550,00";"0,00";"550,00";07/10/2003 00:00:00
749;1663;14/10/2003 00:00:00;550;317;29,579;16268,175;"550,00";"0,00";"550,00";07/10/2003 00:00:00
749;1664;14/10/2003 00:00:00;550;318;36,099;19854,45;"550,00";"0,00";"550,00";07/10/2003 00:00:00
749;1665;14/10/2003 00:00:00;550;319;48,584;26720,925;"550,00";"0,00";"550,00";07/10/2003 00:00:00
750;1666;14/10/2003 00:00:00;550;928;32,246;17735,025;"550,00";"0,00";"550,00";07/10/2003 00:00:00
750;1667;14/10/2003 00:00:00;550;929;36,561;20108,55;"550,00";"55,00";"495,00";07/10/2003 00:00:00
751;1668;14/10/2003 00:00:00;550;319;46,421;25531,275;"550,00";"0,00";"550,00";07/10/2003 00:00:00
752;1669;14/10/2003 00:00:00;3;373;41,297;123,89;"3,00";"0,00";"3,00";07/10/2003 00:00:00
752;1670;14/10/2003 00:00:00;3;374;37,023;111,069;"3,00";"0,00";"3,00";07/10/2003 00:00:00
753;1671;15/10/2003 00:00:00;550;525;2,321;1276,275;"550,00";"0,00";"550,00";08/10/2003 00:00:00
754;1672;15/10/2003 00:00:00;550;526;3,644;2003,925;"550,00";"0,00";"550,00";08/10/2003 00:00:00
755;1673;15/10/2003 00:00:00;550;908;21,095;11601,975;"550,00";"0,00";"550,00";08/10/2003 00:00:00
755;1674;15/10/2003 00:00:00;550;909;30,44;16741,725;"523,00";"0,00";"523,00";08/10/2003 00:00:00
755;1675;15/10/2003 00:00:00;550;913;40,94;22516,725;"550,00";"0,00";"550,00";08/10/2003 00:00:00
756;1676;15/10/2003 00:00:00;60;356;3,602;216,09;"51,00";"0,00";"51,00";08/10/2003 00:00:00
756;1677;15/10/2003 00:00:00;60;357;3,98;238,77;"60,00";"0,00";"60,00";08/10/2003 00:00:00
757;1678;17/10/2003 00:00:00;3;2;41,916;125,748;"3,00";"0,00";"3,00";10/10/2003 00:00:00
758;1679;17/10/2003 00:00:00;3;1;50,264;150,791;"3,00";"0,00";"3,00";10/10/2003 00:00:00
759;1680;17/10/2003 00:00:00;3;368;41,381;124,142;"3,00";"0,00";"3,00";10/10/2003 00:00:00
759;1681;17/10/2003 00:00:00;3;369;39,281;117,842;"3,00";"0,00";"3,00";10/10/2003 00:00:00
759;1682;17/10/2003 00:00:00;3;370;43,554;130,662;"3,00";"0,00";"3,00";10/10/2003 00:00:00
759;1683;17/10/2003 00:00:00;3;371;39,281;117,842;"3,00";"0,00";"3,00";10/10/2003 00:00:00
759;1684;17/10/2003 00:00:00;3;372;37,181;111,542;"3,00";"0,00";"3,00";10/10/2003 00:00:00
760;1685;17/10/2003 00:00:00;550;530;16,086;8847,3;"550,00";"0,00";"550,00";10/10/2003 00:00:00
761;1686;17/10/2003 00:00:00;3;4;57,026;171,077;"3,00";"0,00";"3,00";10/10/2003 00:00:00
762;1687;17/10/2003 00:00:00;550;512;37,086;20397,3;"550,00";"82,00";"468,00";10/10/2003 00:00:00
763;1688;17/10/2003 00:00:00;550;513;26,597;14628,075;"550,00";"0,00";"550,00";10/10/2003 00:00:00
764;1689;17/10/2003 00:00:00;550;317;27,059;14882,175;"550,00";"0,00";"550,00";10/10/2003 00:00:00
764;1690;17/10/2003 00:00:00;550;318;33,579;18468,45;"550,00";"0,00";"550,00";10/10/2003 00:00:00
765;1691;17/10/2003 00:00:00;3;405;49,644;148,932;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1692;17/10/2003 00:00:00;3;406;45,371;136,112;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1693;17/10/2003 00:00:00;3;407;43,271;129,812;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1694;17/10/2003 00:00:00;3;408;47,544;142,632;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1695;17/10/2003 00:00:00;3;409;43,271;129,812;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1696;17/10/2003 00:00:00;3;410;41,171;123,512;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1697;17/10/2003 00:00:00;3;411;45,444;136,332;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1698;17/10/2003 00:00:00;3;412;41,171;123,512;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1699;17/10/2003 00:00:00;3;413;39,071;117,212;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1700;17/10/2003 00:00:00;3;414;43,344;130,032;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1701;17/10/2003 00:00:00;3;415;39,071;117,212;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1702;17/10/2003 00:00:00;3;416;36,971;110,912;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1703;17/10/2003 00:00:00;3;417;41,244;123,732;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1704;17/10/2003 00:00:00;3;418;36,971;110,912;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1705;17/10/2003 00:00:00;3;419;34,871;104,612;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1706;17/10/2003 00:00:00;3;420;39,144;117,432;"3,00";"0,00";"3,00";10/10/2003 00:00:00
765;1707;17/10/2003 00:00:00;3;421;47,576;142,727;"3,00";"0,00";"3,00";10/10/2003 00:00:00
766;1708;17/10/2003 00:00:00;3;436;41,297;123,89;"3,00";"0,00";"3,00";10/10/2003 00:00:00
766;1709;17/10/2003 00:00:00;3;437;37,023;111,069;"3,00";"0,00";"3,00";10/10/2003 00:00:00
767;1710;17/10/2003 00:00:00;60;322;25,421;1525,23;"60,00";"0,00";"60,00";10/10/2003 00:00:00
768;1711;17/10/2003 00:00:00;3;438;41,223;123,669;"3,00";"0,00";"3,00";10/10/2003 00:00:00
768;1712;17/10/2003 00:00:00;3;439;45,497;136,49;"3,00";"0,00";"3,00";10/10/2003 00:00:00
768;1713;17/10/2003 00:00:00;3;440;41,223;123,669;"3,00";"0,00";"3,00";10/10/2003 00:00:00
768;1714;17/10/2003 00:00:00;3;441;39,123;117,369;"3,00";"0,00";"3,00";10/10/2003 00:00:00
768;1715;17/10/2003 00:00:00;3;442;43,397;130,19;"3,00";"0,00";"3,00";10/10/2003 00:00:00
769;1716;17/10/2003 00:00:00;550;941;62,99;34644,225;"550,00";"0,00";"550,00";10/10/2003 00:00:00
770;1717;17/10/2003 00:00:00;3;320;45,371;136,112;"3,00";"0,00";"3,00";10/10/2003 00:00:00
770;1718;17/10/2003 00:00:00;3;321;40,488;121,464;"3,00";"0,00";"3,00";10/10/2003 00:00:00
770;1719;17/10/2003 00:00:00;60;322;26,366;1581,93;"60,00";"0,00";"60,00";10/10/2003 00:00:00
771;1720;17/10/2003 00:00:00;3;504;48,762;146,286;"3,00";"0,00";"3,00";10/10/2003 00:00:00
772;1721;17/10/2003 00:00:00;3;497;34,188;102,564;"3,00";"0,00";"3,00";10/10/2003 00:00:00
773;1722;18/10/2003 00:00:00;3;323;50,264;150,791;"3,00";"0,00";"3,00";11/10/2003 00:00:00
774;1723;18/10/2003 00:00:00;550;523;10,731;5902,05;"550,00";"0,00";"550,00";11/10/2003 00:00:00
774;1724;18/10/2003 00:00:00;550;524;14,123;7767,375;"550,00";"0,00";"550,00";11/10/2003 00:00:00
775;1725;18/10/2003 00:00:00;60;494;53,204;3192,21;"60,00";"0,00";"60,00";11/10/2003 00:00:00
775;1726;18/10/2003 00:00:00;60;495;63,693;3821,58;"57,00";"0,00";"57,00";11/10/2003 00:00:00
775;1727;18/10/2003 00:00:00;60;496;48,909;2934,54;"60,00";"0,00";"60,00";11/10/2003 00:00:00
776;1728;18/10/2003 00:00:00;550;911;21,095;11601,975;"468,00";"0,00";"468,00";11/10/2003 00:00:00
776;1729;18/10/2003 00:00:00;550;912;30,44;16741,725;"550,00";"0,00";"550,00";11/10/2003 00:00:00
776;1730;18/10/2003 00:00:00;550;913;40,94;22516,725;"550,00";"0,00";"550,00";11/10/2003 00:00:00
776;1731;18/10/2003 00:00:00;550;914;21,095;11601,975;"550,00";"0,00";"550,00";11/10/2003 00:00:00
777;1732;18/10/2003 00:00:00;60;506;9,198;551,88;"60,00";"0,00";"60,00";11/10/2003 00:00:00
778;1733;18/10/2003 00:00:00;550;351;5,775;3176,25;"550,00";"0,00";"550,00";11/10/2003 00:00:00
778;1734;18/10/2003 00:00:00;550;352;1,155;635,25;"550,00";"0,00";"550,00";11/10/2003 00:00:00
778;1735;18/10/2003 00:00:00;550;679;5,775;3176,25;"550,00";"0,00";"550,00";11/10/2003 00:00:00
779;1736;18/10/2003 00:00:00;550;507;23,394;12866,7;"550,00";"0,00";"550,00";11/10/2003 00:00:00
779;1737;18/10/2003 00:00:00;550;508;27,647;15205,575;"550,00";"0,00";"550,00";11/10/2003 00:00:00
780;1738;18/10/2003 00:00:00;550;355;1,365;750,75;"550,00";"0,00";"550,00";11/10/2003 00:00:00
780;1739;18/10/2003 00:00:00;550;940;62,99;34644,225;"550,00";"55,00";"495,00";11/10/2003 00:00:00
780;1740;18/10/2003 00:00:00;550;535;3,486;1917,3;"550,00";"0,00";"550,00";11/10/2003 00:00:00
781;1741;18/10/2003 00:00:00;550;351;6,195;3407,25;"550,00";"0,00";"550,00";11/10/2003 00:00:00
781;1742;18/10/2003 00:00:00;550;352;1,47;808,5;"550,00";"0,00";"550,00";11/10/2003 00:00:00
781;1743;18/10/2003 00:00:00;550;679;6,195;3407,25;"550,00";"27,00";"523,00";11/10/2003 00:00:00
782;1744;18/10/2003 00:00:00;550;507;22,166;12191,025;"550,00";"82,00";"468,00";11/10/2003 00:00:00
782;1745;18/10/2003 00:00:00;550;508;29,285;16106,475;"550,00";"0,00";"550,00";11/10/2003 00:00:00
783;1746;18/10/2003 00:00:00;3;491;19,982;59,945;"3,00";"0,00";"3,00";11/10/2003 00:00:00
784;1747;18/10/2003 00:00:00;3;341;41,171;123,512;"3,00";"0,00";"3,00";11/10/2003 00:00:00
784;1748;18/10/2003 00:00:00;3;342;39,071;117,212;"3,00";"0,00";"3,00";11/10/2003 00:00:00
785;1749;18/10/2003 00:00:00;550;935;31,49;17319,225;"550,00";"0,00";"550,00";11/10/2003 00:00:00
785;1750;18/10/2003 00:00:00;550;936;48,29;26559,225;"523,00";"0,00";"523,00";11/10/2003 00:00:00
786;1751;18/10/2003 00:00:00;3;388;39,071;117,212;"3,00";"0,00";"3,00";11/10/2003 00:00:00
786;1752;18/10/2003 00:00:00;3;389;43,344;130,032;"3,00";"0,00";"3,00";11/10/2003 00:00:00
786;1753;18/10/2003 00:00:00;3;390;39,071;117,212;"3,00";"0,00";"3,00";11/10/2003 00:00:00
786;1754;18/10/2003 00:00:00;3;391;36,971;110,912;"3,00";"0,00";"3,00";11/10/2003 00:00:00
787;1755;18/10/2003 00:00:00;550;476;15,887;8737,575;"550,00";"0,00";"550,00";11/10/2003 00:00:00
787;1756;18/10/2003 00:00:00;550;477;11,666;6416,025;"550,00";"0,00";"550,00";11/10/2003 00:00:00
787;1757;18/10/2003 00:00:00;550;478;11,088;6098,4;"550,00";"0,00";"550,00";11/10/2003 00:00:00
787;1758;18/10/2003 00:00:00;550;479;15,887;8737,575;"550,00";"0,00";"550,00";11/10/2003 00:00:00
787;1759;18/10/2003 00:00:00;550;480;11,666;6416,025;"550,00";"0,00";"550,00";11/10/2003 00:00:00
787;1760;18/10/2003 00:00:00;550;481;11,088;6098,4;"550,00";"0,00";"550,00";11/10/2003 00:00:00
788;1761;18/10/2003 00:00:00;3;402;47,471;142,412;"3,00";"0,00";"3,00";11/10/2003 00:00:00
789;1762;19/10/2003 00:00:00;550;510;23,079;12693,45;"550,00";"0,00";"550,00";12/10/2003 00:00:00
789;1763;19/10/2003 00:00:00;550;511;29,274;16100,7;"550,00";"0,00";"550,00";12/10/2003 00:00:00
789;1764;19/10/2003 00:00:00;550;512;34,976;19236,525;"550,00";"0,00";"550,00";12/10/2003 00:00:00
790;1765;19/10/2003 00:00:00;3;403;45,371;136,112;"3,00";"0,00";"3,00";12/10/2003 00:00:00
790;1766;19/10/2003 00:00:00;3;404;49,644;148,932;"3,00";"0,00";"3,00";12/10/2003 00:00:00
790;1767;19/10/2003 00:00:00;3;405;45,371;136,112;"3,00";"0,00";"3,00";12/10/2003 00:00:00
791;1768;19/10/2003 00:00:00;550;525;2,321;1276,275;"550,00";"0,00";"550,00";12/10/2003 00:00:00
792;1769;19/10/2003 00:00:00;550;526;3,644;2003,925;"550,00";"82,00";"468,00";12/10/2003 00:00:00
793;1770;19/10/2003 00:00:00;550;908;21,095;11601,975;"550,00";"0,00";"550,00";12/10/2003 00:00:00
793;1771;19/10/2003 00:00:00;550;909;30,44;16741,725;"550,00";"0,00";"550,00";12/10/2003 00:00:00
793;1772;19/10/2003 00:00:00;550;913;40,94;22516,725;"550,00";"0,00";"550,00";12/10/2003 00:00:00
794;1773;19/10/2003 00:00:00;60;356;3,602;216,09;"60,00";"0,00";"60,00";12/10/2003 00:00:00
794;1774;19/10/2003 00:00:00;60;357;3,98;238,77;"60,00";"0,00";"60,00";12/10/2003 00:00:00
795;1775;19/10/2003 00:00:00;550;935;31,49;17319,225;"550,00";"0,00";"550,00";12/10/2003 00:00:00
795;1776;19/10/2003 00:00:00;550;936;48,29;26559,225;"523,00";"0,00";"523,00";12/10/2003 00:00:00
796;1777;19/10/2003 00:00:00;550;524;12,968;7132,125;"468,00";"0,00";"468,00";12/10/2003 00:00:00
797;1778;19/10/2003 00:00:00;550;911;21,095;11601,975;"550,00";"0,00";"550,00";12/10/2003 00:00:00
797;1779;19/10/2003 00:00:00;550;912;30,44;16741,725;"550,00";"0,00";"550,00";12/10/2003 00:00:00
