"ProductModelID";"ProductDescriptionID";"CultureID";"ModifiedDate"
99;1751;"he    ";01/06/2003 00:00:00
99;1877;"zh-cht";01/06/2003 00:00:00
100;619;"en    ";01/06/2003 00:00:00
100;1390;"ar    ";01/06/2003 00:00:00
100;1507;"fr    ";01/06/2003 00:00:00
100;1629;"th    ";01/06/2003 00:00:00
100;1752;"he    ";01/06/2003 00:00:00
100;1878;"zh-cht";01/06/2003 00:00:00
101;620;"en    ";01/06/2003 00:00:00
101;1391;"ar    ";01/06/2003 00:00:00
101;1508;"fr    ";01/06/2003 00:00:00
101;1630;"th    ";01/06/2003 00:00:00
101;1753;"he    ";01/06/2003 00:00:00
101;1879;"zh-cht";01/06/2003 00:00:00
102;627;"en    ";01/06/2003 00:00:00
102;1392;"ar    ";01/06/2003 00:00:00
102;1509;"fr    ";01/06/2003 00:00:00
102;1631;"th    ";01/06/2003 00:00:00
102;1754;"he    ";01/06/2003 00:00:00
102;1880;"zh-cht";01/06/2003 00:00:00
103;630;"en    ";01/06/2003 00:00:00
103;1393;"ar    ";01/06/2003 00:00:00
103;1510;"fr    ";01/06/2003 00:00:00
103;1632;"th    ";01/06/2003 00:00:00
103;1755;"he    ";01/06/2003 00:00:00
103;1882;"zh-cht";01/06/2003 00:00:00
104;633;"en    ";01/06/2003 00:00:00
104;1394;"ar    ";01/06/2003 00:00:00
104;1511;"fr    ";01/06/2003 00:00:00
104;1633;"th    ";01/06/2003 00:00:00
104;1756;"he    ";01/06/2003 00:00:00
104;1883;"zh-cht";01/06/2003 00:00:00
105;634;"en    ";01/06/2003 00:00:00
105;1395;"ar    ";01/06/2003 00:00:00
105;1512;"fr    ";01/06/2003 00:00:00
105;1634;"th    ";01/06/2003 00:00:00
105;1757;"he    ";01/06/2003 00:00:00
105;1884;"zh-cht";01/06/2003 00:00:00
106;635;"en    ";01/06/2003 00:00:00
106;1396;"ar    ";01/06/2003 00:00:00
106;1513;"fr    ";01/06/2003 00:00:00
106;1635;"th    ";01/06/2003 00:00:00
106;1758;"he    ";01/06/2003 00:00:00
106;1885;"zh-cht";01/06/2003 00:00:00
107;1213;"en    ";01/06/2003 00:00:00
107;1479;"ar    ";01/06/2003 00:00:00
107;1601;"fr    ";01/06/2003 00:00:00
107;1724;"th    ";01/06/2003 00:00:00
107;1851;"he    ";01/06/2003 00:00:00
107;1977;"zh-cht";01/06/2003 00:00:00
108;1183;"en    ";01/06/2003 00:00:00
108;1454;"ar    ";01/06/2003 00:00:00
108;1576;"fr    ";01/06/2003 00:00:00
108;1699;"th    ";01/06/2003 00:00:00
108;1763;"he    ";01/06/2003 00:00:00
108;1951;"zh-cht";01/06/2003 00:00:00
109;1202;"en    ";01/06/2003 00:00:00
109;1470;"ar    ";01/06/2003 00:00:00
109;1592;"fr    ";01/06/2003 00:00:00
109;1715;"th    ";01/06/2003 00:00:00
109;1841;"he    ";01/06/2003 00:00:00
109;1968;"zh-cht";01/06/2003 00:00:00
110;1203;"en    ";01/06/2003 00:00:00
110;1471;"ar    ";01/06/2003 00:00:00
110;1593;"fr    ";01/06/2003 00:00:00
110;1716;"th    ";01/06/2003 00:00:00
110;1842;"he    ";01/06/2003 00:00:00
110;1969;"zh-cht";01/06/2003 00:00:00
111;1186;"en    ";01/06/2003 00:00:00
111;1456;"ar    ";01/06/2003 00:00:00
111;1578;"fr    ";01/06/2003 00:00:00
111;1701;"th    ";01/06/2003 00:00:00
111;1765;"he    ";01/06/2003 00:00:00
111;1953;"zh-cht";01/06/2003 00:00:00
112;1209;"en    ";01/06/2003 00:00:00
112;1475;"ar    ";01/06/2003 00:00:00
112;1597;"fr    ";01/06/2003 00:00:00
112;1720;"th    ";01/06/2003 00:00:00
112;1846;"he    ";01/06/2003 00:00:00
112;1973;"zh-cht";01/06/2003 00:00:00
113;1185;"en    ";01/06/2003 00:00:00
113;1455;"ar    ";01/06/2003 00:00:00
113;1577;"fr    ";01/06/2003 00:00:00
113;1700;"th    ";01/06/2003 00:00:00
113;1764;"he    ";01/06/2003 00:00:00
113;1952;"zh-cht";01/06/2003 00:00:00
114;1197;"en    ";01/06/2003 00:00:00
114;1466;"ar    ";01/06/2003 00:00:00
114;1588;"fr    ";01/06/2003 00:00:00
114;1711;"th    ";01/06/2003 00:00:00
114;1837;"he    ";01/06/2003 00:00:00
114;1964;"zh-cht";01/06/2003 00:00:00
115;1216;"en    ";01/06/2003 00:00:00
115;1482;"ar    ";01/06/2003 00:00:00
115;1604;"fr    ";01/06/2003 00:00:00
115;1727;"th    ";01/06/2003 00:00:00
115;1854;"he    ";01/06/2003 00:00:00
115;1980;"zh-cht";01/06/2003 00:00:00
116;1191;"en    ";01/06/2003 00:00:00
116;1460;"ar    ";01/06/2003 00:00:00
116;1582;"fr    ";01/06/2003 00:00:00
116;1705;"th    ";01/06/2003 00:00:00
116;1831;"he    ";01/06/2003 00:00:00
116;1957;"zh-cht";01/06/2003 00:00:00
117;1206;"en    ";01/06/2003 00:00:00
117;1473;"ar    ";01/06/2003 00:00:00
117;1595;"fr    ";01/06/2003 00:00:00
117;1718;"th    ";01/06/2003 00:00:00
117;1844;"he    ";01/06/2003 00:00:00
117;1971;"zh-cht";01/06/2003 00:00:00
118;1187;"en    ";01/06/2003 00:00:00
118;1457;"ar    ";01/06/2003 00:00:00
118;1579;"fr    ";01/06/2003 00:00:00
118;1702;"th    ";01/06/2003 00:00:00
118;1766;"he    ";01/06/2003 00:00:00
118;1954;"zh-cht";01/06/2003 00:00:00
119;1215;"en    ";01/06/2003 00:00:00
119;1481;"ar    ";01/06/2003 00:00:00
119;1603;"fr    ";01/06/2003 00:00:00
119;1726;"th    ";01/06/2003 00:00:00
119;1853;"he    ";01/06/2003 00:00:00
119;1979;"zh-cht";01/06/2003 00:00:00
120;1193;"en    ";01/06/2003 00:00:00
120;1462;"ar    ";01/06/2003 00:00:00
120;1584;"fr    ";01/06/2003 00:00:00
120;1707;"th    ";01/06/2003 00:00:00
120;1833;"he    ";01/06/2003 00:00:00
120;1959;"zh-cht";01/06/2003 00:00:00
121;1188;"en    ";01/06/2003 00:00:00
121;1458;"ar    ";01/06/2003 00:00:00
121;1580;"fr    ";01/06/2003 00:00:00
121;1703;"th    ";01/06/2003 00:00:00
121;1767;"he    ";01/06/2003 00:00:00
121;1955;"zh-cht";01/06/2003 00:00:00
122;1201;"en    ";01/06/2003 00:00:00
122;1469;"ar    ";01/06/2003 00:00:00
122;1591;"fr    ";01/06/2003 00:00:00
122;1714;"th    ";01/06/2003 00:00:00
122;1840;"he    ";01/06/2003 00:00:00
122;1967;"zh-cht";01/06/2003 00:00:00
123;1981;"en    ";01/06/2003 00:00:00
123;1982;"ar    ";01/06/2003 00:00:00
123;1983;"fr    ";01/06/2003 00:00:00
123;1984;"th    ";01/06/2003 00:00:00
123;1985;"he    ";01/06/2003 00:00:00
123;1986;"zh-cht";01/06/2003 00:00:00
124;1987;"en    ";01/06/2003 00:00:00
124;1988;"ar    ";01/06/2003 00:00:00
124;1989;"fr    ";01/06/2003 00:00:00
124;1990;"th    ";01/06/2003 00:00:00
124;1991;"he    ";01/06/2003 00:00:00
124;1992;"zh-cht";01/06/2003 00:00:00
125;1993;"en    ";01/06/2003 00:00:00
125;1994;"ar    ";01/06/2003 00:00:00
125;1995;"fr    ";01/06/2003 00:00:00
125;1996;"th    ";01/06/2003 00:00:00
125;1997;"he    ";01/06/2003 00:00:00
125;1998;"zh-cht";01/06/2003 00:00:00
126;1999;"en    ";01/06/2003 00:00:00
126;2000;"ar    ";01/06/2003 00:00:00
126;2001;"fr    ";01/06/2003 00:00:00
126;2002;"th    ";01/06/2003 00:00:00
126;2003;"he    ";01/06/2003 00:00:00
126;2004;"zh-cht";01/06/2003 00:00:00
127;2005;"en    ";01/06/2003 00:00:00
127;2006;"ar    ";01/06/2003 00:00:00
127;2007;"fr    ";01/06/2003 00:00:00
127;2008;"th    ";01/06/2003 00:00:00
127;2009;"he    ";01/06/2003 00:00:00
127;2010;"zh-cht";01/06/2003 00:00:00
