"ContactID";"CreditCardID";"ModifiedDate"
4079;6883;30/05/2002 00:00:00
4080;12700;30/01/2004 00:00:00
4081;5862;12/06/2004 00:00:00
4082;16341;19/05/2004 00:00:00
4083;16177;20/08/2003 00:00:00
4084;11592;14/02/2004 00:00:00
4085;14844;07/09/2003 00:00:00
4086;11178;13/04/2003 00:00:00
4087;15422;28/05/2004 00:00:00
4088;9608;22/06/2004 00:00:00
4089;6835;12/11/2001 00:00:00
4090;1349;14/03/2004 00:00:00
4091;13875;08/08/2003 00:00:00
4092;12999;29/12/2002 00:00:00
4093;1650;15/12/2001 00:00:00
4094;8153;26/03/2002 00:00:00
4095;5612;13/12/2003 00:00:00
4096;2937;01/11/2003 00:00:00
4097;17921;07/06/2004 00:00:00
4098;1181;29/02/2004 00:00:00
4099;18383;04/09/2003 00:00:00
4100;11304;12/01/2004 00:00:00
4101;12308;22/10/2003 00:00:00
4102;7940;08/06/2002 00:00:00
4103;10946;10/09/2003 00:00:00
4104;7359;14/02/2004 00:00:00
4105;11389;10/03/2004 00:00:00
4106;954;31/10/2003 00:00:00
4107;10241;20/06/2002 00:00:00
4108;9275;13/10/2002 00:00:00
4109;317;27/06/2004 00:00:00
4110;14338;08/11/2001 00:00:00
4111;11558;22/08/2003 00:00:00
4112;5776;28/06/2003 00:00:00
4113;1561;09/09/2003 00:00:00
4114;8971;02/11/2001 00:00:00
4115;100;06/05/2004 00:00:00
4116;15524;03/07/2001 00:00:00
4117;507;17/11/2003 00:00:00
4118;18466;09/04/2004 00:00:00
4119;17705;29/02/2004 00:00:00
4120;16875;17/02/2004 00:00:00
4121;3994;12/06/2002 00:00:00
4122;2915;02/08/2003 00:00:00
4123;15772;04/07/2003 00:00:00
4124;6698;16/10/2003 00:00:00
4125;11412;29/05/2004 00:00:00
4126;17110;17/07/2001 00:00:00
4127;12438;24/08/2003 00:00:00
4128;13252;27/08/2003 00:00:00
4129;19132;16/04/2004 00:00:00
4130;1383;22/01/2004 00:00:00
4131;11989;04/05/2004 00:00:00
4132;12141;21/10/2002 00:00:00
4133;13236;17/09/2003 00:00:00
4134;18494;16/09/2003 00:00:00
4135;15781;08/11/2003 00:00:00
4136;7760;04/09/2003 00:00:00
4137;17291;31/01/2003 00:00:00
4138;17608;03/09/2003 00:00:00
4139;9318;27/04/2002 00:00:00
4140;6179;19/12/2001 00:00:00
4141;8544;06/12/2003 00:00:00
4142;1592;23/03/2002 00:00:00
4143;14333;16/05/2002 00:00:00
4144;10363;16/09/2003 00:00:00
4145;18305;09/05/2004 00:00:00
4146;7171;08/08/2003 00:00:00
4147;17564;21/02/2003 00:00:00
4148;12136;29/04/2004 00:00:00
4149;15976;14/06/2004 00:00:00
4150;5106;13/05/2004 00:00:00
4151;16295;29/04/2004 00:00:00
4152;645;02/12/2002 00:00:00
4153;13079;12/04/2003 00:00:00
4154;10854;28/01/2004 00:00:00
4155;1;30/08/2003 00:00:00
4156;6948;02/09/2002 00:00:00
4157;803;08/04/2003 00:00:00
4158;18902;27/08/2003 00:00:00
4159;17116;07/02/2004 00:00:00
4160;1077;06/05/2004 00:00:00
4161;17405;30/10/2003 00:00:00
4162;12360;02/06/2003 00:00:00
4163;16016;24/04/2004 00:00:00
4164;10686;06/05/2004 00:00:00
4165;295;23/03/2004 00:00:00
4166;3976;22/08/2001 00:00:00
4167;6990;04/09/2003 00:00:00
4168;6915;30/11/2003 00:00:00
4169;17883;18/11/2002 00:00:00
4170;4519;06/06/2004 00:00:00
4171;1919;27/03/2004 00:00:00
4172;10233;30/10/2003 00:00:00
4173;17581;26/12/2001 00:00:00
4174;12883;05/03/2002 00:00:00
4175;3027;29/02/2004 00:00:00
4176;14156;28/03/2004 00:00:00
4177;16879;19/03/2004 00:00:00
4178;6299;21/03/2002 00:00:00
4179;2128;07/06/2003 00:00:00
4180;11917;17/06/2004 00:00:00
4181;12443;01/05/2002 00:00:00
4182;17356;22/05/2002 00:00:00
4183;3688;27/02/2004 00:00:00
4184;14302;09/07/2001 00:00:00
4185;3184;17/05/2004 00:00:00
4186;6801;23/12/2002 00:00:00
4187;3424;03/12/2001 00:00:00
4188;10587;08/06/2004 00:00:00
4189;10084;20/11/2003 00:00:00
4190;1878;25/10/2003 00:00:00
4191;6849;05/03/2003 00:00:00
4192;8353;02/01/2004 00:00:00
4193;977;19/01/2002 00:00:00
4194;4766;07/11/2003 00:00:00
4195;18065;15/12/2001 00:00:00
4196;14235;24/09/2003 00:00:00
4197;14061;30/08/2003 00:00:00
4198;13305;13/02/2004 00:00:00
4199;5989;08/01/2002 00:00:00
4200;5171;03/12/2003 00:00:00
4201;5835;02/06/2003 00:00:00
4202;180;01/07/2002 00:00:00
4203;6872;08/02/2002 00:00:00
4204;3354;04/12/2003 00:00:00
4205;7465;24/02/2004 00:00:00
4206;15800;30/01/2004 00:00:00
4207;14615;07/02/2004 00:00:00
4208;14242;04/12/2003 00:00:00
4209;4125;21/02/2004 00:00:00
4210;6980;04/08/2003 00:00:00
4211;5309;05/08/2003 00:00:00
4212;13329;09/11/2002 00:00:00
4213;18183;23/05/2004 00:00:00
4214;9081;03/04/2003 00:00:00
4215;5498;08/09/2003 00:00:00
4216;12241;01/08/2003 00:00:00
4217;2874;01/12/2003 00:00:00
4218;15030;10/10/2003 00:00:00
4219;17695;31/08/2002 00:00:00
4220;4298;05/11/2001 00:00:00
4221;1890;06/08/2001 00:00:00
4222;18652;06/07/2003 00:00:00
4223;6389;28/06/2004 00:00:00
4224;10294;28/11/2003 00:00:00
4225;10169;11/06/2004 00:00:00
4226;10763;25/06/2003 00:00:00
4227;11213;07/04/2003 00:00:00
4228;7363;13/06/2004 00:00:00
4229;251;20/02/2002 00:00:00
4230;4440;01/04/2004 00:00:00
4231;16744;22/10/2002 00:00:00
4232;1860;14/10/2001 00:00:00
4233;14648;05/12/2003 00:00:00
4234;7912;01/01/2004 00:00:00
4235;13497;01/10/2001 00:00:00
4236;16840;21/06/2004 00:00:00
4237;9276;08/02/2004 00:00:00
4238;7313;07/10/2003 00:00:00
4239;6029;26/07/2004 00:00:00
4240;7860;19/08/2003 00:00:00
4241;6668;16/12/2003 00:00:00
4242;3941;20/06/2002 00:00:00
4243;7785;17/04/2004 00:00:00
4244;5756;29/12/2002 00:00:00
4245;9151;08/03/2003 00:00:00
4246;1240;15/09/2003 00:00:00
4247;2458;26/06/2004 00:00:00
4248;2806;28/10/2001 00:00:00
4249;8840;29/01/2004 00:00:00
4250;12890;29/10/2001 00:00:00
4251;1764;06/07/2002 00:00:00
4252;7073;05/10/2003 00:00:00
4253;18872;03/12/2002 00:00:00
4254;4170;20/01/2004 00:00:00
4255;9593;15/11/2003 00:00:00
4256;11;04/06/2004 00:00:00
4257;5400;25/02/2004 00:00:00
4258;14207;07/09/2003 00:00:00
4259;4078;26/01/2003 00:00:00
4260;372;11/03/2004 00:00:00
4261;1293;18/09/2003 00:00:00
4262;6300;24/12/2001 00:00:00
4263;8664;11/01/2002 00:00:00
4264;1204;09/06/2004 00:00:00
4265;11513;11/01/2004 00:00:00
4266;7656;26/09/2003 00:00:00
4267;12902;11/07/2002 00:00:00
4268;5455;20/06/2004 00:00:00
4269;10075;23/09/2003 00:00:00
4270;3696;22/07/2001 00:00:00
4271;6135;03/02/2004 00:00:00
4272;5364;19/02/2002 00:00:00
4273;2849;20/02/2004 00:00:00
4274;1704;19/09/2001 00:00:00
4275;2557;26/06/2004 00:00:00
4276;10837;04/02/2004 00:00:00
4277;13167;19/06/2004 00:00:00
4278;14305;15/06/2004 00:00:00
4279;18463;07/08/2003 00:00:00
4280;1746;29/11/2002 00:00:00
4281;17434;30/11/2003 00:00:00
4282;14509;05/04/2004 00:00:00
4283;5277;04/02/2004 00:00:00
4284;14053;15/07/2003 00:00:00
4285;5145;30/07/2002 00:00:00
4286;16929;08/10/2003 00:00:00
4287;17989;26/09/2003 00:00:00
4288;9821;09/03/2004 00:00:00
4289;8662;26/03/2004 00:00:00
4290;11577;30/11/2003 00:00:00
4291;5197;14/12/2001 00:00:00
4292;11514;18/01/2004 00:00:00
4293;17983;09/01/2003 00:00:00
4294;7026;06/05/2003 00:00:00
4295;17640;12/10/2003 00:00:00
4296;15426;11/03/2004 00:00:00
4297;3694;03/11/2003 00:00:00
4298;8731;18/06/2004 00:00:00
4299;14657;23/02/2004 00:00:00
4300;17064;13/09/2003 00:00:00
4301;18512;12/05/2004 00:00:00
4302;18508;10/01/2004 00:00:00
4303;11699;06/06/2004 00:00:00
4304;7827;01/10/2003 00:00:00
4305;16013;13/02/2004 00:00:00
4306;10577;05/08/2003 00:00:00
4307;16144;21/11/2003 00:00:00
4308;18142;19/08/2003 00:00:00
4309;3037;27/06/2004 00:00:00
4310;846;08/01/2003 00:00:00
4311;10691;15/10/2003 00:00:00
4312;6428;20/07/2003 00:00:00
4313;4635;19/10/2003 00:00:00
4314;6854;12/10/2001 00:00:00
4315;12445;01/12/2002 00:00:00
4316;19233;03/12/2003 00:00:00
4317;19090;15/07/2004 00:00:00
4318;4666;02/08/2003 00:00:00
4319;17360;17/04/2003 00:00:00
4320;9148;28/03/2004 00:00:00
4321;7504;06/06/2004 00:00:00
4322;9708;13/12/2001 00:00:00
4323;11715;17/06/2004 00:00:00
4324;2373;20/12/2003 00:00:00
4325;11002;23/06/2004 00:00:00
4326;15267;25/04/2003 00:00:00
4327;16186;22/08/2003 00:00:00
4328;6839;29/01/2003 00:00:00
4329;10599;31/01/2003 00:00:00
4330;14457;10/06/2004 00:00:00
4331;17179;04/12/2003 00:00:00
4332;10087;16/08/2003 00:00:00
4333;19129;18/02/2003 00:00:00
4334;3869;22/10/2003 00:00:00
4335;2448;14/03/2004 00:00:00
4336;12079;19/09/2003 00:00:00
4337;7786;25/10/2003 00:00:00
4338;4034;19/03/2003 00:00:00
4339;15654;05/02/2002 00:00:00
4340;4064;28/09/2003 00:00:00
4341;15108;16/02/2004 00:00:00
4342;13380;14/01/2004 00:00:00
4343;6807;10/03/2004 00:00:00
4344;9016;20/05/2004 00:00:00
4345;9534;23/10/2003 00:00:00
4346;10530;08/04/2004 00:00:00
4347;12261;06/02/2002 00:00:00
4348;17856;16/08/2003 00:00:00
4349;18545;17/04/2004 00:00:00
4350;18123;01/03/2004 00:00:00
4351;6357;19/08/2003 00:00:00
4352;17522;18/05/2004 00:00:00
4353;4839;07/12/2002 00:00:00
4354;8714;12/07/2003 00:00:00
4355;16907;10/12/2002 00:00:00
4356;18089;01/04/2004 00:00:00
4357;15474;30/08/2002 00:00:00
4358;125;01/06/2004 00:00:00
4359;6840;21/03/2004 00:00:00
4360;12035;10/05/2004 00:00:00
4361;5436;13/02/2004 00:00:00
4362;1032;29/08/2001 00:00:00
4363;8446;09/08/2003 00:00:00
4364;6682;23/04/2004 00:00:00
4365;6202;13/08/2003 00:00:00
4366;611;30/05/2004 00:00:00
4367;15893;18/07/2004 00:00:00
4368;14917;25/11/2003 00:00:00
4369;11753;28/06/2004 00:00:00
4370;18847;04/12/2003 00:00:00
4371;1945;01/09/2003 00:00:00
4372;12272;03/10/2003 00:00:00
4373;17278;18/01/2004 00:00:00
4374;10152;24/01/2004 00:00:00
4375;15660;21/11/2003 00:00:00
4376;7549;22/06/2004 00:00:00
4377;18366;20/05/2004 00:00:00
4378;15704;18/05/2004 00:00:00
4379;7883;16/08/2003 00:00:00
4380;7373;11/10/2002 00:00:00
4381;17539;08/02/2004 00:00:00
4382;13863;25/01/2002 00:00:00
4383;11236;17/04/2003 00:00:00
4384;5468;07/05/2004 00:00:00
4385;3116;20/01/2004 00:00:00
4386;252;16/01/2004 00:00:00
4387;15028;08/12/2003 00:00:00
4388;18940;13/09/2003 00:00:00
4389;13542;31/10/2003 00:00:00
4390;3679;16/03/2003 00:00:00
4391;15549;21/12/2003 00:00:00
4392;14361;11/09/2003 00:00:00
4393;4463;01/02/2004 00:00:00
4394;6429;29/02/2004 00:00:00
4395;7425;19/12/2003 00:00:00
4396;15131;08/06/2004 00:00:00
4397;11151;24/03/2004 00:00:00
4398;4986;23/02/2004 00:00:00
4399;10910;24/11/2003 00:00:00
4400;17708;19/04/2004 00:00:00
4401;7489;18/06/2004 00:00:00
4402;8630;31/08/2003 00:00:00
4403;16140;19/06/2004 00:00:00
4404;15678;12/02/2004 00:00:00
4405;7441;13/10/2002 00:00:00
4406;11649;12/06/2004 00:00:00
4407;1279;22/02/2004 00:00:00
4408;9057;09/11/2003 00:00:00
4409;9808;03/03/2004 00:00:00
4410;2807;05/05/2004 00:00:00
4411;17944;21/06/2004 00:00:00
4412;10966;14/12/2002 00:00:00
4413;6404;02/02/2002 00:00:00
4414;9577;13/01/2003 00:00:00
4415;15182;02/02/2004 00:00:00
4416;9614;17/03/2004 00:00:00
4417;16122;14/02/2003 00:00:00
4418;13691;04/05/2004 00:00:00
4419;18839;10/07/2004 00:00:00
4420;2691;18/04/2004 00:00:00
4421;15086;26/01/2004 00:00:00
4422;11418;19/04/2004 00:00:00
4423;16453;08/06/2004 00:00:00
4424;8180;29/12/2001 00:00:00
4425;7298;12/10/2003 00:00:00
4426;12994;14/01/2004 00:00:00
4427;10371;16/10/2003 00:00:00
4428;6294;21/09/2002 00:00:00
4429;13213;25/10/2003 00:00:00
4430;2047;12/03/2003 00:00:00
4431;6498;08/10/2001 00:00:00
4432;10105;28/01/2004 00:00:00
4433;1512;08/11/2003 00:00:00
4434;16436;27/11/2003 00:00:00
4435;17552;28/03/2004 00:00:00
4436;10227;24/05/2003 00:00:00
4437;12745;03/03/2003 00:00:00
4438;17601;28/12/2001 00:00:00
4439;17720;04/02/2003 00:00:00
4440;3268;01/06/2004 00:00:00
4441;15573;25/08/2003 00:00:00
4442;10982;04/12/2003 00:00:00
4443;6424;17/10/2003 00:00:00
4444;15467;31/08/2001 00:00:00
4445;18358;26/06/2004 00:00:00
4446;10340;16/05/2004 00:00:00
4447;9158;07/01/2004 00:00:00
4448;240;23/12/2003 00:00:00
4449;2326;26/10/2002 00:00:00
4450;15938;26/03/2004 00:00:00
4451;17946;19/06/2004 00:00:00
4452;7409;11/04/2004 00:00:00
4453;9223;23/10/2003 00:00:00
4454;6228;27/05/2004 00:00:00
4455;9801;09/02/2004 00:00:00
4456;16292;07/02/2004 00:00:00
4457;8365;25/06/2004 00:00:00
4458;1380;19/07/2003 00:00:00
4459;6514;15/02/2004 00:00:00
4460;13792;10/11/2003 00:00:00
4461;9304;21/11/2002 00:00:00
4462;9461;25/07/2003 00:00:00
4463;879;25/08/2003 00:00:00
4464;384;26/02/2004 00:00:00
4465;3202;25/06/2003 00:00:00
4466;5558;22/04/2004 00:00:00
4467;1411;18/08/2003 00:00:00
4468;1140;22/02/2003 00:00:00
4469;13634;22/10/2003 00:00:00
4470;7666;07/12/2002 00:00:00
4471;17534;17/02/2004 00:00:00
4472;17372;11/02/2004 00:00:00
4473;13373;04/08/2002 00:00:00
4474;1644;09/07/2004 00:00:00
4475;12692;13/09/2003 00:00:00
4476;12294;06/02/2004 00:00:00
4477;6906;02/06/2004 00:00:00
4478;10876;27/10/2003 00:00:00
4479;11423;11/06/2003 00:00:00
4480;18671;14/12/2003 00:00:00
4481;4874;14/01/2003 00:00:00
4482;9218;22/09/2003 00:00:00
4483;4882;08/05/2002 00:00:00
4484;7771;15/04/2004 00:00:00
4485;19096;28/03/2003 00:00:00
4486;13859;30/10/2001 00:00:00
4487;12990;08/05/2004 00:00:00
4488;5596;08/12/2003 00:00:00
4489;13856;02/03/2004 00:00:00
4490;14804;11/04/2004 00:00:00
4491;13609;07/11/2001 00:00:00
4492;13956;27/03/2004 00:00:00
4493;5797;20/05/2004 00:00:00
4494;15026;26/05/2002 00:00:00
4495;3483;04/12/2001 00:00:00
4496;13912;24/02/2002 00:00:00
4497;162;01/05/2004 00:00:00
4498;12987;23/04/2003 00:00:00
4499;12266;30/03/2004 00:00:00
4500;379;01/05/2004 00:00:00
4501;12414;16/08/2003 00:00:00
4502;8061;21/11/2003 00:00:00
4503;9601;01/10/2003 00:00:00
4504;4050;06/09/2001 00:00:00
4505;2377;14/06/2004 00:00:00
4506;11811;30/07/2003 00:00:00
4507;8307;05/05/2002 00:00:00
4508;14582;31/05/2004 00:00:00
4509;11516;28/11/2003 00:00:00
4510;15940;14/07/2003 00:00:00
4511;5853;17/05/2004 00:00:00
4512;5484;19/03/2004 00:00:00
4513;14567;02/01/2004 00:00:00
4514;17170;01/01/2003 00:00:00
4515;13;01/04/2004 00:00:00
4516;18010;03/05/2004 00:00:00
4517;15379;22/04/2004 00:00:00
4518;18760;03/05/2003 00:00:00
4519;4777;15/09/2003 00:00:00
4520;10368;17/09/2003 00:00:00
4521;18169;24/10/2003 00:00:00
4522;17300;16/09/2003 00:00:00
4523;829;12/08/2003 00:00:00
4524;12664;13/02/2004 00:00:00
4525;5504;24/06/2003 00:00:00
4526;3407;18/11/2001 00:00:00
4527;8312;24/05/2004 00:00:00
4528;10242;23/06/2003 00:00:00
4529;2216;07/03/2004 00:00:00
4530;3881;12/08/2002 00:00:00
4531;10523;07/06/2004 00:00:00
4532;19115;31/08/2003 00:00:00
4533;9385;07/11/2002 00:00:00
4534;1825;03/09/2001 00:00:00
4535;5599;15/03/2004 00:00:00
4536;8289;20/02/2004 00:00:00
4537;9313;01/10/2003 00:00:00
4538;17811;17/04/2004 00:00:00
4539;10604;21/08/2002 00:00:00
4540;9619;07/08/2003 00:00:00
4541;17448;06/10/2003 00:00:00
4542;1089;20/06/2004 00:00:00
4543;11597;05/06/2004 00:00:00
4544;17741;28/03/2003 00:00:00
4545;18818;24/04/2004 00:00:00
4546;705;07/01/2004 00:00:00
4547;3494;17/05/2004 00:00:00
4548;14581;21/10/2003 00:00:00
4549;10106;04/05/2002 00:00:00
4550;5240;18/05/2004 00:00:00
4551;18928;28/05/2004 00:00:00
4552;14016;01/12/2003 00:00:00
4553;13715;10/12/2001 00:00:00
4554;17855;13/04/2003 00:00:00
4555;270;02/09/2002 00:00:00
4556;6873;26/06/2004 00:00:00
4557;14321;15/05/2004 00:00:00
4558;18177;18/06/2003 00:00:00
4559;2861;22/11/2003 00:00:00
4560;4450;20/03/2003 00:00:00
4561;18414;08/10/2002 00:00:00
4562;1396;08/06/2004 00:00:00
4563;4872;24/06/2004 00:00:00
4564;8506;23/09/2002 00:00:00
4565;17093;16/07/2001 00:00:00
4566;13967;12/04/2004 00:00:00
4567;1920;07/10/2003 00:00:00
4568;8218;06/04/2003 00:00:00
4569;14446;03/08/2001 00:00:00
4570;5965;01/11/2003 00:00:00
4571;9327;13/06/2004 00:00:00
4572;2521;22/10/2002 00:00:00
4573;10129;03/03/2002 00:00:00
4574;18658;20/12/2001 00:00:00
4575;3794;07/01/2004 00:00:00
4576;5595;22/09/2003 00:00:00
4577;8021;29/10/2001 00:00:00
4578;6392;01/12/2003 00:00:00
4579;6520;29/04/2003 00:00:00
4580;17250;20/04/2004 00:00:00
4581;7566;14/03/2003 00:00:00
4582;9228;31/05/2004 00:00:00
4583;13195;25/02/2004 00:00:00
4584;5921;25/05/2002 00:00:00
4585;6936;14/08/2002 00:00:00
4586;4730;10/06/2004 00:00:00
4587;241;17/07/2004 00:00:00
4588;3387;10/11/2002 00:00:00
4589;3743;27/03/2004 00:00:00
4590;9008;17/04/2003 00:00:00
4591;1325;19/11/2003 00:00:00
4592;4447;16/11/2003 00:00:00
4593;18264;30/05/2004 00:00:00
4594;13593;15/06/2003 00:00:00
4595;17908;13/10/2003 00:00:00
4596;11752;25/01/2004 00:00:00
4597;1230;20/03/2004 00:00:00
4598;1538;25/08/2003 00:00:00
4599;3782;04/10/2001 00:00:00
4600;10501;08/04/2003 00:00:00
4601;15627;04/04/2004 00:00:00
4602;7323;10/07/2002 00:00:00
4603;10225;21/07/2002 00:00:00
4604;2407;07/12/2003 00:00:00
4605;7990;03/10/2002 00:00:00
4606;7863;17/02/2004 00:00:00
4607;982;30/04/2004 00:00:00
4608;5385;08/07/2003 00:00:00
4609;6169;11/08/2003 00:00:00
4610;15877;02/08/2003 00:00:00
4611;12728;04/04/2004 00:00:00
4612;17498;06/10/2003 00:00:00
4613;13725;29/04/2004 00:00:00
4614;7866;26/06/2004 00:00:00
4615;11676;08/03/2003 00:00:00
4616;9003;08/02/2003 00:00:00
4617;9569;26/12/2002 00:00:00
4618;10814;12/02/2004 00:00:00
4619;10643;18/04/2004 00:00:00
4620;11680;24/12/2003 00:00:00
4621;1404;05/06/2004 00:00:00
4622;14738;30/05/2004 00:00:00
4623;7981;10/08/2003 00:00:00
4624;4379;19/01/2004 00:00:00
4625;6004;03/08/2003 00:00:00
4626;7239;18/06/2004 00:00:00
4627;12138;02/02/2004 00:00:00
4628;15097;04/09/2003 00:00:00
4629;18558;16/12/2002 00:00:00
4630;13212;12/01/2004 00:00:00
4631;17653;09/03/2003 00:00:00
4632;11312;13/11/2001 00:00:00
4633;12965;20/08/2003 00:00:00
4634;1247;16/11/2003 00:00:00
4635;7277;25/10/2003 00:00:00
4636;17141;05/02/2004 00:00:00
4637;3087;11/04/2003 00:00:00
4638;20;18/01/2004 00:00:00
4639;15337;27/10/2003 00:00:00
4640;11979;04/04/2004 00:00:00
4641;10707;06/11/2003 00:00:00
4642;1397;11/12/2003 00:00:00
4643;6816;25/04/2004 00:00:00
4644;14387;22/10/2003 00:00:00
4645;3621;27/01/2004 00:00:00
4646;10445;05/08/2003 00:00:00
4647;9127;19/11/2003 00:00:00
4648;10426;12/04/2004 00:00:00
4649;356;29/07/2003 00:00:00
4650;11617;30/06/2004 00:00:00
4651;8515;20/11/2001 00:00:00
4652;7090;01/08/2003 00:00:00
4653;13105;03/12/2003 00:00:00
4654;8810;18/07/2001 00:00:00
4655;8894;22/08/2003 00:00:00
4656;18451;15/12/2002 00:00:00
4657;14575;12/07/2003 00:00:00
4658;10828;19/08/2003 00:00:00
4659;6074;21/11/2003 00:00:00
4660;17599;17/08/2003 00:00:00
4661;17826;28/11/2003 00:00:00
4662;3371;31/07/2002 00:00:00
4663;15008;24/08/2003 00:00:00
4664;16445;14/11/2003 00:00:00
4665;18924;06/12/2002 00:00:00
4666;11394;31/08/2003 00:00:00
4667;10632;09/06/2004 00:00:00
4668;9775;28/02/2002 00:00:00
4669;1097;09/08/2003 00:00:00
4670;8062;14/08/2003 00:00:00
4671;4294;24/10/2003 00:00:00
4672;11774;15/03/2004 00:00:00
4673;3291;03/02/2003 00:00:00
4674;15355;12/08/2003 00:00:00
4675;10466;26/02/2003 00:00:00
4676;16598;07/07/2002 00:00:00
4677;4157;16/07/2004 00:00:00
4678;18242;17/04/2004 00:00:00
4679;8750;15/04/2003 00:00:00
4680;562;13/03/2004 00:00:00
4681;2575;21/06/2004 00:00:00
4682;229;30/07/2004 00:00:00
4683;18162;19/09/2003 00:00:00
4684;16333;13/04/2004 00:00:00
4685;8788;31/03/2003 00:00:00
4686;6568;20/01/2003 00:00:00
4687;6611;05/07/2004 00:00:00
4688;11904;07/06/2004 00:00:00
4689;2426;21/09/2003 00:00:00
4690;3954;16/02/2004 00:00:00
4691;3241;11/10/2003 00:00:00
4692;5519;21/12/2003 00:00:00
4693;2945;15/08/2003 00:00:00
4694;1951;24/12/2003 00:00:00
4695;10083;17/01/2003 00:00:00
4696;3534;12/11/2001 00:00:00
4697;15017;06/12/2003 00:00:00
4698;15819;01/03/2004 00:00:00
4699;7281;29/07/2002 00:00:00
4700;17558;28/06/2004 00:00:00
4701;3091;08/11/2003 00:00:00
4702;9812;08/01/2004 00:00:00
4703;13994;18/06/2004 00:00:00
4704;7825;26/10/2003 00:00:00
4705;2218;29/04/2002 00:00:00
4706;7112;12/04/2002 00:00:00
4707;2567;26/01/2004 00:00:00
4708;10000;15/06/2004 00:00:00
4709;18532;13/06/2004 00:00:00
4710;5910;18/11/2001 00:00:00
4711;461;27/12/2003 00:00:00
4712;19217;01/01/2004 00:00:00
4713;2133;14/06/2004 00:00:00
4714;4059;02/12/2001 00:00:00
4715;12767;29/03/2003 00:00:00
4716;17818;21/10/2003 00:00:00
4717;288;17/01/2004 00:00:00
4718;18324;08/05/2002 00:00:00
4719;18878;14/01/2004 00:00:00
4720;2036;22/12/2002 00:00:00
4721;2942;13/05/2002 00:00:00
4722;14050;09/05/2004 00:00:00
4723;16567;04/05/2003 00:00:00
4724;13142;10/08/2003 00:00:00
4725;16138;21/02/2003 00:00:00
4726;6918;19/07/2001 00:00:00
4727;13005;08/05/2004 00:00:00
4728;8260;31/01/2004 00:00:00
4729;2786;14/06/2004 00:00:00
4730;2920;06/05/2004 00:00:00
4731;17251;05/12/2003 00:00:00
4732;17306;03/03/2002 00:00:00
4733;1911;06/03/2004 00:00:00
4734;14005;01/12/2003 00:00:00
4735;13309;08/04/2004 00:00:00
4736;18152;01/10/2003 00:00:00
4737;18478;18/02/2004 00:00:00
4738;14405;23/02/2004 00:00:00
4739;15491;23/08/2003 00:00:00
4740;6551;06/10/2003 00:00:00
4741;15567;14/09/2003 00:00:00
4742;12543;12/02/2004 00:00:00
4743;14347;28/04/2004 00:00:00
4744;8830;15/05/2003 00:00:00
4745;11338;30/06/2004 00:00:00
4746;6507;20/04/2003 00:00:00
4747;6058;30/09/2003 00:00:00
4748;4219;05/07/2002 00:00:00
4749;3947;14/03/2004 00:00:00
4750;1955;23/09/2003 00:00:00
4751;12146;09/10/2003 00:00:00
4752;16895;12/01/2003 00:00:00
4753;14543;03/08/2003 00:00:00
4754;16682;12/07/2003 00:00:00
4755;10173;14/03/2004 00:00:00
4756;821;30/09/2003 00:00:00
4757;9063;28/12/2003 00:00:00
4758;11841;31/08/2001 00:00:00
4759;137;01/06/2003 00:00:00
4760;13083;08/01/2004 00:00:00
4761;13255;27/06/2004 00:00:00
4762;10625;16/06/2004 00:00:00
4763;2556;28/05/2004 00:00:00
4764;11739;24/09/2003 00:00:00
4765;7572;07/12/2003 00:00:00
4766;15057;06/11/2003 00:00:00
4767;18067;07/02/2003 00:00:00
4768;18297;17/12/2003 00:00:00
4769;16003;19/08/2003 00:00:00
4770;1802;30/11/2003 00:00:00
4771;1999;18/05/2004 00:00:00
4772;17508;11/06/2003 00:00:00
4773;14533;20/08/2002 00:00:00
4774;17665;28/02/2004 00:00:00
4775;6206;17/08/2003 00:00:00
4776;57;24/01/2004 00:00:00
4777;6397;09/06/2003 00:00:00
4778;9527;17/05/2004 00:00:00
4779;13410;16/03/2002 00:00:00
4780;11381;31/03/2003 00:00:00
4781;18719;20/11/2003 00:00:00
4782;12953;14/06/2004 00:00:00
4783;2502;17/08/2003 00:00:00
4784;3342;24/12/2002 00:00:00
4785;10328;03/05/2004 00:00:00
4786;4192;07/02/2004 00:00:00
4787;1470;17/10/2003 00:00:00
4788;10151;12/02/2003 00:00:00
4789;15583;20/06/2002 00:00:00
4790;4867;27/09/2003 00:00:00
4791;1069;01/12/2003 00:00:00
4792;2544;17/05/2004 00:00:00
4793;13826;08/12/2003 00:00:00
4794;1548;22/11/2003 00:00:00
4795;7819;09/08/2003 00:00:00
4796;403;09/10/2002 00:00:00
4797;4883;05/02/2004 00:00:00
4798;9272;11/04/2004 00:00:00
4799;14035;23/02/2004 00:00:00
4800;9589;27/06/2003 00:00:00
4801;3645;22/05/2003 00:00:00
4802;9340;22/12/2003 00:00:00
4803;16279;13/05/2002 00:00:00
4804;7474;16/06/2004 00:00:00
4805;303;05/10/2003 00:00:00
4806;14083;29/12/2003 00:00:00
4807;815;12/11/2003 00:00:00
4808;2222;08/06/2004 00:00:00
4809;2722;13/04/2002 00:00:00
4810;13036;20/06/2004 00:00:00
4811;3366;05/08/2003 00:00:00
4812;11775;03/11/2003 00:00:00
4813;18684;10/12/2003 00:00:00
4814;5082;19/06/2004 00:00:00
4815;10678;25/05/2004 00:00:00
