"ProductID";"Name";"ProductNumber";"MakeFlag";"FinishedGoodsFlag";"Color";"SafetyStockLevel";"ReorderPoint";"StandardCost";"ListPrice";"Size";"SizeUnitMeasureCode";"WeightUnitMeasureCode";"Weight";"DaysToManufacture";"ProductLine";"Class";"Style";"ProductSubcategoryID";"ProductModelID";"SellStartDate";"SellEndDate";"DiscontinuedDate";"rowguid";"ModifiedDate"
439;"Lock Nut 6";"LN-1032";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x38BBCC9883466E48BBFECBBE4EA63C03;11/03/2004 10:01:36
440;"Lock Nut 16";"LN-1213";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xF888FDBBC528EE44B62552E882393DFC;11/03/2004 10:01:36
441;"Lock Nut 17";"LN-1220";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xA84BDC9252A0DF4583EC226F050F876B;11/03/2004 10:01:36
442;"Lock Nut 7";"LN-1224";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x25D883D507C72945B6F2ABFFA21B81EC;11/03/2004 10:01:36
443;"Lock Nut 8";"LN-1420";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xC23D1CE99BC9014D81085DDE3C87830A;11/03/2004 10:01:36
444;"Lock Nut 9";"LN-1428";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x204A5306004C24488BBAB4E3A5724D93;11/03/2004 10:01:36
445;"Lock Nut 22";"LN-3410";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xECA44F1E7E368D4D88B46CD34D1CFB89;11/03/2004 10:01:36
446;"Lock Nut 23";"LN-3416";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xC814A8AFC88EDB499FEEA291197A8FE9;11/03/2004 10:01:36
447;"Lock Nut 12";"LN-3816";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x851F759A307162459F22DB9CAB6E5BBC;11/03/2004 10:01:36
448;"Lock Nut 13";"LN-3824";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x4783BE06C145404CAFCB6AB34AD135FB;11/03/2004 10:01:36
449;"Lock Nut 1";"LN-4400";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x0497C21DE0E0F54EB5814A524730C448;11/03/2004 10:01:36
450;"Lock Nut 10";"LN-5161";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xC7262C6118605040B6288B2D2E6841FA;11/03/2004 10:01:36
451;"Lock Nut 11";"LN-5162";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x5845CC5B166CF14892F0FD2EEFB17306;11/03/2004 10:01:36
452;"Lock Nut 2";"LN-5400";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x7D14AD536DC18C4AB086625A31405574;11/03/2004 10:01:36
453;"Lock Nut 20";"LN-5811";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x0E034927B749244B8D47FBCF194ABA38;11/03/2004 10:01:36
454;"Lock Nut 21";"LN-5818";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x347B0AE1F587CD4288B327A3D8E16B18;11/03/2004 10:01:36
455;"Lock Nut 3";"LN-6320";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xEB7150AA4521084D9D33B9D2BA9E1493;11/03/2004 10:01:36
456;"Lock Nut 14";"LN-7161";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x3DB0961E07DC984ABC24BF5B24C393E5;11/03/2004 10:01:36
457;"Lock Nut 15";"LN-7162";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x2BDE04CECA4E0342A108B7D92FF0E96E;11/03/2004 10:01:36
458;"Lock Nut 4";"LN-8320";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x8993BD41228B354A9A2C233D39ADA7EA;11/03/2004 10:01:36
459;"Lock Nut 19";"LN-9080";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x4B508659A022744EA137C7CF99A8216F;11/03/2004 10:01:36
460;"Lock Nut 18";"LN-9161";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x3F9620A4FD92D44C85316926E4162C41;11/03/2004 10:01:36
461;"Lock Ring";"LR-2398";false;false;"Silver";1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xDA59CAAE1CB67649831697E14CD4EFF1;11/03/2004 10:01:36
462;"Lower Head Race";"LR-8520";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xBF62B9DB03069540959B5BA9C74FBD32;11/03/2004 10:01:36
463;"Lock Washer 4";"LW-1000";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xC53BEEA3C573F345A9529991D038DD9C;11/03/2004 10:01:36
464;"Lock Washer 5";"LW-1200";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x8DD0AEECF52C814DA4ED8369E25AF227;11/03/2004 10:01:36
465;"Lock Washer 10";"LW-1201";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xAB2B21A258AFA541A659A6141C8967CA;11/03/2004 10:01:36
466;"Lock Washer 6";"LW-1400";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xE1F2929037366946856555404A55750E;11/03/2004 10:01:36
467;"Lock Washer 13";"LW-3400";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x4A1FB33C1CC68C40BE1E48BEE412E511;11/03/2004 10:01:36
468;"Lock Washer 8";"LW-3800";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xE6260D90A0217D42B43C173F6DCB2045;11/03/2004 10:01:36
469;"Lock Washer 1";"LW-4000";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x37EA0254DF29FF479FC7867D60594C48;11/03/2004 10:01:36
470;"Lock Washer 7";"LW-5160";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x557235996BE68C45AB2E6F68EF5452D2;11/03/2004 10:01:36
471;"Lock Washer 12";"LW-5800";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x8ED5C97B623E1F488343BEB0883B3ECF;11/03/2004 10:01:36
472;"Lock Washer 2";"LW-6000";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x2414205F6A9E8D4F9C2C30777E27D64F;11/03/2004 10:01:36
473;"Lock Washer 9";"LW-7160";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xB26F42F9681E4E46BF32615026E0249E;11/03/2004 10:01:36
474;"Lock Washer 3";"LW-8000";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x7F7B00ACB7732346815002444C5EC023;11/03/2004 10:01:36
475;"Lock Washer 11";"LW-9160";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x48849D6327B4B1479E5B0E5090A27632;11/03/2004 10:01:36
476;"Metal Angle";"MA-7075";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x39E276E8C27EC845BA4BB9CEACB379A6;11/03/2004 10:01:36
477;"Metal Bar 1";"MB-2024";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xCE29548B7678B3449332BAF78A238B36;11/03/2004 10:01:36
478;"Metal Bar 2";"MB-6061";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x0EF6142A2738BA49AF13466DBC30C5BA;11/03/2004 10:01:36
479;"Metal Plate 2";"MP-2066";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xC9A273077FF49E42814A25B2E08C128A;11/03/2004 10:01:36
480;"Metal Plate 1";"MP-2503";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xBE892324E0DDA14285D9F99FDC981336;11/03/2004 10:01:36
481;"Metal Plate 3";"MP-4960";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xE5907E8B85775E45BC7CE962F18C6848;11/03/2004 10:01:36
482;"Metal Sheet 2";"MS-0253";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xFB6DB98BAA2377489C5E866BB18FACC7;11/03/2004 10:01:36
483;"Metal Sheet 3";"MS-1256";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x0DE074905B000E459C926667782E8108;11/03/2004 10:01:36
484;"Metal Sheet 7";"MS-1981";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x859853A9EE0CA04A90728DB1D34A16DB;11/03/2004 10:01:36
485;"Metal Sheet 4";"MS-2259";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x7DCFB33C8EABA344B7E973149F5EC29F;11/03/2004 10:01:36
486;"Metal Sheet 5";"MS-2341";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x5D552C2A8D329942BD83591D0762DF62;11/03/2004 10:01:36
487;"Metal Sheet 6";"MS-2348";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x11408464C3A18F4F9CAA9C8D214ECC12;11/03/2004 10:01:36
488;"Metal Sheet 1";"MS-6061";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xC6EB2F3B6CC7564A9CF78AF5B76E24EE;11/03/2004 10:01:36
489;"Metal Tread Plate";"MT-1000";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x6C7B17D25233F0439A41719754DD280C;11/03/2004 10:01:36
490;"LL Nipple";"NI-4127";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;"L ";null;null;null;01/06/1998 00:00:00;null;null;0x730F31880AABA2418597936F192B7D12;11/03/2004 10:01:36
491;"HL Nipple";"NI-9522";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x97B8A788F56FA24CB68A6EA0E86F92B9;11/03/2004 10:01:36
492;"Paint - Black";"PA-187B";false;false;null;60;45;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x14E520DF473D1B4994540911EC3F7D29;11/03/2004 10:01:36
493;"Paint - Red";"PA-361R";false;false;null;60;45;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x5783564C215DD44ABB85BB5519B3B50C;11/03/2004 10:01:36
494;"Paint - Silver";"PA-529S";false;false;null;60;45;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x7DE481FA3373C249809B308171CA2FB1;11/03/2004 10:01:36
495;"Paint - Blue";"PA-632U";false;false;null;60;45;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x6137A72590AED3498D1DDD7858DB4704;11/03/2004 10:01:36
496;"Paint - Yellow";"PA-823Y";false;false;null;60;45;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x43DB8A1CE89FA644B9498AF33CE9486E;11/03/2004 10:01:36
497;"Pinch Bolt";"PB-6109";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x244C69F1ABDF924CBC666E717DB24EA8;11/03/2004 10:01:36
504;"Cup-Shaped Race";"RA-2345";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x0E804C874D333C4A8D3A1E872D5B2A1B;11/03/2004 10:01:36
505;"Cone-Shaped Race";"RA-7490";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x9539CE35D29DE24098B8275931AC2D76;11/03/2004 10:01:36
506;"Reflector";"RF-9198";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x9904851CED382D4C86657EDB6A7CE93D;11/03/2004 10:01:36
507;"LL Mountain Rim";"RM-M464";false;false;null;800;600;0,0;0,0;null;null;"G  ";"435,00";0;null;"L ";null;null;null;01/06/1998 00:00:00;null;null;0xFB7DCCB23D78874588C02712A538A5B2;11/03/2004 10:01:36
508;"ML Mountain Rim";"RM-M692";false;false;null;800;600;0,0;0,0;null;null;"G  ";"450,00";0;null;"M ";null;null;null;01/06/1998 00:00:00;null;null;0x4DD03F732F32F544BEECF326189D1CE6;11/03/2004 10:01:36
509;"HL Mountain Rim";"RM-M823";false;false;null;800;600;0,0;0,0;null;null;"G  ";"400,00";0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xB5A3A49F96D3D448ADFCB573BC4A800A;11/03/2004 10:01:36
510;"LL Road Rim";"RM-R436";false;false;null;800;600;0,0;0,0;null;null;"G  ";"445,00";0;null;"L ";null;null;null;01/06/1998 00:00:00;null;null;0x570777C258B2EC4EA8116856FAF87437;11/03/2004 10:01:36
511;"ML Road Rim";"RM-R600";false;false;null;800;600;0,0;0,0;null;null;"G  ";"450,00";0;null;"M ";null;null;null;01/06/1998 00:00:00;null;null;0x5980108002005342A80553A2324C33A4;11/03/2004 10:01:36
512;"HL Road Rim";"RM-R800";false;false;null;800;600;0,0;0,0;null;null;"G  ";"400,00";0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x445C9BCD31FB0F4E99053B2086966CC5;11/03/2004 10:01:36
513;"Touring Rim";"RM-T801";false;false;null;800;600;0,0;0,0;null;null;"G  ";"460,00";0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x13DB52488A309348AAFA390A0DFE9F12;11/03/2004 10:01:36
514;"LL Mountain Seat Assembly";"SA-M198";true;false;null;500;375;98,77;133,34;null;null;null;null;1;null;"L ";null;null;null;01/06/1998 00:00:00;null;null;0x4F0AFCFC63450B4EBFF45DDCFE3A9273;11/03/2004 10:01:36
515;"ML Mountain Seat Assembly";"SA-M237";true;false;null;500;375;108,99;147,14;null;null;null;null;1;null;"M ";null;null;null;01/06/1998 00:00:00;null;null;0x4CAEC8D3BEA18D44BF586ECBF36AFA0B;11/03/2004 10:01:36
516;"HL Mountain Seat Assembly";"SA-M687";true;false;null;500;375;145,87;196,92;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xABAD189EC7B9B145BD951805EC4F297D;11/03/2004 10:01:36
517;"LL Road Seat Assembly";"SA-R127";true;false;null;500;375;98,77;133,34;null;null;null;null;1;null;"L ";null;null;null;01/06/1998 00:00:00;null;null;0x8D0BA3F55BF3F24383A0F7F6B51F6241;11/03/2004 10:01:36
518;"ML Road Seat Assembly";"SA-R430";true;false;null;500;375;108,99;147,14;null;null;null;null;1;null;"M ";null;null;null;01/06/1998 00:00:00;null;null;0x959310ADA9FD2A4C96F1515CCDE3D9F4;11/03/2004 10:01:36
519;"HL Road Seat Assembly";"SA-R522";true;false;null;500;375;145,87;196,92;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x2AEE527B0071394AA0AFC89012DA6EF8;11/03/2004 10:01:36
520;"LL Touring Seat Assembly";"SA-T467";true;false;null;500;375;98,77;133,34;null;null;null;null;1;null;"L ";null;null;null;01/06/1998 00:00:00;null;null;0xBA833DAF8E4B7240817FE6B095A1C879;11/03/2004 10:01:36
521;"ML Touring Seat Assembly";"SA-T612";true;false;null;500;375;108,99;147,14;null;null;null;null;1;null;"M ";null;null;null;01/06/1998 00:00:00;null;null;0xDEA3B9850C005143949405796689C216;11/03/2004 10:01:36
522;"HL Touring Seat Assembly";"SA-T872";true;false;null;500;375;145,87;196,92;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xCA1B478C35A78740AD5090EDE0AC1A1B;11/03/2004 10:01:36
523;"LL Spindle/Axle";"SD-2342";false;false;null;500;375;0,0;0,0;null;null;null;null;0;null;"L ";null;null;null;01/06/1998 00:00:00;null;null;0x551FBDD2D42C984989FA28FF2E28DE2C;11/03/2004 10:01:36
524;"HL Spindle/Axle";"SD-9872";false;false;null;500;375;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x1D66E06C1FBA1240B78555165B3B241A;11/03/2004 10:01:36
525;"LL Shell";"SH-4562";false;false;null;800;600;0,0;0,0;null;null;null;null;0;null;"L ";null;null;null;01/06/1998 00:00:00;null;null;0xA7CD7BAE36E8684F9E61745F27F9AA3E;11/03/2004 10:01:36
526;"HL Shell";"SH-9312";false;false;null;800;600;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xAEA315D2F2AAB04C9D203758AAD078E2;11/03/2004 10:01:36
527;"Spokes";"SK-9283";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x29B7AB5A3B348440A235CCB3DA9F29E7;11/03/2004 10:01:36
528;"Seat Lug";"SL-0931";false;false;null;1000;750;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x1E8B894A3B9AEB4B9873A7465934051A;11/03/2004 10:01:36
529;"Stem";"SM-9087";true;false;null;500;375;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x6E30731116B64A4CB7154E0A483BA2B5;11/03/2004 10:01:36
530;"Seat Post";"SP-2981";false;false;null;500;375;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x84EB4C9B844EF343B3269B7F22905363;11/03/2004 10:01:36
531;"Steerer";"SR-2098";true;false;null;500;375;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xA140B1F339B1B54BB1441B7CBBEE6C9A;11/03/2004 10:01:36
532;"Seat Stays";"SS-2985";true;false;null;800;600;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x11C6C220FCDFB54999CFD89BDD3A91CE;11/03/2004 10:01:36
533;"Seat Tube";"ST-9828";true;false;null;500;375;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x8B38F54153720240BCC6B2A50920D11F;11/03/2004 10:01:36
534;"Top Tube";"TO-2301";true;false;null;500;375;0,0;0,0;null;null;null;null;1;null;null;null;null;null;01/06/1998 00:00:00;null;null;0x8EAD0B4C6B06B846BFE9DA61539606E8;11/03/2004 10:01:36
535;"Tension Pulley";"TP-0923";false;false;null;800;600;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xB262DF137B8AD5479084F1172C4779E4;11/03/2004 10:01:36
679;"Rear Derailleur Cage";"RC-0291";false;false;"Silver";500;375;0,0;0,0;null;null;null;null;0;null;null;null;null;null;01/06/1998 00:00:00;null;null;0xEA032B914744C84885DA09B80AB26340;11/03/2004 10:01:36
680;"HL Road Frame - Black, 58";"FR-R92B-58";true;true;"Black";500;375;1059,31;1431,5;"58";"CM ";"LB ";"2,24";1;"R ";"H ";"U ";14;6;01/06/1998 00:00:00;null;null;0xD668DD43A4141F46906955309D90EA7E;11/03/2004 10:01:36
706;"HL Road Frame - Red, 58";"FR-R92R-58";true;true;"Red";500;375;1059,31;1431,5;"58";"CM ";"LB ";"2,24";1;"R ";"H ";"U ";14;6;01/06/1998 00:00:00;null;null;0x17FF40951227904CA3D18CE5568B2462;11/03/2004 10:01:36
707;"Sport-100 Helmet, Red";"HL-U509-R";false;true;"Red";4;3;13,086;34,99;null;null;null;null;0;"S ";null;null;31;33;01/07/2001 00:00:00;null;null;0x1AF41E2E8AC0F64F8ADABDE58B64A712;11/03/2004 10:01:36
708;"Sport-100 Helmet, Black";"HL-U509";false;true;"Black";4;3;13,086;34,99;null;null;null;null;0;"S ";null;null;31;33;01/07/2001 00:00:00;null;null;0xFB445AA2DEC26842958F110B8D7621E2;11/03/2004 10:01:36
709;"Mountain Bike Socks, M";"SO-B909-M";false;true;"White";4;3;3,396;9,5;"M";null;null;null;0;"M ";null;"U ";23;18;01/07/2001 00:00:00;30/06/2002 00:00:00;null;0x475FF9184015024E8F1FCC1BCB6828D0;11/03/2004 10:01:36
710;"Mountain Bike Socks, L";"SO-B909-L";false;true;"White";4;3;3,396;9,5;"L";null;null;null;0;"M ";null;"U ";23;18;01/07/2001 00:00:00;30/06/2002 00:00:00;null;0x5E031C16B321144E8E44AF508F35D80A;11/03/2004 10:01:36
711;"Sport-100 Helmet, Blue";"HL-U509-B";false;true;"Blue";4;3;13,086;34,99;null;null;null;null;0;"S ";null;null;31;33;01/07/2001 00:00:00;null;null;0x58087CFD7941C248865BABD5DFC7BC1D;11/03/2004 10:01:36
712;"AWC Logo Cap";"CA-1098";false;true;"Multi";4;3;6,922;8,99;null;null;null;null;0;"S ";null;"U ";19;2;01/07/2001 00:00:00;null;null;0x43E2EDB9F4A62946B1D4FFE1AEDC6DE7;11/03/2004 10:01:36
713;"Long-Sleeve Logo Jersey, S";"LJ-0192-S";false;true;"Multi";4;3;38,492;49,99;"S";null;null;null;0;"S ";null;"U ";21;11;01/07/2001 00:00:00;null;null;0x829C44FD59A2AE4F85846CA0255FAF68;11/03/2004 10:01:36
714;"Long-Sleeve Logo Jersey, M";"LJ-0192-M";false;true;"Multi";4;3;38,492;49,99;"M";null;null;null;0;"S ";null;"U ";21;11;01/07/2001 00:00:00;null;null;0x6300296ACFA02A4381102EA0FDA14308;11/03/2004 10:01:36
715;"Long-Sleeve Logo Jersey, L";"LJ-0192-L";false;true;"Multi";4;3;38,492;49,99;"L";null;null;null;0;"S ";null;"U ";21;11;01/07/2001 00:00:00;null;null;0xF55ECF3477C0A04E914A084814D5CBD5;11/03/2004 10:01:36
716;"Long-Sleeve Logo Jersey, XL";"LJ-0192-X";false;true;"Multi";4;3;38,492;49,99;"XL";null;null;null;0;"S ";null;"U ";21;11;01/07/2001 00:00:00;null;null;0xC97EC46E41C0DA4DB6862125D539CE9B;11/03/2004 10:01:36
717;"HL Road Frame - Red, 62";"FR-R92R-62";true;true;"Red";500;375;868,634;1431,5;"62";"CM ";"LB ";"2,30";1;"R ";"H ";"U ";14;6;01/07/2001 00:00:00;null;null;0x8B4F2E052A0AB2469F4210FEBCFAE416;11/03/2004 10:01:36
718;"HL Road Frame - Red, 44";"FR-R92R-44";true;true;"Red";500;375;868,634;1431,5;"44";"CM ";"LB ";"2,12";1;"R ";"H ";"U ";14;6;01/07/2001 00:00:00;null;null;0x543B8DA8AE2CF2438C6EEA1D97B46A7C;11/03/2004 10:01:36
719;"HL Road Frame - Red, 48";"FR-R92R-48";true;true;"Red";500;375;868,634;1431,5;"48";"CM ";"LB ";"2,16";1;"R ";"H ";"U ";14;6;01/07/2001 00:00:00;null;null;0x9AFCBE0734762B40B234D7797733BAAF;11/03/2004 10:01:36
720;"HL Road Frame - Red, 52";"FR-R92R-52";true;true;"Red";500;375;868,634;1431,5;"52";"CM ";"LB ";"2,20";1;"R ";"H ";"U ";14;6;01/07/2001 00:00:00;null;null;0x8FA6FEFC0E316E4E9F99BB17D011EBAE;11/03/2004 10:01:36
721;"HL Road Frame - Red, 56";"FR-R92R-56";true;true;"Red";500;375;868,634;1431,5;"56";"CM ";"LB ";"2,24";1;"R ";"H ";"U ";14;6;01/07/2001 00:00:00;null;null;0x7358C8569349B44180961067CFD7E4BD;11/03/2004 10:01:36
722;"LL Road Frame - Black, 58";"FR-R38B-58";true;true;"Black";500;375;204,625;337,22;"58";"CM ";"LB ";"2,46";1;"R ";"L ";"U ";14;9;01/07/2001 00:00:00;null;null;0x56F2402105F7674D975D32DE03265838;11/03/2004 10:01:36
723;"LL Road Frame - Black, 60";"FR-R38B-60";true;true;"Black";500;375;204,625;337,22;"60";"CM ";"LB ";"2,48";1;"R ";"L ";"U ";14;9;01/07/2001 00:00:00;null;null;0xA5E295AAC4E7744BB1EAB52EE3B51537;11/03/2004 10:01:36
724;"LL Road Frame - Black, 62";"FR-R38B-62";true;true;"Black";500;375;204,625;337,22;"62";"CM ";"LB ";"2,50";1;"R ";"L ";"U ";14;9;01/07/2001 00:00:00;null;null;0x33BE4752BF5027458A30A39AAE500A8E;11/03/2004 10:01:36
725;"LL Road Frame - Red, 44";"FR-R38R-44";true;true;"Red";500;375;187,157;337,22;"44";"CM ";"LB ";"2,32";1;"R ";"L ";"U ";14;9;01/07/2001 00:00:00;30/06/2003 00:00:00;null;0x9D317D13AD44B242AB6160B9CE52B5F2;11/03/2004 10:01:36
726;"LL Road Frame - Red, 48";"FR-R38R-48";true;true;"Red";500;375;187,157;337,22;"48";"CM ";"LB ";"2,36";1;"R ";"L ";"U ";14;9;01/07/2001 00:00:00;30/06/2003 00:00:00;null;0x473521355F276747805DC8A4B8E13745;11/03/2004 10:01:36
727;"LL Road Frame - Red, 52";"FR-R38R-52";true;true;"Red";500;375;187,157;337,22;"52";"CM ";"LB ";"2,40";1;"R ";"L ";"U ";14;9;01/07/2001 00:00:00;30/06/2003 00:00:00;null;0xB3E055C416D79D41ABF07E03EFDD2E26;11/03/2004 10:01:36
728;"LL Road Frame - Red, 58";"FR-R38R-58";true;true;"Red";500;375;187,157;337,22;"58";"CM ";"LB ";"2,46";1;"R ";"L ";"U ";14;9;01/07/2001 00:00:00;30/06/2003 00:00:00;null;0xFF569A79D25AB341BFAC528B477AD129;11/03/2004 10:01:36
