"PurchaseOrderID";"RevisionNumber";"Status";"EmployeeID";"VendorID";"ShipMethodID";"OrderDate";"ShipDate";"SubTotal";"TaxAmt";"Freight";"TotalDue";"ModifiedDate"
480;0;4;231;103;1;08/09/2003 00:00:00;17/09/2003 00:00:00;418,95;33,516;10,474;462,94;17/09/2003 00:00:00
481;0;4;198;7;5;09/09/2003 00:00:00;18/09/2003 00:00:00;566,087;45,287;14,152;625,526;18/09/2003 00:00:00
482;0;4;266;69;1;09/09/2003 00:00:00;18/09/2003 00:00:00;461,79;36,943;11,545;510,278;18/09/2003 00:00:00
483;0;4;164;23;4;09/09/2003 00:00:00;18/09/2003 00:00:00;377,055;30,164;9,426;416,646;18/09/2003 00:00:00
484;0;4;223;75;2;09/09/2003 00:00:00;18/09/2003 00:00:00;37,076;2,966;0,927;40,968;18/09/2003 00:00:00
485;0;4;233;3;4;09/09/2003 00:00:00;18/09/2003 00:00:00;21558,075;1724,646;538,952;23821,673;18/09/2003 00:00:00
486;0;4;238;54;4;09/09/2003 00:00:00;18/09/2003 00:00:00;507,087;40,567;12,677;560,331;18/09/2003 00:00:00
487;0;4;261;104;5;09/09/2003 00:00:00;18/09/2003 00:00:00;86220,75;6897,66;2155,519;95273,929;18/09/2003 00:00:00
488;0;4;264;25;5;09/09/2003 00:00:00;18/09/2003 00:00:00;696,528;55,722;17,413;769,663;18/09/2003 00:00:00
489;0;4;244;90;4;09/09/2003 00:00:00;18/09/2003 00:00:00;663,453;53,076;16,586;733,116;18/09/2003 00:00:00
490;0;4;231;33;5;09/09/2003 00:00:00;18/09/2003 00:00:00;40471,2;3237,696;1011,78;44720,676;18/09/2003 00:00:00
491;0;4;241;41;4;09/09/2003 00:00:00;18/09/2003 00:00:00;259,844;20,788;6,496;287,127;18/09/2003 00:00:00
492;0;4;266;55;5;09/09/2003 00:00:00;18/09/2003 00:00:00;38421,075;3073,686;960,527;42455,288;18/09/2003 00:00:00
493;0;4;164;70;5;09/09/2003 00:00:00;18/09/2003 00:00:00;5948,25;475,86;148,706;6572,816;18/09/2003 00:00:00
494;0;4;223;94;5;09/09/2003 00:00:00;18/09/2003 00:00:00;91117,95;7289,436;2277,949;100685,335;18/09/2003 00:00:00
495;0;4;233;15;1;09/09/2003 00:00:00;18/09/2003 00:00:00;525,0;42,0;13,125;580,125;18/09/2003 00:00:00
496;0;4;238;62;5;09/09/2003 00:00:00;18/09/2003 00:00:00;2003,684;160,295;50,092;2214,07;18/09/2003 00:00:00
497;0;4;261;98;4;11/09/2003 00:00:00;20/09/2003 00:00:00;26455,275;2116,422;661,382;29233,079;20/09/2003 00:00:00
498;0;4;264;72;2;11/09/2003 00:00:00;20/09/2003 00:00:00;944,37;75,55;23,609;1043,529;20/09/2003 00:00:00
499;0;4;244;22;4;11/09/2003 00:00:00;20/09/2003 00:00:00;51588,075;4127,046;1289,702;57004,823;20/09/2003 00:00:00
500;0;4;231;50;3;11/09/2003 00:00:00;20/09/2003 00:00:00;62843,55;5027,484;1571,089;69442,123;20/09/2003 00:00:00
501;0;4;241;71;5;11/09/2003 00:00:00;20/09/2003 00:00:00;37843,575;3027,486;946,089;41817,15;20/09/2003 00:00:00
502;0;4;266;40;4;11/09/2003 00:00:00;20/09/2003 00:00:00;25531,275;2042,502;638,282;28212,059;20/09/2003 00:00:00
503;0;4;164;91;4;11/09/2003 00:00:00;20/09/2003 00:00:00;402,728;32,218;10,068;445,014;20/09/2003 00:00:00
504;0;4;223;57;4;11/09/2003 00:00:00;20/09/2003 00:00:00;125,748;10,06;3,144;138,952;20/09/2003 00:00:00
505;0;4;198;83;5;12/09/2003 00:00:00;21/09/2003 00:00:00;150,791;12,063;3,77;166,624;21/09/2003 00:00:00
506;0;4;238;32;4;12/09/2003 00:00:00;21/09/2003 00:00:00;465,287;37,223;11,632;514,142;21/09/2003 00:00:00
507;0;4;261;38;2;12/09/2003 00:00:00;21/09/2003 00:00:00;8847,3;707,784;221,183;9776,267;21/09/2003 00:00:00
508;0;4;264;85;5;12/09/2003 00:00:00;21/09/2003 00:00:00;171,077;13,686;4,277;189,04;21/09/2003 00:00:00
509;0;4;244;92;4;12/09/2003 00:00:00;21/09/2003 00:00:00;20397,3;1631,784;509,933;22539,017;21/09/2003 00:00:00
510;0;4;231;11;3;12/09/2003 00:00:00;21/09/2003 00:00:00;14628,075;1170,246;365,702;16164,023;21/09/2003 00:00:00
511;0;4;241;84;3;12/09/2003 00:00:00;21/09/2003 00:00:00;58685,55;4694,844;1467,139;64847,533;21/09/2003 00:00:00
512;0;4;266;78;4;12/09/2003 00:00:00;21/09/2003 00:00:00;259,844;20,788;6,496;287,127;21/09/2003 00:00:00
513;0;4;164;74;4;12/09/2003 00:00:00;21/09/2003 00:00:00;402,728;32,218;10,068;445,014;21/09/2003 00:00:00
514;0;4;223;13;5;12/09/2003 00:00:00;21/09/2003 00:00:00;270,806;21,664;6,77;299,24;21/09/2003 00:00:00
515;0;4;233;51;4;12/09/2003 00:00:00;21/09/2003 00:00:00;2551,311;204,105;63,783;2819,199;21/09/2003 00:00:00
516;0;4;198;80;5;12/09/2003 00:00:00;21/09/2003 00:00:00;34644,225;2771,538;866,106;38281,869;21/09/2003 00:00:00
517;0;4;261;47;4;12/09/2003 00:00:00;21/09/2003 00:00:00;1839,506;147,16;45,988;2032,654;21/09/2003 00:00:00
518;0;4;264;81;5;12/09/2003 00:00:00;21/09/2003 00:00:00;146,286;11,703;3,657;161,646;21/09/2003 00:00:00
519;0;4;244;46;5;12/09/2003 00:00:00;21/09/2003 00:00:00;102,564;8,205;2,564;113,333;21/09/2003 00:00:00
520;0;4;274;21;5;12/09/2003 00:00:00;21/09/2003 00:00:00;150,791;12,063;3,77;166,624;21/09/2003 00:00:00
521;0;4;241;27;5;13/09/2003 00:00:00;22/09/2003 00:00:00;13669,425;1093,554;341,736;15104,715;22/09/2003 00:00:00
522;0;4;266;86;5;13/09/2003 00:00:00;22/09/2003 00:00:00;6756,12;540,49;168,903;7465,513;22/09/2003 00:00:00
523;0;4;164;45;5;13/09/2003 00:00:00;22/09/2003 00:00:00;50860,425;4068,834;1271,511;56200,77;22/09/2003 00:00:00
524;0;4;223;93;1;13/09/2003 00:00:00;22/09/2003 00:00:00;551,88;44,15;13,797;609,827;22/09/2003 00:00:00
525;0;4;233;64;1;13/09/2003 00:00:00;22/09/2003 00:00:00;6987,75;559,02;174,694;7721,464;22/09/2003 00:00:00
526;0;4;238;4;2;13/09/2003 00:00:00;22/09/2003 00:00:00;28072,275;2245,782;701,807;31019,864;22/09/2003 00:00:00
527;0;4;261;17;1;13/09/2003 00:00:00;22/09/2003 00:00:00;37312,275;2984,982;932,807;41230,064;22/09/2003 00:00:00
528;0;4;264;12;1;13/09/2003 00:00:00;22/09/2003 00:00:00;7623,0;609,84;190,575;8423,415;22/09/2003 00:00:00
529;0;4;244;44;2;13/09/2003 00:00:00;22/09/2003 00:00:00;28297,5;2263,8;707,438;31268,738;22/09/2003 00:00:00
530;0;4;231;30;2;13/09/2003 00:00:00;22/09/2003 00:00:00;59,945;4,796;1,499;66,239;22/09/2003 00:00:00
531;1;4;241;8;5;13/09/2003 00:00:00;22/09/2003 00:00:00;222,044;17,764;5,551;245,358;22/09/2003 00:00:00
532;0;4;266;73;5;13/09/2003 00:00:00;22/09/2003 00:00:00;43878,45;3510,276;1096,961;48485,687;22/09/2003 00:00:00
533;0;4;164;76;4;13/09/2003 00:00:00;22/09/2003 00:00:00;345,555;27,644;8,639;381,838;22/09/2003 00:00:00
534;0;4;223;77;2;13/09/2003 00:00:00;22/09/2003 00:00:00;15153,6;1212,288;378,84;16744,728;22/09/2003 00:00:00
535;0;4;233;28;5;13/09/2003 00:00:00;22/09/2003 00:00:00;142,412;11,393;3,56;157,365;22/09/2003 00:00:00
536;0;4;238;2;2;13/09/2003 00:00:00;22/09/2003 00:00:00;48030,675;3842,454;1200,767;53073,896;22/09/2003 00:00:00
537;0;4;233;4;2;14/09/2003 00:00:00;23/09/2003 00:00:00;28072,275;2245,782;701,807;31019,864;23/09/2003 00:00:00
538;0;4;238;17;1;14/09/2003 00:00:00;23/09/2003 00:00:00;37312,275;2984,982;932,807;41230,064;23/09/2003 00:00:00
539;0;4;261;12;1;14/09/2003 00:00:00;23/09/2003 00:00:00;7623,0;609,84;190,575;8423,415;23/09/2003 00:00:00
540;0;4;264;44;2;14/09/2003 00:00:00;23/09/2003 00:00:00;28297,5;2263,8;707,438;31268,738;23/09/2003 00:00:00
541;0;4;261;87;4;14/09/2003 00:00:00;23/09/2003 00:00:00;550,967;44,077;13,774;608,818;23/09/2003 00:00:00
542;0;4;274;31;1;14/09/2003 00:00:00;23/09/2003 00:00:00;1276,275;102,102;31,907;1410,284;23/09/2003 00:00:00
543;0;4;244;26;1;14/09/2003 00:00:00;23/09/2003 00:00:00;2003,925;160,314;50,098;2214,337;23/09/2003 00:00:00
544;0;4;231;24;2;14/09/2003 00:00:00;23/09/2003 00:00:00;28343,7;2267,496;708,593;31319,789;23/09/2003 00:00:00
545;0;4;241;48;1;14/09/2003 00:00:00;23/09/2003 00:00:00;454,86;36,389;11,372;502,62;23/09/2003 00:00:00
546;0;4;266;88;5;14/09/2003 00:00:00;23/09/2003 00:00:00;43878,45;3510,276;1096,961;48485,687;23/09/2003 00:00:00
547;0;4;164;96;2;14/09/2003 00:00:00;23/09/2003 00:00:00;7132,125;570,57;178,303;7880,998;23/09/2003 00:00:00
548;0;4;223;39;2;14/09/2003 00:00:00;23/09/2003 00:00:00;28343,7;2267,496;708,593;31319,789;23/09/2003 00:00:00
549;0;4;233;52;4;14/09/2003 00:00:00;23/09/2003 00:00:00;22516,725;1801,338;562,918;24880,981;23/09/2003 00:00:00
550;0;4;238;43;5;14/09/2003 00:00:00;23/09/2003 00:00:00;34644,225;2771,538;866,106;38281,869;23/09/2003 00:00:00
551;0;4;261;37;5;14/09/2003 00:00:00;23/09/2003 00:00:00;532,917;42,633;13,323;588,873;23/09/2003 00:00:00
552;0;4;264;1;5;14/09/2003 00:00:00;23/09/2003 00:00:00;143,042;11,443;3,576;158,061;23/09/2003 00:00:00
553;0;4;274;56;2;14/09/2003 00:00:00;23/09/2003 00:00:00;28199,325;2255,946;704,983;31160,254;23/09/2003 00:00:00
554;0;4;231;60;1;14/09/2003 00:00:00;23/09/2003 00:00:00;3713,325;297,066;92,833;4103,224;23/09/2003 00:00:00
555;0;4;241;53;4;14/09/2003 00:00:00;23/09/2003 00:00:00;19952,625;1596,21;498,816;22047,651;23/09/2003 00:00:00
556;0;4;266;10;5;14/09/2003 00:00:00;23/09/2003 00:00:00;13361,04;1068,883;334,026;14763,949;23/09/2003 00:00:00
557;0;4;164;66;5;15/09/2003 00:00:00;24/09/2003 00:00:00;5711,475;456,918;142,787;6311,18;24/09/2003 00:00:00
558;0;4;223;68;5;15/09/2003 00:00:00;24/09/2003 00:00:00;696,528;55,722;17,413;769,663;24/09/2003 00:00:00
559;0;4;233;61;2;15/09/2003 00:00:00;24/09/2003 00:00:00;97,965;7,837;2,449;108,251;24/09/2003 00:00:00
560;0;4;238;5;4;15/09/2003 00:00:00;24/09/2003 00:00:00;114,471;9,158;2,862;126,491;24/09/2003 00:00:00
561;0;4;261;58;4;15/09/2003 00:00:00;24/09/2003 00:00:00;132,647;10,612;3,316;146,574;24/09/2003 00:00:00
562;0;4;264;35;5;15/09/2003 00:00:00;24/09/2003 00:00:00;43878,45;3510,276;1096,961;48485,687;24/09/2003 00:00:00
563;0;4;244;103;1;15/09/2003 00:00:00;24/09/2003 00:00:00;418,95;33,516;10,474;462,94;24/09/2003 00:00:00
564;0;4;231;7;4;15/09/2003 00:00:00;24/09/2003 00:00:00;273,704;21,896;6,843;302,442;24/09/2003 00:00:00
565;0;4;241;69;1;15/09/2003 00:00:00;24/09/2003 00:00:00;461,79;36,943;11,545;510,278;24/09/2003 00:00:00
566;0;4;266;23;4;15/09/2003 00:00:00;24/09/2003 00:00:00;481,887;38,551;12,047;532,485;24/09/2003 00:00:00
567;0;4;164;75;2;15/09/2003 00:00:00;24/09/2003 00:00:00;37,076;2,966;0,927;40,968;24/09/2003 00:00:00
568;0;4;223;3;4;15/09/2003 00:00:00;24/09/2003 00:00:00;21558,075;1724,646;538,952;23821,673;24/09/2003 00:00:00
569;0;4;233;54;4;15/09/2003 00:00:00;24/09/2003 00:00:00;567,378;45,39;14,185;626,953;24/09/2003 00:00:00
570;0;4;238;104;5;15/09/2003 00:00:00;24/09/2003 00:00:00;65240,175;5219,214;1631,004;72090,393;24/09/2003 00:00:00
571;0;4;198;25;5;15/09/2003 00:00:00;24/09/2003 00:00:00;534,807;42,785;13,37;590,962;24/09/2003 00:00:00
572;0;4;264;90;4;15/09/2003 00:00:00;24/09/2003 00:00:00;136,647;10,932;3,416;150,995;24/09/2003 00:00:00
573;0;4;244;33;5;16/09/2003 00:00:00;25/09/2003 00:00:00;40471,2;3237,696;1011,78;44720,676;25/09/2003 00:00:00
574;0;4;231;41;5;16/09/2003 00:00:00;25/09/2003 00:00:00;278,523;22,282;6,963;307,768;25/09/2003 00:00:00
575;0;4;241;55;4;16/09/2003 00:00:00;25/09/2003 00:00:00;23671,725;1893,738;591,793;26157,256;25/09/2003 00:00:00
576;0;4;266;70;5;16/09/2003 00:00:00;25/09/2003 00:00:00;5948,25;475,86;148,706;6572,816;25/09/2003 00:00:00
577;0;4;274;94;5;16/09/2003 00:00:00;25/09/2003 00:00:00;91117,95;7289,436;2277,949;100685,335;25/09/2003 00:00:00
578;0;4;223;15;1;16/09/2003 00:00:00;25/09/2003 00:00:00;525,0;42,0;13,125;580,125;25/09/2003 00:00:00
579;0;4;233;62;5;16/09/2003 00:00:00;25/09/2003 00:00:00;2003,684;160,295;50,092;2214,07;25/09/2003 00:00:00
580;0;4;238;98;4;16/09/2003 00:00:00;25/09/2003 00:00:00;26455,275;2116,422;661,382;29233,079;25/09/2003 00:00:00
581;0;4;261;72;2;16/09/2003 00:00:00;25/09/2003 00:00:00;944,37;75,55;23,609;1043,529;25/09/2003 00:00:00
582;0;4;264;22;4;16/09/2003 00:00:00;25/09/2003 00:00:00;44594,55;3567,564;1114,864;49276,978;25/09/2003 00:00:00
583;0;4;244;50;3;16/09/2003 00:00:00;25/09/2003 00:00:00;62843,55;5027,484;1571,089;69442,123;25/09/2003 00:00:00
584;0;4;231;71;5;16/09/2003 00:00:00;25/09/2003 00:00:00;37843,575;3027,486;946,089;41817,15;25/09/2003 00:00:00
585;0;4;198;40;4;16/09/2003 00:00:00;25/09/2003 00:00:00;25531,275;2042,502;638,282;28212,059;25/09/2003 00:00:00
586;0;4;266;91;4;16/09/2003 00:00:00;25/09/2003 00:00:00;501,197;40,096;12,53;553,822;25/09/2003 00:00:00
587;0;4;164;57;4;16/09/2003 00:00:00;25/09/2003 00:00:00;125,748;10,06;3,144;138,952;25/09/2003 00:00:00
588;0;4;223;83;5;16/09/2003 00:00:00;25/09/2003 00:00:00;150,791;12,063;3,77;166,624;25/09/2003 00:00:00
589;0;4;233;32;5;18/09/2003 00:00:00;27/09/2003 00:00:00;696,528;55,722;17,413;769,663;27/09/2003 00:00:00
590;0;4;238;38;2;18/09/2003 00:00:00;27/09/2003 00:00:00;8847,3;707,784;221,183;9776,267;27/09/2003 00:00:00
591;0;4;261;85;5;18/09/2003 00:00:00;27/09/2003 00:00:00;171,077;13,686;4,277;189,04;27/09/2003 00:00:00
592;0;4;264;92;4;18/09/2003 00:00:00;27/09/2003 00:00:00;20397,3;1631,784;509,933;22539,017;27/09/2003 00:00:00
593;0;4;244;11;3;19/09/2003 00:00:00;28/09/2003 00:00:00;14628,075;1170,246;365,702;16164,023;28/09/2003 00:00:00
594;0;4;231;84;3;19/09/2003 00:00:00;28/09/2003 00:00:00;33350,625;2668,05;833,766;36852,441;28/09/2003 00:00:00
595;0;4;241;78;4;19/09/2003 00:00:00;28/09/2003 00:00:00;1074,78;85,982;26,87;1187,632;28/09/2003 00:00:00
596;0;4;266;74;4;19/09/2003 00:00:00;28/09/2003 00:00:00;501,197;40,096;12,53;553,822;28/09/2003 00:00:00
597;0;4;164;13;5;19/09/2003 00:00:00;28/09/2003 00:00:00;1525,23;122,018;38,131;1685,379;28/09/2003 00:00:00
598;0;4;223;51;4;19/09/2003 00:00:00;28/09/2003 00:00:00;631,386;50,511;15,785;697,682;28/09/2003 00:00:00
599;0;4;233;80;5;19/09/2003 00:00:00;28/09/2003 00:00:00;34644,225;2771,538;866,106;38281,869;28/09/2003 00:00:00
600;0;4;238;47;4;19/09/2003 00:00:00;28/09/2003 00:00:00;1839,506;147,16;45,988;2032,654;28/09/2003 00:00:00
601;0;4;261;81;5;19/09/2003 00:00:00;28/09/2003 00:00:00;146,286;11,703;3,657;161,646;28/09/2003 00:00:00
602;0;4;264;46;5;19/09/2003 00:00:00;28/09/2003 00:00:00;102,564;8,205;2,564;113,333;28/09/2003 00:00:00
603;0;4;244;21;5;19/09/2003 00:00:00;28/09/2003 00:00:00;150,791;12,063;3,77;166,624;28/09/2003 00:00:00
604;0;4;231;27;5;19/09/2003 00:00:00;28/09/2003 00:00:00;13669,425;1093,554;341,736;15104,715;28/09/2003 00:00:00
605;0;4;241;86;5;19/09/2003 00:00:00;28/09/2003 00:00:00;16393,23;1311,458;409,831;18114,519;28/09/2003 00:00:00
606;0;4;266;45;5;19/09/2003 00:00:00;28/09/2003 00:00:00;39258,45;3140,676;981,461;43380,587;28/09/2003 00:00:00
607;0;4;164;93;1;19/09/2003 00:00:00;28/09/2003 00:00:00;551,88;44,15;13,797;609,827;28/09/2003 00:00:00
608;0;4;223;64;1;19/09/2003 00:00:00;28/09/2003 00:00:00;6987,75;559,02;174,694;7721,464;28/09/2003 00:00:00
609;0;4;274;30;2;20/09/2003 00:00:00;29/09/2003 00:00:00;59,945;4,796;1,499;66,239;29/09/2003 00:00:00
610;0;4;231;8;4;20/09/2003 00:00:00;29/09/2003 00:00:00;370,755;29,66;9,269;409,684;29/09/2003 00:00:00
611;0;4;241;73;5;20/09/2003 00:00:00;29/09/2003 00:00:00;43878,45;3510,276;1096,961;48485,687;29/09/2003 00:00:00
612;0;4;266;76;4;20/09/2003 00:00:00;29/09/2003 00:00:00;272,129;21,77;6,803;300,702;29/09/2003 00:00:00
613;0;4;198;4;2;20/09/2003 00:00:00;29/09/2003 00:00:00;28072,275;2245,782;701,807;31019,864;29/09/2003 00:00:00
614;1;4;238;17;1;20/09/2003 00:00:00;29/09/2003 00:00:00;35394,975;2831,598;884,874;39111,447;29/09/2003 00:00:00
615;0;4;261;12;1;20/09/2003 00:00:00;29/09/2003 00:00:00;7623,0;609,84;190,575;8423,415;29/09/2003 00:00:00
616;0;4;264;44;2;20/09/2003 00:00:00;29/09/2003 00:00:00;28297,5;2263,8;707,438;31268,738;29/09/2003 00:00:00
617;0;4;244;30;2;20/09/2003 00:00:00;29/09/2003 00:00:00;59,945;4,796;1,499;66,239;29/09/2003 00:00:00
618;0;4;231;8;4;20/09/2003 00:00:00;29/09/2003 00:00:00;567,378;45,39;14,185;626,953;29/09/2003 00:00:00
619;0;4;241;73;5;20/09/2003 00:00:00;29/09/2003 00:00:00;43878,45;3510,276;1096,961;48485,687;29/09/2003 00:00:00
620;0;4;266;76;4;20/09/2003 00:00:00;29/09/2003 00:00:00;402,255;32,18;10,056;444,492;29/09/2003 00:00:00
621;0;4;164;77;2;20/09/2003 00:00:00;29/09/2003 00:00:00;27350,4;2188,032;683,76;30222,192;29/09/2003 00:00:00
622;0;4;223;28;5;20/09/2003 00:00:00;29/09/2003 00:00:00;142,412;11,393;3,56;157,365;29/09/2003 00:00:00
623;0;4;233;2;2;20/09/2003 00:00:00;29/09/2003 00:00:00;48030,675;3842,454;1200,767;53073,896;29/09/2003 00:00:00
624;0;3;198;87;5;20/09/2003 00:00:00;29/09/2003 00:00:00;272,444;21,796;6,811;301,05;29/09/2003 00:00:00
625;0;4;261;31;1;20/09/2003 00:00:00;29/09/2003 00:00:00;1276,275;102,102;31,907;1410,284;29/09/2003 00:00:00
626;0;4;264;26;1;20/09/2003 00:00:00;29/09/2003 00:00:00;2003,925;160,314;50,098;2214,337;29/09/2003 00:00:00
627;0;4;244;24;4;20/09/2003 00:00:00;29/09/2003 00:00:00;22516,725;1801,338;562,918;24880,981;29/09/2003 00:00:00
628;0;4;274;48;1;20/09/2003 00:00:00;29/09/2003 00:00:00;454,86;36,389;11,372;502,62;29/09/2003 00:00:00
629;0;4;241;88;5;21/09/2003 00:00:00;30/09/2003 00:00:00;43878,45;3510,276;1096,961;48485,687;30/09/2003 00:00:00
630;0;4;266;96;2;21/09/2003 00:00:00;30/09/2003 00:00:00;7132,125;570,57;178,303;7880,998;30/09/2003 00:00:00
631;0;4;164;39;2;21/09/2003 00:00:00;30/09/2003 00:00:00;28343,7;2267,496;708,593;31319,789;30/09/2003 00:00:00
632;0;4;223;52;4;21/09/2003 00:00:00;30/09/2003 00:00:00;22516,725;1801,338;562,918;24880,981;30/09/2003 00:00:00
633;0;4;233;43;5;21/09/2003 00:00:00;30/09/2003 00:00:00;34644,225;2771,538;866,106;38281,869;30/09/2003 00:00:00
634;0;4;238;37;4;21/09/2003 00:00:00;30/09/2003 00:00:00;241,038;19,283;6,026;266,347;30/09/2003 00:00:00
635;0;4;261;1;5;21/09/2003 00:00:00;30/09/2003 00:00:00;143,042;11,443;3,576;158,061;30/09/2003 00:00:00
636;0;4;264;56;2;21/09/2003 00:00:00;30/09/2003 00:00:00;28199,325;2255,946;704,983;31160,254;30/09/2003 00:00:00
637;0;4;164;77;1;22/09/2003 00:00:00;01/10/2003 00:00:00;26230,05;2098,404;655,751;28984,205;01/10/2003 00:00:00
638;0;4;223;28;5;22/09/2003 00:00:00;01/10/2003 00:00:00;142,412;11,393;3,56;157,365;01/10/2003 00:00:00
639;0;4;233;2;2;22/09/2003 00:00:00;01/10/2003 00:00:00;48030,675;3842,454;1200,767;53073,896;01/10/2003 00:00:00
640;0;4;238;87;4;22/09/2003 00:00:00;01/10/2003 00:00:00;28467,212;2277,377;711,68;31456,269;01/10/2003 00:00:00
641;0;4;244;60;1;22/09/2003 00:00:00;01/10/2003 00:00:00;3713,325;297,066;92,833;4103,224;01/10/2003 00:00:00
642;0;4;231;53;5;22/09/2003 00:00:00;01/10/2003 00:00:00;43878,45;3510,276;1096,961;48485,687;01/10/2003 00:00:00
643;0;4;241;10;5;22/09/2003 00:00:00;01/10/2003 00:00:00;2979,27;238,342;74,482;3292,093;01/10/2003 00:00:00
644;0;3;266;66;5;22/09/2003 00:00:00;01/10/2003 00:00:00;5711,475;456,918;142,787;6311,18;01/10/2003 00:00:00
645;0;4;164;68;5;22/09/2003 00:00:00;01/10/2003 00:00:00;1372,739;109,819;34,319;1516,876;01/10/2003 00:00:00
646;0;4;223;61;2;22/09/2003 00:00:00;01/10/2003 00:00:00;97,965;7,837;2,449;108,251;01/10/2003 00:00:00
647;0;4;233;5;4;22/09/2003 00:00:00;01/10/2003 00:00:00;114,471;9,158;2,862;126,491;01/10/2003 00:00:00
648;0;4;238;58;4;22/09/2003 00:00:00;01/10/2003 00:00:00;132,647;10,612;3,316;146,574;01/10/2003 00:00:00
649;0;4;261;35;5;22/09/2003 00:00:00;01/10/2003 00:00:00;43878,45;3510,276;1096,961;48485,687;01/10/2003 00:00:00
650;0;4;274;103;1;22/09/2003 00:00:00;01/10/2003 00:00:00;418,95;33,516;10,474;462,94;01/10/2003 00:00:00
651;0;4;244;7;4;22/09/2003 00:00:00;01/10/2003 00:00:00;515,687;41,255;12,892;569,834;01/10/2003 00:00:00
652;0;4;231;69;1;22/09/2003 00:00:00;01/10/2003 00:00:00;461,79;36,943;11,545;510,278;01/10/2003 00:00:00
653;0;4;241;23;4;22/09/2003 00:00:00;01/10/2003 00:00:00;383,04;30,643;9,576;423,259;01/10/2003 00:00:00
654;0;3;266;75;2;22/09/2003 00:00:00;01/10/2003 00:00:00;37,076;2,966;0,927;40,968;01/10/2003 00:00:00
655;0;4;164;3;4;22/09/2003 00:00:00;01/10/2003 00:00:00;21558,075;1724,646;538,952;23821,673;01/10/2003 00:00:00
656;0;4;223;54;4;22/09/2003 00:00:00;01/10/2003 00:00:00;545,832;43,667;13,646;603,144;01/10/2003 00:00:00
657;0;4;233;104;4;23/09/2003 00:00:00;02/10/2003 00:00:00;20980,575;1678,446;524,514;23183,535;02/10/2003 00:00:00
658;0;4;238;25;4;23/09/2003 00:00:00;02/10/2003 00:00:00;602,028;48,162;15,051;665,241;02/10/2003 00:00:00
659;0;4;261;90;5;23/09/2003 00:00:00;02/10/2003 00:00:00;694,953;55,596;17,374;767,923;02/10/2003 00:00:00
660;2;4;264;33;5;23/09/2003 00:00:00;02/10/2003 00:00:00;40471,2;3237,696;1011,78;44720,676;02/10/2003 00:00:00
661;0;4;274;41;5;23/09/2003 00:00:00;02/10/2003 00:00:00;557,487;44,599;13,937;616,023;02/10/2003 00:00:00
662;0;4;231;55;5;23/09/2003 00:00:00;02/10/2003 00:00:00;38421,075;3073,686;960,527;42455,288;02/10/2003 00:00:00
663;0;4;241;70;5;23/09/2003 00:00:00;02/10/2003 00:00:00;5948,25;475,86;148,706;6572,816;02/10/2003 00:00:00
664;0;3;266;94;5;23/09/2003 00:00:00;02/10/2003 00:00:00;91117,95;7289,436;2277,949;100685,335;02/10/2003 00:00:00
665;0;4;164;15;1;23/09/2003 00:00:00;02/10/2003 00:00:00;525,0;42,0;13,125;580,125;02/10/2003 00:00:00
666;0;4;223;62;5;23/09/2003 00:00:00;02/10/2003 00:00:00;2003,684;160,295;50,092;2214,07;02/10/2003 00:00:00
667;0;4;233;98;4;23/09/2003 00:00:00;02/10/2003 00:00:00;26455,275;2116,422;661,382;29233,079;02/10/2003 00:00:00
668;0;4;238;72;2;23/09/2003 00:00:00;02/10/2003 00:00:00;944,37;75,55;23,609;1043,529;02/10/2003 00:00:00
669;0;4;261;22;1;23/09/2003 00:00:00;02/10/2003 00:00:00;6993,525;559,482;174,838;7727,845;02/10/2003 00:00:00
670;0;4;264;50;3;23/09/2003 00:00:00;02/10/2003 00:00:00;62843,55;5027,484;1571,089;69442,123;02/10/2003 00:00:00
671;0;4;244;71;5;23/09/2003 00:00:00;02/10/2003 00:00:00;37843,575;3027,486;946,089;41817,15;02/10/2003 00:00:00
672;0;4;231;40;4;23/09/2003 00:00:00;02/10/2003 00:00:00;25531,275;2042,502;638,282;28212,059;02/10/2003 00:00:00
673;0;4;241;91;4;26/09/2003 00:00:00;05/10/2003 00:00:00;358,628;28,69;8,966;396,283;05/10/2003 00:00:00
674;0;3;266;57;4;26/09/2003 00:00:00;05/10/2003 00:00:00;125,748;10,06;3,144;138,952;05/10/2003 00:00:00
675;0;4;164;83;5;26/09/2003 00:00:00;05/10/2003 00:00:00;150,791;12,063;3,77;166,624;05/10/2003 00:00:00
676;0;4;223;32;5;26/09/2003 00:00:00;05/10/2003 00:00:00;534,807;42,785;13,37;590,962;05/10/2003 00:00:00
677;0;4;233;38;2;26/09/2003 00:00:00;05/10/2003 00:00:00;8847,3;707,784;221,183;9776,267;05/10/2003 00:00:00
678;0;4;238;85;5;26/09/2003 00:00:00;05/10/2003 00:00:00;171,077;13,686;4,277;189,04;05/10/2003 00:00:00
679;0;4;198;92;4;26/09/2003 00:00:00;05/10/2003 00:00:00;20397,3;1631,784;509,933;22539,017;05/10/2003 00:00:00
680;0;4;264;11;3;26/09/2003 00:00:00;05/10/2003 00:00:00;14628,075;1170,246;365,702;16164,023;05/10/2003 00:00:00
681;0;4;244;84;4;26/09/2003 00:00:00;05/10/2003 00:00:00;25334,925;2026,794;633,373;27995,092;05/10/2003 00:00:00
