"ProductID";"StartDate";"EndDate";"StandardCost";"ModifiedDate"
948;01/07/2003 00:00:00;null;47,286;17/06/2003 00:00:00
949;01/07/2003 00:00:00;null;77,918;17/06/2003 00:00:00
950;01/07/2003 00:00:00;null;113,882;17/06/2003 00:00:00
951;01/07/2003 00:00:00;null;179,816;17/06/2003 00:00:00
952;01/07/2003 00:00:00;null;8,987;17/06/2003 00:00:00
953;01/07/2003 00:00:00;null;755,151;17/06/2003 00:00:00
954;01/07/2003 00:00:00;null;1481,938;17/06/2003 00:00:00
955;01/07/2003 00:00:00;null;1481,938;17/06/2003 00:00:00
956;01/07/2003 00:00:00;null;1481,938;17/06/2003 00:00:00
957;01/07/2003 00:00:00;null;1481,938;17/06/2003 00:00:00
958;01/07/2003 00:00:00;null;461,445;17/06/2003 00:00:00
959;01/07/2003 00:00:00;null;461,445;17/06/2003 00:00:00
960;01/07/2003 00:00:00;null;461,445;17/06/2003 00:00:00
961;01/07/2003 00:00:00;null;461,445;17/06/2003 00:00:00
962;01/07/2003 00:00:00;null;461,445;17/06/2003 00:00:00
963;01/07/2003 00:00:00;null;461,445;17/06/2003 00:00:00
964;01/07/2003 00:00:00;null;461,445;17/06/2003 00:00:00
965;01/07/2003 00:00:00;null;461,445;17/06/2003 00:00:00
966;01/07/2003 00:00:00;null;1481,938;17/06/2003 00:00:00
967;01/07/2003 00:00:00;null;1481,938;17/06/2003 00:00:00
968;01/07/2003 00:00:00;null;1481,938;17/06/2003 00:00:00
969;01/07/2003 00:00:00;null;1481,938;17/06/2003 00:00:00
970;01/07/2003 00:00:00;null;755,151;17/06/2003 00:00:00
971;01/07/2003 00:00:00;null;755,151;17/06/2003 00:00:00
972;01/07/2003 00:00:00;null;755,151;17/06/2003 00:00:00
973;01/07/2003 00:00:00;null;1082,51;17/06/2003 00:00:00
974;01/07/2003 00:00:00;null;1082,51;17/06/2003 00:00:00
975;01/07/2003 00:00:00;null;1082,51;17/06/2003 00:00:00
976;01/07/2003 00:00:00;null;1082,51;17/06/2003 00:00:00
977;01/07/2003 00:00:00;null;343,65;17/06/2003 00:00:00
978;01/07/2003 00:00:00;null;461,445;17/06/2003 00:00:00
979;01/07/2003 00:00:00;null;461,445;17/06/2003 00:00:00
980;01/07/2003 00:00:00;null;419,778;17/06/2003 00:00:00
981;01/07/2003 00:00:00;null;419,778;17/06/2003 00:00:00
982;01/07/2003 00:00:00;null;419,778;17/06/2003 00:00:00
983;01/07/2003 00:00:00;null;419,778;17/06/2003 00:00:00
984;01/07/2003 00:00:00;null;308,218;17/06/2003 00:00:00
985;01/07/2003 00:00:00;null;308,218;17/06/2003 00:00:00
986;01/07/2003 00:00:00;null;308,218;17/06/2003 00:00:00
987;01/07/2003 00:00:00;null;308,218;17/06/2003 00:00:00
988;01/07/2003 00:00:00;null;308,218;17/06/2003 00:00:00
989;01/07/2003 00:00:00;null;294,58;17/06/2003 00:00:00
990;01/07/2003 00:00:00;null;294,58;17/06/2003 00:00:00
991;01/07/2003 00:00:00;null;294,58;17/06/2003 00:00:00
992;01/07/2003 00:00:00;null;294,58;17/06/2003 00:00:00
993;01/07/2003 00:00:00;null;294,58;17/06/2003 00:00:00
994;01/07/2003 00:00:00;null;23,972;17/06/2003 00:00:00
995;01/07/2003 00:00:00;null;44,951;17/06/2003 00:00:00
996;01/07/2003 00:00:00;null;53,942;17/06/2003 00:00:00
997;01/07/2003 00:00:00;null;343,65;17/06/2003 00:00:00
998;01/07/2003 00:00:00;null;343,65;17/06/2003 00:00:00
999;01/07/2003 00:00:00;null;343,65;17/06/2003 00:00:00
