"CustomerID";"TerritoryID";"AccountNumber";"CustomerType";"rowguid";"ModifiedDate"
15711;10;"AW00015711";"I";0xE87121619003D9499488576C1E11A3A1;13/10/2004 11:15:07
15712;10;"AW00015712";"I";0x94E5E21FADCF194EAF0D0E5115BEE6EC;13/10/2004 11:15:07
15713;10;"AW00015713";"I";0x2DF9E69E7D55994AACBAF16E7C2E4FE8;13/10/2004 11:15:07
15714;7;"AW00015714";"I";0x36AD0C16C2B2BF41AEFB7D01F2A7F91E;13/10/2004 11:15:07
15715;9;"AW00015715";"I";0xEBA9B58E36A4FF429987093ACDF33451;13/10/2004 11:15:07
15716;9;"AW00015716";"I";0xC9B6F663CE29AE458175A34552959A26;13/10/2004 11:15:07
15717;9;"AW00015717";"I";0xB1C6B2E08D2C9F4290245847395392F6;13/10/2004 11:15:07
15718;9;"AW00015718";"I";0x1955715EFCC53443A1CA837BD652FC32;13/10/2004 11:15:07
15719;9;"AW00015719";"I";0xA0D6CF758CA0514EB7EC328EFCA5F9B1;13/10/2004 11:15:07
15720;9;"AW00015720";"I";0xA347B5C66899A941B8CE2611335DD6C8;13/10/2004 11:15:07
15721;9;"AW00015721";"I";0x410AF370E93DE84EB80677780C8BD088;13/10/2004 11:15:07
15722;9;"AW00015722";"I";0x82C91288C1B859489F8DC59A7BF851F2;13/10/2004 11:15:07
15723;9;"AW00015723";"I";0xE08435593E63BA479243D6B3ACADFC54;13/10/2004 11:15:07
15724;9;"AW00015724";"I";0x1549ABC48E7F26499C4C39A6B05AD5D0;13/10/2004 11:15:07
15725;9;"AW00015725";"I";0x0B55A31C56C1054FA712275ED72FCF04;13/10/2004 11:15:07
15726;9;"AW00015726";"I";0xA2B914F6F41C074ABC2D1CDB4C6DC64F;13/10/2004 11:15:07
15727;9;"AW00015727";"I";0x8DAAC49D6BAA7E4EAAA7C3446E4F1B29;13/10/2004 11:15:07
15728;9;"AW00015728";"I";0x40191B0497C865489425DFA8B6BD4077;13/10/2004 11:15:07
15729;9;"AW00015729";"I";0xF9826879E3725E46BC155240C10B9548;13/10/2004 11:15:07
15730;9;"AW00015730";"I";0x2EC0F8A51309E44B86936C71B567FEBC;13/10/2004 11:15:07
15731;9;"AW00015731";"I";0xFD1D41D66AE02F4786F420FC85930A1B;13/10/2004 11:15:07
15732;9;"AW00015732";"I";0x2E7C517E97FE3345B699EB5CC47248A4;13/10/2004 11:15:07
15733;9;"AW00015733";"I";0xE511D699578E4C4C80653150A71AF67C;13/10/2004 11:15:07
15734;9;"AW00015734";"I";0xDB77DCCB6208F5468245C8A3CE2FD8A7;13/10/2004 11:15:07
15735;9;"AW00015735";"I";0x3CD5C279DD61834BAE018668FE2D9EA6;13/10/2004 11:15:07
15736;4;"AW00015736";"I";0x07809453D700484885DF82B9A58C0B85;13/10/2004 11:15:07
15737;1;"AW00015737";"I";0xB1D0D758AD328A47A262FB42A3758A24;13/10/2004 11:15:07
15738;4;"AW00015738";"I";0x476AA93A8DA94744A3BA977591CF8023;13/10/2004 11:15:07
15739;4;"AW00015739";"I";0xE1B0285095C4F243A41C2FF433836A3F;13/10/2004 11:15:07
15740;1;"AW00015740";"I";0x17FD2934840EF64791C28A3B21BD2EDA;13/10/2004 11:15:07
15741;4;"AW00015741";"I";0xF11CF388AF87CD478A43AB698048618D;13/10/2004 11:15:07
15742;4;"AW00015742";"I";0x3CCE7F0CAE0E7E4890377FB0F27BF148;13/10/2004 11:15:07
15743;1;"AW00015743";"I";0x24A24C9E0896E64E85B9AA291FD4DE0E;13/10/2004 11:15:07
15744;1;"AW00015744";"I";0x3E63ACA53E79DF439D7794B50E9A7700;13/10/2004 11:15:07
15745;1;"AW00015745";"I";0xED66EE9126F33A4C915B8499641D777B;13/10/2004 11:15:07
15746;1;"AW00015746";"I";0xDB3FDA7E263FA54081C51DEEB37D824E;13/10/2004 11:15:07
15747;4;"AW00015747";"I";0xB2CB59411F1FCF469365E41987A95A18;13/10/2004 11:15:07
15748;6;"AW00015748";"I";0x6C7946BAE545CD40BF8215FB02E4B50F;13/10/2004 11:15:07
15749;1;"AW00015749";"I";0x52B4F460ED476643B87031FCA327009D;13/10/2004 11:15:07
15750;4;"AW00015750";"I";0x9B0E1ACBD54B934BBED4242CBDA8FCF2;13/10/2004 11:15:07
15751;9;"AW00015751";"I";0x9C34F2E16B3A424DBC27F3EEAA6A440B;13/10/2004 11:15:07
15752;9;"AW00015752";"I";0x2D9933C01CAD314FA174D256D0D09BEA;13/10/2004 11:15:07
15753;9;"AW00015753";"I";0x65DD6C37B4EA1145B79C2C950ED04BED;13/10/2004 11:15:07
15754;9;"AW00015754";"I";0xA069C9C5F661BC429A20663E967B2307;13/10/2004 11:15:07
15755;9;"AW00015755";"I";0x533F3FE3AEABBC468F53109AEF7D1DC9;13/10/2004 11:15:07
15756;9;"AW00015756";"I";0x634152C6C4742B438177B29FAA423A0B;13/10/2004 11:15:07
15757;9;"AW00015757";"I";0x150D69134AFF7949BA4FF6EB3B454FB6;13/10/2004 11:15:07
15758;9;"AW00015758";"I";0xF3B501163E5E4D45972711BD74A1CCA8;13/10/2004 11:15:07
15759;1;"AW00015759";"I";0x9FA6B2AFE7EDD344B5B7918F494B7971;13/10/2004 11:15:07
15760;6;"AW00015760";"I";0x5412362868DBE242AB522F2B36E2D3D8;13/10/2004 11:15:07
15761;6;"AW00015761";"I";0x6F7FB5CCB00F5D41A7943D28F84F1D9F;13/10/2004 11:15:07
15762;6;"AW00015762";"I";0x6BF331D77726454193A6A4E5D773EEB9;13/10/2004 11:15:07
15763;1;"AW00015763";"I";0x49DF996F4C8EB94D83DE8BEEFD211DCB;13/10/2004 11:15:07
15764;9;"AW00015764";"I";0x306CA31E1E9D5C48AE46A80020072EE0;13/10/2004 11:15:07
15765;9;"AW00015765";"I";0xEEE8AC49FD0BB04C941B594528D0F4E0;13/10/2004 11:15:07
15766;9;"AW00015766";"I";0xE9D2E782F940FE44BA934AC1F7CC6496;13/10/2004 11:15:07
15767;9;"AW00015767";"I";0x3CAA8CB37A7A734097BE56F9A9EE81A8;13/10/2004 11:15:07
15768;4;"AW00015768";"I";0x7E9B9B7EF6744C4E978CFE0AC5E4B5D9;13/10/2004 11:15:07
15769;4;"AW00015769";"I";0x1797F0CE52145B49A16BD834C240E191;13/10/2004 11:15:07
15770;4;"AW00015770";"I";0x81E788D23D7CAF4CBCB23464B64C81C3;13/10/2004 11:15:07
15771;1;"AW00015771";"I";0x647D843784C409478CD135458362630D;13/10/2004 11:15:07
15772;4;"AW00015772";"I";0x11B499E4C45FBC409C1FB7A330CE41B9;13/10/2004 11:15:07
15773;4;"AW00015773";"I";0x121D88156B654642B2273D25B0C700C4;13/10/2004 11:15:07
15774;1;"AW00015774";"I";0x603E7887F072CF4F997B9448DAD57336;13/10/2004 11:15:07
15775;1;"AW00015775";"I";0x5A21A789DA9B2C458EF4CF4B0323666D;13/10/2004 11:15:07
15776;4;"AW00015776";"I";0xE08F61F433E30441BE68D8D9EC556AB3;13/10/2004 11:15:07
15777;1;"AW00015777";"I";0x109C1D057A2C2046894D1E204FC88032;13/10/2004 11:15:07
15778;1;"AW00015778";"I";0xC3B4EC7098F89145BB00D47C2E54E2E0;13/10/2004 11:15:07
15779;1;"AW00015779";"I";0x5F7DB74FA5F1D845AFB122917DF6DB9D;13/10/2004 11:15:07
15780;4;"AW00015780";"I";0xB4C27344DF4CCB478F53A128ED6FD78A;13/10/2004 11:15:07
15781;4;"AW00015781";"I";0x87D6851554509F4CAAE130D05E727F58;13/10/2004 11:15:07
15782;1;"AW00015782";"I";0xBBC1207E41A3E2429313BB516457778A;13/10/2004 11:15:07
15783;9;"AW00015783";"I";0x8D99CCAD623D1D45B7561D598B2C15BC;13/10/2004 11:15:07
15784;9;"AW00015784";"I";0xDF49BFFB6FAC9240B55DF7A724152C36;13/10/2004 11:15:07
15785;9;"AW00015785";"I";0xD86F784ABA82BD4C821F6E4966D206A4;13/10/2004 11:15:07
15786;9;"AW00015786";"I";0xD86AAB0A1D5AB7488316EA447DDF200B;13/10/2004 11:15:07
15787;9;"AW00015787";"I";0xE9D6809FE2DBDA40A0AB5F5EEA8D00BC;13/10/2004 11:15:07
15788;9;"AW00015788";"I";0xC938490B0CDD394D9B185EE78D842A78;13/10/2004 11:15:07
15789;9;"AW00015789";"I";0x0B83D66818B46548A20FE71EB2E43C8A;13/10/2004 11:15:07
15790;9;"AW00015790";"I";0x4193B2F10FA7FB409B13FCB04A39A6A5;13/10/2004 11:15:07
15791;9;"AW00015791";"I";0xEB337ACC9F4C454F9BE3964CE8F74130;13/10/2004 11:15:07
15792;9;"AW00015792";"I";0x100606F72202034381FD683B38DA2DFE;13/10/2004 11:15:07
15793;9;"AW00015793";"I";0x422838D7F64AB74084C8B6E2737A3850;13/10/2004 11:15:07
15794;9;"AW00015794";"I";0x7364AEAF3C15EF4F85CEEC124AB77728;13/10/2004 11:15:07
15795;9;"AW00015795";"I";0x27FE0A321EFD90448A4A22E308F8AB9C;13/10/2004 11:15:07
15796;9;"AW00015796";"I";0x174A31F029976846A6F68028800F2CFE;13/10/2004 11:15:07
15797;9;"AW00015797";"I";0x5E9A07D23C92214DB306892A8C14795C;13/10/2004 11:15:07
15798;9;"AW00015798";"I";0xEA47C1A0D351DB41866D030AACD7BC67;13/10/2004 11:15:07
15799;9;"AW00015799";"I";0xCC04C7E0DF105D4A9138EB019CC08198;13/10/2004 11:15:07
15800;9;"AW00015800";"I";0x84273E189790A848BE532BC4B7944551;13/10/2004 11:15:07
15801;9;"AW00015801";"I";0xD8A167FE3B45AF41B85DF64DEAA73A82;13/10/2004 11:15:07
15802;9;"AW00015802";"I";0x6144C0BD8D813648950498C6DD76EA8E;13/10/2004 11:15:07
15803;9;"AW00015803";"I";0xE1D2C0C8E6355343AFAF8D133E9D75BF;13/10/2004 11:15:07
15804;9;"AW00015804";"I";0x46963ACED7B97245A8D7D7CEE59B6BB1;13/10/2004 11:15:07
15805;9;"AW00015805";"I";0x056BD852B1506B4698A956E130EFB2D8;13/10/2004 11:15:07
15806;9;"AW00015806";"I";0xFF6AA63D560514439D899C7C0EB7184D;13/10/2004 11:15:07
15807;9;"AW00015807";"I";0x70A30F0171187A409B07A8B9B8F509C5;13/10/2004 11:15:07
15808;9;"AW00015808";"I";0xD6E30CF6AF4C77448F85A8CDCC711C88;13/10/2004 11:15:07
15809;9;"AW00015809";"I";0xA384220E21CD7D479C9475258ACA7ACF;13/10/2004 11:15:07
15810;9;"AW00015810";"I";0x134E99E9CA2EBA45A4FE1AE8F273328F;13/10/2004 11:15:07
15811;9;"AW00015811";"I";0xC74CD0938A7B694BBBFDEED8CFBFD292;13/10/2004 11:15:07
15812;9;"AW00015812";"I";0x06EF3FA671F34042B4D590C51225C844;13/10/2004 11:15:07
15813;4;"AW00015813";"I";0x4B3F184138488348AC814D1B5DE462F2;13/10/2004 11:15:07
15814;4;"AW00015814";"I";0x0441CC567028C24E8C20FE4D214764DE;13/10/2004 11:15:07
15815;6;"AW00015815";"I";0xE24436493BD30D48AA05E05F87D3A3DD;13/10/2004 11:15:07
15816;6;"AW00015816";"I";0x2AE36EB54ED20D46A1191131BE1755D3;13/10/2004 11:15:07
15817;1;"AW00015817";"I";0xF885A62164EA8A4B91014D1B6C7D1505;13/10/2004 11:15:07
15818;1;"AW00015818";"I";0xA6CA24FFF9832043B17DF7C2C4753B3E;13/10/2004 11:15:07
15819;1;"AW00015819";"I";0xFB11A74D88219444B7FC5BC2D7F2E8D2;13/10/2004 11:15:07
15820;1;"AW00015820";"I";0x80F2F0D9FC17E94DA9882C4695AC4F35;13/10/2004 11:15:07
15821;4;"AW00015821";"I";0xBD11DA2A0DD9D74FA3BB3B34212C1D76;13/10/2004 11:15:07
15822;9;"AW00015822";"I";0x253CDC0D2AC52D4B8E7A3AD12F83F77B;13/10/2004 11:15:07
15823;9;"AW00015823";"I";0xB6CFAADAB574884594D20FE093218F09;13/10/2004 11:15:07
15824;4;"AW00015824";"I";0x3003A92E7479F24897AF65AC9C25675D;13/10/2004 11:15:07
15825;1;"AW00015825";"I";0xDAC7CE2F01D86A4E8D758567D9243E9E;13/10/2004 11:15:07
15826;6;"AW00015826";"I";0x4FB897B65B036C41B9330A802EF552DE;13/10/2004 11:15:07
15827;1;"AW00015827";"I";0x0DA7C6398CB49646B860437443BEEC03;13/10/2004 11:15:07
15828;9;"AW00015828";"I";0xFDFFE580E2AB984596EDB3F2BE97C191;13/10/2004 11:15:07
15829;9;"AW00015829";"I";0x2A674CC7F810FC47AD2FCD13B9DA28FC;13/10/2004 11:15:07
15830;9;"AW00015830";"I";0xE308F541B09A9B4A90AA72728858C164;13/10/2004 11:15:07
15831;9;"AW00015831";"I";0x2C24BC1A8067AB4B9F57D47917E37AD8;13/10/2004 11:15:07
15832;9;"AW00015832";"I";0x25875219BC0D05409038222389687368;13/10/2004 11:15:07
15833;9;"AW00015833";"I";0xA923A3D55B69D348B4E6CE60A296D426;13/10/2004 11:15:07
15834;1;"AW00015834";"I";0xABD162DC92BD5543998AF893B7604472;13/10/2004 11:15:07
15835;4;"AW00015835";"I";0xDB1C9BBC9BB3C2488BE22A2DBF963331;13/10/2004 11:15:07
15836;4;"AW00015836";"I";0x57803D1C9932C345B8D2AD86732E974E;13/10/2004 11:15:07
15837;1;"AW00015837";"I";0xF798E78E901BE74493C17CAD83A40D46;13/10/2004 11:15:07
15838;4;"AW00015838";"I";0xFE08A32FFFB5B7459115F0D0B1CA3970;13/10/2004 11:15:07
15839;4;"AW00015839";"I";0xD3FACC93167E7B4A98E075DC2C735DB3;13/10/2004 11:15:07
15840;1;"AW00015840";"I";0xB1CECB5A8DD9C144BEA87DDFA8135B71;13/10/2004 11:15:07
15841;4;"AW00015841";"I";0xDFD52FD69768F44D8CF294BCBACE856F;13/10/2004 11:15:07
15842;1;"AW00015842";"I";0xB53EB2498C18E941ACCA96A3A3633F7C;13/10/2004 11:15:07
15843;1;"AW00015843";"I";0x729E44E6E6D8EF48BB7CA3BBE358AA55;13/10/2004 11:15:07
15844;4;"AW00015844";"I";0x822AC37971D3704CA9EBE323288C34EB;13/10/2004 11:15:07
15845;1;"AW00015845";"I";0x48952699182BD0418A122E311F55E3F0;13/10/2004 11:15:07
15846;6;"AW00015846";"I";0xAA8B7C73B7146C479B83039CD2635B7B;13/10/2004 11:15:07
15847;6;"AW00015847";"I";0xE9ED77A03D4F5A4B9FCE80593DE07833;13/10/2004 11:15:07
15848;1;"AW00015848";"I";0x1CB2E1708B0CE0458943E7FF09160D90;13/10/2004 11:15:07
15849;1;"AW00015849";"I";0xF14FD181DE879D4AA96CB433AC3784CA;13/10/2004 11:15:07
15850;6;"AW00015850";"I";0x6C8646E040B8F14ABD704DA5D245C32E;13/10/2004 11:15:07
15851;1;"AW00015851";"I";0xD64317471582C8488F19FC70D082C7D8;13/10/2004 11:15:07
15852;4;"AW00015852";"I";0x801A46CC47C53649BFAACFCACD9C1EDB;13/10/2004 11:15:07
15853;4;"AW00015853";"I";0x9E249090A290E44DB9CEC51984EEC8B5;13/10/2004 11:15:07
15854;4;"AW00015854";"I";0x7C8240CC4AFEE246AE75201D9BD55AD1;13/10/2004 11:15:07
15855;4;"AW00015855";"I";0xB5499345F626334E8AD66F7C0A126DBF;13/10/2004 11:15:07
15856;6;"AW00015856";"I";0xB9D21AFFA294184E8746AB64B3E48047;13/10/2004 11:15:07
15857;4;"AW00015857";"I";0xAE0E8EF6D3950748A1269BACE8C7A11C;13/10/2004 11:15:07
15858;4;"AW00015858";"I";0x8CD929A9492B914CBA994890044306A0;13/10/2004 11:15:07
15859;6;"AW00015859";"I";0xFD9C12A78617F64494AE81DA4EB6880F;13/10/2004 11:15:07
15860;1;"AW00015860";"I";0xE220B4CCCEE0F545AC6D64374AD1F723;13/10/2004 11:15:07
15861;4;"AW00015861";"I";0x9917C5EA2673C044AECB23E2891F9E8A;13/10/2004 11:15:07
15862;4;"AW00015862";"I";0xCA110195B98916438D518D2D5E6DD668;13/10/2004 11:15:07
15863;6;"AW00015863";"I";0xCC28B85D11C01F43A51EEDB12537FB95;13/10/2004 11:15:07
15864;6;"AW00015864";"I";0xAC1DEC3E21190B469BDB128FEAC7300E;13/10/2004 11:15:07
15865;4;"AW00015865";"I";0xE0C6509D0870564B8BC1FD768E7544AE;13/10/2004 11:15:07
15866;6;"AW00015866";"I";0x384C0C87C38A1547AA99F8A43400D0DA;13/10/2004 11:15:07
15867;1;"AW00015867";"I";0x509F407086A2CD468A2D142FB8135101;13/10/2004 11:15:07
15868;6;"AW00015868";"I";0x2BAA9410F93664488083FF3291E45773;13/10/2004 11:15:07
15869;1;"AW00015869";"I";0xD2446ECEA90AFE4888C2F63E2CE82616;13/10/2004 11:15:07
15870;1;"AW00015870";"I";0xF80400C2C86D7945B8B12D4718D29A27;13/10/2004 11:15:07
15871;1;"AW00015871";"I";0xA5AB1BFF0A8B0D4D87534CFF60623B29;13/10/2004 11:15:07
15872;6;"AW00015872";"I";0x4A029F444F585F4EA45023633785E306;13/10/2004 11:15:07
15873;4;"AW00015873";"I";0x3770390B33032B40869288402811F12A;13/10/2004 11:15:07
15874;6;"AW00015874";"I";0x9CAA499A295537469EA18893718BA3BD;13/10/2004 11:15:07
15875;4;"AW00015875";"I";0xF9D0E35900423B438B34D54EDD9DCDAB;13/10/2004 11:15:07
15876;6;"AW00015876";"I";0x351FABCABC2432459235A51E6B0DA23E;13/10/2004 11:15:07
15877;4;"AW00015877";"I";0x3BB427D637427A4983E1CAEFB2BA8DEA;13/10/2004 11:15:07
15878;6;"AW00015878";"I";0x981CBC9E0C4A1F438DF605168BA7845F;13/10/2004 11:15:07
15879;6;"AW00015879";"I";0x47C7EC754483CD46A75D76676717F284;13/10/2004 11:15:07
15880;1;"AW00015880";"I";0xCA8CF3698866C64E808DEF97B43F2849;13/10/2004 11:15:07
15881;6;"AW00015881";"I";0x3948A673069C9142A73942A27F941C3B;13/10/2004 11:15:07
15882;1;"AW00015882";"I";0x481964D0D0D3FE40AEECA4AF52DCF3BE;13/10/2004 11:15:07
15883;4;"AW00015883";"I";0xFBAFA1859948D543AF8C647CFA026BD2;13/10/2004 11:15:07
15884;4;"AW00015884";"I";0xE207E659302A7042A773BB78E958AB86;13/10/2004 11:15:07
15885;1;"AW00015885";"I";0x20B7608472B3EB479D83FD19FE34195C;13/10/2004 11:15:07
15886;4;"AW00015886";"I";0x58F4308DD795524DB4B388E9BEAD716B;13/10/2004 11:15:07
15887;1;"AW00015887";"I";0x001E8A5F29174347A7232EDC5D6B9C8D;13/10/2004 11:15:07
15888;1;"AW00015888";"I";0xA37FF0C15285A442B23BDD69F85A24BC;13/10/2004 11:15:07
15889;6;"AW00015889";"I";0xE67E45ECE3B8824F88C7A35AF8478174;13/10/2004 11:15:07
15890;4;"AW00015890";"I";0xBB8BCF0C36B6DD4AAED07FDCB42AC015;13/10/2004 11:15:07
15891;4;"AW00015891";"I";0xFBD3B740471EC64EA864D9882148D044;13/10/2004 11:15:07
15892;1;"AW00015892";"I";0x1D008128F77C394BABC864318FD31408;13/10/2004 11:15:07
15893;1;"AW00015893";"I";0xFE81D161B2BBAE4B979CBF7122D30074;13/10/2004 11:15:07
15894;1;"AW00015894";"I";0x4BBD13CD4413A441B0E3DF45C1110FFA;13/10/2004 11:15:07
15895;4;"AW00015895";"I";0x68D935A10C41A7458EE7E0B305594929;13/10/2004 11:15:07
15896;4;"AW00015896";"I";0x33FFCD4B7D09D7479986C90C1C439E2F;13/10/2004 11:15:07
15897;4;"AW00015897";"I";0x122F6D072FC48B4188D3713F1C352AE5;13/10/2004 11:15:07
15898;1;"AW00015898";"I";0xD2F11CCBE2F03E449733B55CFA57BEF0;13/10/2004 11:15:07
15899;4;"AW00015899";"I";0x6A42F1CE100A3042BEF6A81335909CAB;13/10/2004 11:15:07
15900;6;"AW00015900";"I";0x1B74CF75072ADD4CAA1B759A8B8F1C12;13/10/2004 11:15:07
15901;1;"AW00015901";"I";0x329F34B7EDC9AB46B1DBC8E9C975DE73;13/10/2004 11:15:07
15902;1;"AW00015902";"I";0xC4DE8A62733E734B9B3034EF9BCCBC0C;13/10/2004 11:15:07
15903;4;"AW00015903";"I";0xFAB2E03A32D25E4780335309E3630498;13/10/2004 11:15:07
15904;4;"AW00015904";"I";0x1E94E6707C6E0143BD7600DFB0918131;13/10/2004 11:15:07
15905;6;"AW00015905";"I";0xA7057D8C9EE85B4F8CF313EDD51FCB34;13/10/2004 11:15:07
15906;6;"AW00015906";"I";0xA1EE6F6678209842A712148B8505B109;13/10/2004 11:15:07
15907;1;"AW00015907";"I";0xE4C4F3D5815856468C83F2217E961414;13/10/2004 11:15:07
15908;4;"AW00015908";"I";0xA4D8B47553A9554A9215C43A57E888F2;13/10/2004 11:15:07
15909;4;"AW00015909";"I";0xDDC1430C1F2FE444BC8275796F831985;13/10/2004 11:15:07
15910;4;"AW00015910";"I";0xAD9C0CE9F466B84E9E8954C5606F4760;13/10/2004 11:15:07
15911;1;"AW00015911";"I";0x713AB8F35142DF428F24BC9C5F328CF3;13/10/2004 11:15:07
15912;4;"AW00015912";"I";0x5BDF8BC3E62AAF45B629798248C040FA;13/10/2004 11:15:07
15913;6;"AW00015913";"I";0xEADC4785EC2F444BADB274E9129B258A;13/10/2004 11:15:07
15914;1;"AW00015914";"I";0x877A04F2CB97604B9AAC02AF8D0B02DD;13/10/2004 11:15:07
15915;4;"AW00015915";"I";0xAC0EC0B43022CF4B96E01DF404DED36C;13/10/2004 11:15:07
15916;6;"AW00015916";"I";0x48110C84ED7C7043B9074486BA12BA6D;13/10/2004 11:15:07
15917;6;"AW00015917";"I";0xC6793C8CD9905046A01A3F8ED1F5B6FC;13/10/2004 11:15:07
15918;1;"AW00015918";"I";0x543F8A0869A71C4C89403343F7AEB0E6;13/10/2004 11:15:07
15919;10;"AW00015919";"I";0xB8C2BB47FB8A484EA5EB3A2E528B9825;13/10/2004 11:15:07
15920;7;"AW00015920";"I";0x5A88AD3F161FC943AFE427B39CB62D99;13/10/2004 11:15:07
15921;7;"AW00015921";"I";0xD4F87BBCABBAE04097F7281F728591CA;13/10/2004 11:15:07
15922;10;"AW00015922";"I";0xC837741104FE7C49B87CD73F23F6C4DC;13/10/2004 11:15:07
15923;7;"AW00015923";"I";0x9E3491D42CB01B4F98B97B37E145D5FB;13/10/2004 11:15:07
15924;7;"AW00015924";"I";0x0B878E70BBE8404CACF27F2F92722350;13/10/2004 11:15:07
15925;7;"AW00015925";"I";0x6D2C319794FEA5478E58DD1876A05215;13/10/2004 11:15:07
15926;8;"AW00015926";"I";0x4638FE9E71587040BFC310101CB447FD;13/10/2004 11:15:07
15927;8;"AW00015927";"I";0xE0724A0EC10CD041B07E999B1EE292C3;13/10/2004 11:15:07
15928;8;"AW00015928";"I";0x0CF4743FCF7CDE4F9AEB5E5324488DD1;13/10/2004 11:15:07
15929;10;"AW00015929";"I";0x4891FCF76EFF124FA437CE7B5116C770;13/10/2004 11:15:07
15930;7;"AW00015930";"I";0xD307F23A1A94E2448081F5EAE86DDEE0;13/10/2004 11:15:07
15931;7;"AW00015931";"I";0x777A6F257071B5488F1031CB8644BF25;13/10/2004 11:15:07
15932;8;"AW00015932";"I";0xCCA86175C6E4DC4395DC55E66C11E914;13/10/2004 11:15:07
15933;10;"AW00015933";"I";0x63DAF413AADDA24A9F3AC556E871058C;13/10/2004 11:15:07
15934;1;"AW00015934";"I";0xA08969396DBDF44C98C72F3367D61555;13/10/2004 11:15:07
15935;1;"AW00015935";"I";0xC78D1785A982FD48844B91AB11193AD6;13/10/2004 11:15:07
15936;1;"AW00015936";"I";0xA77568954E461F4C8EE8A8770FD4D63D;13/10/2004 11:15:07
15937;1;"AW00015937";"I";0x4288C2CADC3EEF4180879C08FC304AD6;13/10/2004 11:15:07
15938;1;"AW00015938";"I";0x30FFF00738BE3E4F85B3D94BBEBF4602;13/10/2004 11:15:07
15939;1;"AW00015939";"I";0xDB50F6DB2925BE40A868FD59595805E1;13/10/2004 11:15:07
15940;1;"AW00015940";"I";0x3613B50754A8E449980DB968492FBD0B;13/10/2004 11:15:07
15941;4;"AW00015941";"I";0x8A13412CA6D857418F5593F8567ABA0D;13/10/2004 11:15:07
15942;6;"AW00015942";"I";0x064895DE49C77E419453D02BE3FBD7FD;13/10/2004 11:15:07
15943;6;"AW00015943";"I";0x5F06AA624C0C6B499BE95C6647281AB8;13/10/2004 11:15:07
15944;1;"AW00015944";"I";0x1F509AB8B1150A43BE583C49013B5DB4;13/10/2004 11:15:07
15945;1;"AW00015945";"I";0x94A698B03AF1DE48BC61EE309117B0EE;13/10/2004 11:15:07
15946;4;"AW00015946";"I";0x73357EFE2B9C4D44A7A1DF38C9D81DD0;13/10/2004 11:15:07
15947;4;"AW00015947";"I";0xF114703C332EAA499D2A374468D148B1;13/10/2004 11:15:07
15948;4;"AW00015948";"I";0x9FE9DB40542C914CB053651F12E7DE2B;13/10/2004 11:15:07
15949;4;"AW00015949";"I";0x0BDA54EE358F58468C1DFB5072D49328;13/10/2004 11:15:07
15950;1;"AW00015950";"I";0x903CA524FA36644897955842A981D740;13/10/2004 11:15:07
15951;1;"AW00015951";"I";0x21359D730DCE7B40B544C6805D2CD039;13/10/2004 11:15:07
15952;1;"AW00015952";"I";0xC1F9BC163AA7CA449E11E5CA9F376F12;13/10/2004 11:15:07
15953;4;"AW00015953";"I";0x64B467BFBECCB343939FDE915C200CA1;13/10/2004 11:15:07
15954;4;"AW00015954";"I";0x3BDDF5CD8FE8BE4D894C390856DEEFD8;13/10/2004 11:15:07
15955;4;"AW00015955";"I";0xDCAE012342D3024DA63A51CCAD78FC95;13/10/2004 11:15:07
15956;4;"AW00015956";"I";0xB73BFAE8F034FA41B9AD0D091969D965;13/10/2004 11:15:07
15957;4;"AW00015957";"I";0x94E667243918F241B10FDA58823B3A07;13/10/2004 11:15:07
15958;1;"AW00015958";"I";0x3214C1CAD77D534788FCDDC0B01DA970;13/10/2004 11:15:07
15959;1;"AW00015959";"I";0x107A57B21CC2674AAA51A02660A7984A;13/10/2004 11:15:07
15960;4;"AW00015960";"I";0xDD346298E07C7D41A83B58B44D7C0802;13/10/2004 11:15:07
15961;4;"AW00015961";"I";0xA7B4A02A8EC4024C8A66A90C79F21924;13/10/2004 11:15:07
15962;1;"AW00015962";"I";0x2D9F337D951E4D4391D00E0E598D9E66;13/10/2004 11:15:07
15963;1;"AW00015963";"I";0xD5F790621D4D9C4C9E7104BCEA06CBEB;13/10/2004 11:15:07
15964;4;"AW00015964";"I";0xA6F4B92D6227ED42A72899CAB4E19C81;13/10/2004 11:15:07
15965;4;"AW00015965";"I";0x3338A02DD2840D4784E4461F53103D1B;13/10/2004 11:15:07
15966;1;"AW00015966";"I";0x9FF712AC60E3DE43B519E19C89333FA5;13/10/2004 11:15:07
15967;1;"AW00015967";"I";0x6D0C944F6264D842967F681A69550260;13/10/2004 11:15:07
15968;4;"AW00015968";"I";0xB8EEC27CEA094B448AE578F0D5457BBE;13/10/2004 11:15:07
15969;1;"AW00015969";"I";0xC757D17A9550204694C701A178CA2E13;13/10/2004 11:15:07
15970;4;"AW00015970";"I";0x7D9D30FCE9C24F40AFC25477A5A09425;13/10/2004 11:15:07
15971;1;"AW00015971";"I";0x8184A2ED5CB8C843A14F393EDB2C6C81;13/10/2004 11:15:07
15972;4;"AW00015972";"I";0x80B5571DD8BA45489B2DB439ACCEDA49;13/10/2004 11:15:07
15973;1;"AW00015973";"I";0xFAF6DD0411C5F442AD46C6A7B89B997F;13/10/2004 11:15:07
15974;6;"AW00015974";"I";0x27DC665B1970DA4C97581F7228734481;13/10/2004 11:15:07
