"ProductDescriptionID";"Description";"rowguid";"ModifiedDate"
1412;"??? ???? ???? ?????? ???? ??? ???? ?????? ?? ??????.";0x52C1C633FED2064EAF65B974F175E489;01/06/2003 00:00:00
1413;"???? ????? ?????? ????? ????? ?? ?????????? ?????? ?????? ????? ?? ???? ?????? ??????? ?????? ???? ???????.";0x676F6130499FF44383789497DA98E887;01/06/2003 00:00:00
1414;"???? ???? ????? ????? ?????? ????? ?? ???? ?????? ??????? ??? ????? ?? ????? ????????? ????? ??????????.";0x4F153A6C0257174983EECD14E43B6531;01/06/2003 00:00:00
1415;"??? ???? ???? ???? ??????? ??? ?????? ?????????.";0x16E95F608966CD4E9E08E6A0080ACDD2;01/06/2003 00:00:00
1416;"???? ????? ????? ?? ?????????? ???? ????? ????? ??? ????? ??????? ??????? ?????.";0x16ECF2E5C020FD4E9B624C188A376586;01/06/2003 00:00:00
1417;"???? ?????? ??? ???????? ??? ?????? ??????? ?????? ???????? ????? ???? ??????? ?????? ???????? ????? ???????.";0x0E02D83AF8CCEC45B7CBBE1A88909F3D;01/06/2003 00:00:00
1418;"???? ???????? ????? ??????? ??????? ?? ??????.";0xDFF6755DA384054182AD6956099EDE4E;01/06/2003 00:00:00
1419;"???? ??? ?????? ??? ?????? ??????? ?????? ???????? ????? ???? ??????? ?????? 1 ???? ??? ???? ????? ????? ????? ????? ?????? ??????? ???? ????.";0x31EA564104E6274A822EABCBD1FF9FC1;01/06/2003 00:00:00
1420;"???? ????? ???? ???? ????? ??????? ??? ????? ???? ??? ???? ??????? ?????? ???????.";0x7A8E4154ACE5DE4181A6E28B6CB67BD1;01/06/2003 00:00:00
1421;"????? ????? ????? ????? ??????? ??? ????? ???? ??? ??? ???? ???????.";0x097FDA955171574D82EEF40F8C933620;01/06/2003 00:00:00
1422;"?????? ?? ??????? ???? ?? ????? ????? ?? ?????? ?????? ????? ??????.";0x7E3797E517AAD14C859BAFBEAE0AB09A;01/06/2003 00:00:00
1423;"??????? ??? ????? ???????? ?? ??????????.";0xD36CFEBF250EF345B6723EEE8652D613;01/06/2003 00:00:00
1424;"?????? ????? ???????? ????? ?????.";0xB1DC944235352D45B520FBF3DE6F8F66;01/06/2003 00:00:00
1425;"??????? ?? ???? ???????? ???? ??? ???? ???????.";0x3CEEAF2E383C584EA6DA0830782D9770;01/06/2003 00:00:00
1426;"????? ????? ???????? ??????? ???? ?????.";0xC1699A477B9CA94A93B18752994D1693;01/06/2003 00:00:00
1427;"????? ????? ??????? ?????? ????? ?????? ?? ?????????? ???????.";0xE999F8C9DE9C2A49BC156302920B5EEE;01/06/2003 00:00:00
1429;"???? ????? ????? ?? ?????????? ?? ??? ????? ?? ????? ????? ?????.";0x4826DEB41849D841B9D933ACB99EDD58;01/06/2003 00:00:00
1430;"???? ???????? ????? ????? ??????? ?? ?????? ???????? ?????????.";0xB69F9924DAC5D944A5021370174157AD;01/06/2003 00:00:00
1431;"????? ??????? ???????.";0x9D1B2886F9675C43B3EADD802C58C4EF;11/03/2004 10:32:17
1432;"????? ?????? ?? ???? ?????? ??????? ?????? ????? ????? ???? ?????. ??? ???? ??????.";0x6B9B217720E5ED47AF4BD0C47E3EDC6A;01/06/2003 00:00:00
1433;"???? ???? ????? ?? ??? ????.";0xF9D6C5BA138CDD4D9B85AD65F9820FD5;01/06/2003 00:00:00
1434;"????? ?????? ???? ???????.";0x0B30076D07D5BB458F6A933AFBA626A3;01/06/2003 00:00:00
1435;"???? ???? ???? ????? ????? ?? ???? ??????. ???.";0xA3DA1492FA8FFD41BE9A864F6CA09644;01/06/2003 00:00:00
1436;"???? ???????? ???? ???? ?????? ?? ???? ?????.";0x86B5876FF26D65499C6A028AD1C9BD43;01/06/2003 00:00:00
1437;"????? ???? ?????? ????? ??? ??????? ?????? ?????.";0x0C7463D157457A44B61D132141F225EA;01/06/2003 00:00:00
1438;"???? ????? ?? ?????? ?????? ???? ?? ?????? ????? ???????.";0xC24A26793DEC7049BAD1B0F104DB7B85;01/06/2003 00:00:00
1439;"??? ?? ????? ???? ????????? ???? ???? ????? ????? ????? ?????.";0x727528EAE0A25D4391EA040C12FADAAF;01/06/2003 00:00:00
1440;"??? ?? ?????? ???? ???? ???????.";0xDBB4236DC8E6BA4AB6808DF6BC38F753;01/06/2003 00:00:00
1441;"??? ?? ?????? ????? ???? ???? ?????.";0x416C0A2E8D8BBA4099EC38BBC253DD12;01/06/2003 00:00:00
1442;"????? ??????? ?????? ???? ???? ???? ???????? ???????? ?????? ?????? ????? ???? ????? ???? ????? ????? ??? ?????.";0x6F1824D993A120499EE01BC04057A3B6;01/06/2003 00:00:00
1443;"???? ???? ????? ?? ???????? ??????.";0x7FCAFD32DD17B84089846D6EBAE9759D;01/06/2003 00:00:00
1444;"????? ???? ???? ????? ?????? ?????? ?????? ?? ???? ????? ??????.";0x570BFA73E49873499E9C07DB8BD744D7;01/06/2003 00:00:00
1445;"???? ???? ???????.";0xB220D5E6F8EEBB4F88A7909015003889;01/06/2003 00:00:00
1446;"?????? ????? ?????.";0x927878627E74084BA65CD9E3A75D79BC;01/06/2003 00:00:00
1447;"?????? ??????? ????? ???? ???????.";0x7DD6888B8010AB42B1C796B9320C8643;01/06/2003 00:00:00
1448;"?????? ?????? ???????.";0xB82CAA13551027488457E5DDDA2C25E8;01/06/2003 00:00:00
1449;"???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.";0x0419D1BF448B8D4AB336C5455521C575;01/06/2003 00:00:00
1450;"????? ???? ML ??? ?????? ????? ????? ????? ?? ??????? ???? ????? ??? ???? ??? ???? ???? ????? ?????? ??? ?? ??????? ?? ??? ????? ?????????? ???? ?? ????? ???? HL - ???? ??? ?? ???? ???????? - ????. ?????? ???????.";0xBD2D851ABFC68F4FA2289E7AA8D77BD1;01/06/2003 00:00:00
1451;"??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.";0x806802F5E7A5DE4892B0757A4BD25CC7;01/06/2003 00:00:00
1452;"???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.";0xF448E6640AB724458638298D1F244C54;01/06/2003 00:00:00
1453;"??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.";0x66D9432B1199F448AA23066CDA0E9045;01/06/2003 00:00:00
1454;"????? ??? ??? ????? ??????? ???? ??? ?????? ?????? 3 ??????? AAA.";0xBAD8283EE5636143B711CEBF32E01C31;01/06/2003 00:00:00
1455;"???? ???? ?? ?????????? ??? ?? ????? ?? ?????? ?????? ??????? ?? ??????? ??? ????? ?? ??????? ??? ???????? ???????.";0x9BDDF70A0F755A4DA42EF6E74D2CECB5;01/06/2003 00:00:00
1456;"????? ???? ???? ???? AWC ?????? 840 ?????? ?? ??????? ??? ????? ??????.";0xF7967E6E99B63A47B6B2230515B08FAE;01/06/2003 00:00:00
1457;"???? 4 ?????? ???? ???? ?? ???? ???????? ?????? ???? ????? ?????? 2 ????.";0x7B11253D688FF441A9AA3FED22DBF67A;01/06/2003 00:00:00
1458;"????? ????? ?????? ????? ???? ???????? ??????? ??????? ?? ??????.";0x3C6E81BF8C69D5439C6F3ABA14ED4967;01/06/2003 00:00:00
1459;"?????? ?? ?????? ??????? ???????? ??? ?????? ??????? ????? ?????? ??????.";0x3A2C3FED1424B646B3EB4F8D9E388CF8;01/06/2003 00:00:00
1460;"????? ?????? ?????? ??????. ????? ??? ?????. ?????? ?? ??????????. ????? ??? ?? ?????? ???????.";0x3F63F04C6BFE09458C595C67F2EF8987;01/06/2003 00:00:00
1461;"????? ????? AWC ?? ????? ?????? ????? ?? ???????? ???? ?????? ??????? ???????.";0xC9EBAB0C28EB984BAF7CB0603A94BF81;01/06/2003 00:00:00
1462;"?????? ????? ????? ?????? ????? ????? ???? ?????? ????? ??????. ????? ????? ????? ?????? ???? ????? ???????.";0x0FFB0CBE671D5F478B397C9693FE305E;01/06/2003 00:00:00
1463;"???? ?? ?? ???? ?????? ????? ????? ?????? ????? ??? ????? ????? ??? ???? ????? ???? ??????.";0x5B33C398E02B0E4A8AA3A98173952F31;01/06/2003 00:00:00
1464;"???? ?? ???? ?? ??????? ?????? ????? ????? ?????? ????? ???? ????? ??????. ?????? ????? ?????? ???? AWC.";0x932BADFECBE19943AC1C013DC46278E3;01/06/2003 00:00:00
1465;"????? ????? ?????? ?????? ?????????? ????? ??? ????? ?????? ???? ????? ?? ??????? ?????? ?? ???? ??????? ?????? ?????? ???? ???????? ?????? ??????.";0xAD8C25B69153054B9F82EB9D1D6F6833;01/06/2003 00:00:00
1466;"???? 8 ??? ??? ?????? ?????? ????? ????? ?????? ???? ?????.";0xCA6535EEEC4C47438581D4F297AF4712;01/06/2003 00:00:00
1467;"??? ????? ?????? ??????? ?????? ????? ??? ?????.";0x4C83C45361B03944B40809E77E846423;01/06/2003 00:00:00
1468;"????? ???? ????? ??? ?????? ?????? ?? ???? ??????? ???? ???? ??? ??????? ???????.";0xE5CD523487DE9249B75EF5BD1982C0AF;01/06/2003 00:00:00
1469;"???? ????? ????? ????? ??????? ????? ????? ?????? ???????. ????? ????? ????? ??????? ???????.";0x805FFEBDD70EDD49A8D557BDCE0559FB;01/06/2003 00:00:00
1470;"????? ????? ????? ??????? ???? ?????? ?????.";0x3150EF977901444084840DCBB19E7469;01/06/2003 00:00:00
1471;"????? ????? ??? ???? ?????? ??????.";0x753B55838621E244A874F49728555F64;01/06/2003 00:00:00
1472;"???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.";0xFAF7731793F20845BF970E091E79F7E9;01/06/2003 00:00:00
1473;"????? ?????? ?????. ??? ??? ??????? ????? ?? ???? ???????.";0x843B0528A1478F4A9790BF67FB5AE114;01/06/2003 00:00:00
1474;"????? ?????? ????? ?????? ?????? ??? ????? ??? ?????.";0xF8EB9E156350E84FBF95F60FA5C18F40;01/06/2003 00:00:00
1475;"???? ???? ?? ?????????? ????? ??????? ?????? ????? ??????? ??? ??????? ??????.";0xC99AAC67818EAC499E3234546E4C5DAF;01/06/2003 00:00:00
1476;"??? ?????? ?? ???? ????? ???????? ?????? ???? ???? ????? ??????.";0x0B123807392F1741959EBB284590EAAB;01/06/2003 00:00:00
1477;"???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.";0x2F36984578825542BC187BEE20E8E9C8;01/06/2003 00:00:00
1478;"?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.";0xA278B98FC4BED14CADF835874C17DD40;01/06/2003 00:00:00
1479;"???? ??? ????? ?????? ??????? ???????????? ??? 1.960 ???????? ????? ????? ????? ??????? ???????? ????? ????? ?? ???? ???.";0x89E969B1EB6F854F9D79D01711EED4DA;01/06/2003 00:00:00
1480;"????? ???????? ??????? ???????? ?? ?????????? ??????? ??????? ?? ??? ??????? ?? ?????? ??????? ?????????? ??? ?????? ?? ????? ?????.";0xC4C5C4E877BA124EACD1F89AECBCBE58;01/06/2003 00:00:00
1481;"?????? ????? ???? ????? ??????? ?????? ?????? ???????? ??? ???? ???? ??????. ????? ???? ??? ????.";0x7F7BBDADD031DB45ADA88368114E6F18;01/06/2003 00:00:00
1482;"????? ????? ???????? ??????? ???????? ????? ?????? ????????.";0x67DA865CAC12CA458FA8B19A43C30918;01/06/2003 00:00:00
1484;"Acier chromé.";0xF023347FF69E0E46A08A925AEFABD39A;01/06/2003 00:00:00
1485;"Cuvettes en alliage d'aluminium ; axe de grand diamètre.";0x8151F3DBD58C4146BAB56BDFA8441112;01/06/2003 00:00:00
1486;"Cuvettes en alliage d'aluminium et axe creux.";0x93BA573D5628F74F8B178DBED99109AB;01/06/2003 00:00:00
1487;"Adapté à tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.";0x3AAB1D5C314B9D4DA14F3CB61949B79B;01/06/2003 00:00:00
1488;"Ce vélo offre un excellent rapport qualité-prix. Vif et facile à manœuvrer, il se conduit en toute tranquillité sur les chemins et les sentiers.";0xC85E067980202041A4EABFA7EA1F1F9D;01/06/2003 00:00:00
1489;"Pour les véritables passionnés du VTT. Un vélo extrêmement robuste qui vous permettra d'aller partout, même sur les terrains difficiles, pour un budget raisonnable.";0x72334693EF82C44EBA0FDA371A6FBEF6;01/06/2003 00:00:00
1490;"Conduite sur terrains très accidentés. Idéal pour tous les niveaux de compétition. Utilise le même cadre HL que le Montain-100.";0xA7A26F2B1548B647A6BCD6AEC23B85CC;11/03/2004 10:32:17
1491;"VTT de compétition haut de gamme. Plusieurs options d'amélioration des performances : cadre HL, suspension avant particulièrement souple et traction adaptée à tous les terrains.";0x55A9733D9A28C147BF47596EB0CBBAA1;01/06/2003 00:00:00
1492;"Adapté à tous les terrains. Pour toutes les bourses.";0x71E1982184CFE2448B73342A45E18366;01/06/2003 00:00:00
1493;"Vélo d'adulte d'entrée de gamme ; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons à blocage rapide.";0x5F454379BE3FC0449AC27EE642D3944B;01/06/2003 00:00:00
1494;"Vélo très séduisant comportant de nombreuses caractéristiques des modèles haut de gamme. Bénéficie du cadre léger et rigide, mais aussi de la ligne performante qui ont fait notre réputation.";0xFE215B48B5A5F24DA2F83DE106F08EF1;01/06/2003 00:00:00
1495;"Équipé de la même technologie que tous nos vélos de route, avec un cadre femmes. Idéal pour la promenade ou la course sur route.";0x4A63978BF9525C4A93EA6B6B15D1F5DD;01/06/2003 00:00:00
1496;"Équipé de la même technologie que tous nos vélos de route. Idéal pour la promenade ou la course sur route.";0x1F0E063397C96A4DADE7C68FB620D5CE;01/06/2003 00:00:00
1497;"Un véritable vélo multi-sports, qui offre une conduite optimisée et une ligne révolutionnaire. Sa ligne aérodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.";0xDC64493E97A61F489374E6F67E89808D;01/06/2003 00:00:00
1498;"VTT, course ou promenade entre amis sur un vélo aérodynamique et léger. Bénéficie d'un système de selle perfectionné qui offre un confort optimal.";0xC5E584F4D4BF20428B2A677F2F49B3EE;01/06/2003 00:00:00
1499;"Tout terrain, course ou promenade entre amis sur un vélo aérodynamique et léger (cadre femmes). Bénéficie d'un système de selle perfectionné qui offre un confort optimal.";0xEF089C559C73794988E08165F9F6BA77;01/06/2003 00:00:00
1500;"Cadre en alliage d'aluminium qui offre une conduite légère et rapide, sur pistes ou sur routes de campagne.";0x6BFD8DDE4FA0654899A1A2A88CE92993;01/06/2003 00:00:00
1501;"Ce vélo est destiné aux champions cyclistes. Mis au point par une équipe cycliste professionnelle, ce vélo possède un cadre en aluminium traité à chaud extrêmement léger et un guidon qui permet une conduite très précise.";0xB1560C7163C4FF4887F115D2EA58B029;01/06/2003 00:00:00
1502;"Vélo de qualité pour tous usages, doté d'un bon niveau de confort et de sécurité. Présente des pneus plus larges et plus stables pour les sorties en ville ou les randonnées du week-end.";0x508028E55BBCCC458849C7D4AF2FE2B6;01/06/2003 00:00:00
1503;"La selle rembourrée offre un confort optimal. Le porte-bagages nouvellement remanié offre diverses possibilités d'ajout de paniers ou de sacoches. Ce vélo reste parfaitement stable une fois chargé.";0xC332B1288C102D419918A8C9297DFB73;01/06/2003 00:00:00
1504;"Voyagez confortablement et avec élégance. Confort et sécurité maximum. Large éventail de vitesses pour gravir toutes les côtes. Sa fabrication en alliage d'aluminium haute technologie est synonyme de robustesse, sans ajout de poids.";0xA6C4BAE30C225E4E826151E08906C0E8;01/06/2003 00:00:00
1505;"Système de changement de vitesse très performant.";0x62E76F42C44243489C02B6FA45ECC29C;01/06/2003 00:00:00
1506;"Axe très rigide.";0x34379873F7E881469D7F9ABAD24BB609;01/06/2003 00:00:00
1507;"Manivelle haute résistance.";0x51B87510EF8AC8469A97D45E1B23398C;01/06/2003 00:00:00
1508;"Pédalier triple plateaux ; manivelle en aluminium ; changement de braquet impeccable.";0x50FB237DD363414FADABEBAB93846BF7;01/06/2003 00:00:00
1509;"Patins de freinage pour tous les temps ; freinage renforcé par l'application d'une plus grande surface sur la jante.";0x6A18D85E4960B142B1B03B1F899C538B;01/06/2003 00:00:00
1510;"Conception liaison large.";0x0C3C7264D5097D4983A34561818A8F1C;01/06/2003 00:00:00
1511;"Conception robuste permettant d'absorber les chocs et d'offrir une conduite plus précise.";0x42220F4EE66E57478ECF0B9E0C23304D;01/06/2003 00:00:00
1512;"Fourche composite pour route avec tube de direction en aluminium.";0x2E2A90041978BE4EBC8A8A115DF1356E;01/06/2003 00:00:00
1513;"Fourche pour route en carbone hautes performances avec bras incurvés.";0x45AF6E2F17D2624E9676A3B22AD07DDE;01/06/2003 00:00:00
1514;"Utilise la même technologie de cadre que celle adoptée sur le cadre en aluminium ML.";0x3BB8D3F5708A644A84AB8AFE20D5791D;01/06/2003 00:00:00
1515;"Le cadre ML est un cadre en aluminium traité à chaud fabriqué avec le même niveau de détail et de qualité que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.";0x67A0A0DBFFF40B45B33C65E2EAB7AFBC;01/06/2003 00:00:00
1516;"Le cadre ML est un cadre en aluminium traité à chaud fabriqué avec le même niveau de détail et de qualité que notre cadre HL. Il offre des performances exceptionnelles. Version femmes.";0xC5BA88CE1C99BB49A97034AAC6458A80;01/06/2003 00:00:00
1517;"Doté du même alliage en aluminium que notre cadre HL haut de gamme, le ML possède un tube léger dont le diamètre est prévu pour offrir une résistance optimale. Version femmes.";0x0A99CDF30DB7C843A075934A3E98B5AA;01/06/2003 00:00:00
1518;"Roue de secours tout-terrain pour vététiste occasionnel.";0x15820E5E19C9174F821027ED63D6E605;01/06/2003 00:00:00
1519;"Roue de secours tout-terrain pour vététiste amateur à confirmé.";0xD57F174286BD834CB4BEBD10B130996B;01/06/2003 00:00:00
1520;"Roue de secours tout-terrain hautes performances.";0x897AA84F0C985B43B2981EB3AC8CA0AF;01/06/2003 00:00:00
1521;"Roue avant pour vélo de route pour cycliste occasionnel.";0xA9040D9233A5AF4694A40163A17B85B9;01/06/2003 00:00:00
1522;"Alliage robuste avec moyeu à blocage rapide.";0x468DA3A84CDC80489EC1355AEF8A3A0C;01/06/2003 00:00:00
1523;"Roue solide avec jante double paroi.";0xA9634DD13695A94DAD803D875C4DD099;01/06/2003 00:00:00
1524;"Jantes aérodynamiques pour conduite en souplesse.";0x78315FF91C63B340B9ADF58F85359321;01/06/2003 00:00:00
1525;"Barre d'appui tous usages pour conduite sur route ou tout-terrain.";0x075022B07D90C049A044F6877FA61286;01/06/2003 00:00:00
1526;"Barres d'appui en alliage d'aluminium solide pour descente.";0xEBE57F16B16D5D4F8C8AA492C553FD8F;01/06/2003 00:00:00
1527;"Barre d'appui plate suffisamment solide pour le circuit professionnel.";0xD62BA71FF70642428EA0B66348BD6DAF;01/06/2003 00:00:00
1528;"Forme très réussie destinée à faciliter l'accès aux leviers.";0x51BCFC0FA61ECF4A81D0237D5FBAE4C6;01/06/2003 00:00:00
1529;"Barre d'appui avec tube en aluminium ergonomique pour répondre aux besoins de tous les cyclistes.";0x845944C1F776654385AAB7CC431325BC;01/06/2003 00:00:00
1530;"Conçu pour la compétition ; barre d'appui ergonomique haut de gamme en alliage d'aluminium.";0xD2BE51A118353948A69D634CFA3F3EC4;01/06/2003 00:00:00
1531;"Forme très réussie destinée à diminuer la fatigue des cyclistes occasionnels.";0x66EB22AC6E7D5B4F85F0A607756DAF7A;01/06/2003 00:00:00
1532;"Barre d'appui en aluminium légère et solide pour les longues randonnées.";0x0969C6A43E15EF4A9CBB5B3AAFC794D5;01/06/2003 00:00:00
1533;"Jeu de direction de qualité sans filetage à un prix abordable.";0x78E86F1BE0C2C3449BF690736D4D68B5;01/06/2003 00:00:00
1534;"Boîtier de protection hermétique.";0x9981799C46019F4DB75B97FD0624BAF4;01/06/2003 00:00:00
1535;"Jeu de direction sans filetage 2,54 cm de grande qualité avec un dispositif de lubrification rapide.";0xCEB66F4F38732F4AB799373FB4F7FBC7;01/06/2003 00:00:00
1536;"Plate-forme allongée permettant de rouler avec tous types de chaussures ; idéal pour la randonnée.";0x0F3902619A0B5046ADBFAFEB44831BE1;01/06/2003 00:00:00
1537;"Pédales automatiques légères et robustes avec tension réglable.";0xF6E7606ACDA57B4E86129340E46BF66D;01/06/2003 00:00:00
1538;"Acier inoxydable ; facile à nettoyer.";0xC04F38F4F4866A4BA479ED9EFD957738;01/06/2003 00:00:00
1539;"Pédales automatiques - aluminium.";0xDCC01C584C287043A2D325F2D5382D8C;01/06/2003 00:00:00
1540;"Fabrication en alliage d'aluminium léger.";0xF78D45C5A044F8478053D252C5C6E564;01/06/2003 00:00:00
1541;"Pédales automatiques haut de gamme avec tension réglable.";0xD59D7EF7885A204198E241155AA5A8C1;01/06/2003 00:00:00
1542;"Pédale stable pour longs trajets.";0x55056C1FB791334A82D76DAACF545A29;01/06/2003 00:00:00
1543;"Bouchon de remplissage ; étriers en aluminium poli.";0x767850DC0059204292EE77773315E0DE;01/06/2003 00:00:00
1544;"Dérailleur en aluminium 10 vitesses avec supports de galet hermétiques.";0xCBD01A17239FFF419F041BEC6E5DA6DA;01/06/2003 00:00:00
1545;"Roue de secours tout-terrain arrière pour vététiste occasionnel.";0x7FA84BAA8BC0694DA9972DB2B740BBCC;01/06/2003 00:00:00
1546;"Roue de secours tout-terrain arrière pour vététiste amateur à confirmé.";0x061F07D708ED964DA86A90EAE504502C;01/06/2003 00:00:00
1547;"Jantes très robustes, solidité garantie.";0xCDEF499D1D73684A9883FB359C0EB2A0;01/06/2003 00:00:00
1548;"Roue de secours arrière pour cycliste occasionnel.";0xB32BE5E06569F548A141DF4DB5959F58;01/06/2003 00:00:00
1549;"Jante en alliage d'aluminium avec rayons en acier inoxydable ; pour une vitesse optimale.";0x3D8D420AA8BC8443BF1FDFAAF509859F;01/06/2003 00:00:00
1550;"Roue arrière solide avec jante doublée.";0xC3A003826A04E949B979E99276947C8E;01/06/2003 00:00:00
1551;"Excellentes jantes aérodynamiques pour une conduite en souplesse.";0x5AB7C29ACAACB941B0CF7C1FB38AC950;01/06/2003 00:00:00
1552;"Cuir synthétique. Confort amélioré grâce au couvre-selle en gel.";0xC2F10BE7223DEB49BEB74F9F4E558172;01/06/2003 00:00:00
1553;"Conçu pour absorber les chocs.";0xB41CB69BA503DA44A7F9A6ABA7292F6D;11/03/2004 10:32:17
1554;"Conception ergonomique pour randonnée longue distance confortable. Cuir de qualité.";0x783B9A08F02C37488D14D658829F545C;01/06/2003 00:00:00
1555;"Selle légère avec renfort en mousse.";0x6B6E587956822E41A5E3DCD7D7287258;01/06/2003 00:00:00
1556;"Amortisseurs en caoutchouc pour absorber les bosses.";0xE4F72EF254B0804B8577A5073C0040F7;01/06/2003 00:00:00
1557;"Selle de course légère en Kevlar. Cuir.";0x34A25CEA6418C94C9FDA341015A126C7;01/06/2003 00:00:00
1558;"Selle confortable et ergonomique profilée avec couvre-selle en gel.";0x9C386A1882F5C646B18C72ED4FF40239;01/06/2003 00:00:00
1559;"Nouvelle conception pour éviter la fatigue lors des longues randonnées.";0xE6527E9D6BCB4243AD8BE8166A073DA2;01/06/2003 00:00:00
1560;"Cadre profilé pour améliorer le confort.";0x528F319DF88B364C85A62EB250EFA560;01/06/2003 00:00:00
1561;"Traction comparable aux modèles haut de gamme, gomme de pneu moins chère.";0x74C343628BFF2B4EAB4C8BD40F723619;01/06/2003 00:00:00
1562;"Grande traction, caoutchouc haute densité.";0xD3DD7B4B600B7540B438FD2DD1CD97BB;01/06/2003 00:00:00
1563;"Traction exceptionnelle ; carbone léger renforcé.";0x0F3C158B26AFC7408BD92A5D15518B98;01/06/2003 00:00:00
1564;"Même dessin que les pneus plus chers, mais doté d'une gomme moins chère.";0x758EAEDF7F05B243A9FF3331EB15F861;01/06/2003 00:00:00
1565;"Caoutchouc plus dense que sur les autres modèles.";0x8D81C637B942914EAC63403CF709A3E3;01/06/2003 00:00:00
1566;"Carbone léger renforcé pour un confort de conduite inégalé, sans ajout de poids.";0x6F7EA37A1D017B46BFCC751D369EF4DB;01/06/2003 00:00:00
1567;"Caoutchouc haute densité.";0x53F05D67103C4240A25E5B5D24C45A18;01/06/2003 00:00:00
1568;"Tube à autovulcanisation.";0x896A397185A64B4ABCE6293790B98D53;01/06/2003 00:00:00
1569;"Tube classique tous usages.";0xC041E6552DAFAB4B8980211B2659F5FC;01/06/2003 00:00:00
1570;"Tube à usage générique.";0xDEF048DC310A334592B41C0EADC5E2E9;01/06/2003 00:00:00
1571;"Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.";0x59125EE922B8EE40AA867DE9F9E0F0EA;01/06/2003 00:00:00
1572;"Doté du même alliage en aluminium que notre cadre HL haut de gamme, le ML possède un tube léger dont le diamètre est prévu pour offrir une résistance optimale. Version hommes.";0xF9549CD18735F145BA23C887397259B7;01/06/2003 00:00:00
1573;"Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.";0x7DA128B41F8AE2489A79CF045BDF775E;01/06/2003 00:00:00
1574;"Cadre renforcé léger pour une position plus droite ; idéal pour les promenades en ville. Ligne remarquable pour un confort optimal.";0xEF924DF77DACE445AC9ADFECA6690E2E;01/06/2003 00:00:00
1575;"Le cadre HL est profilé afin d'associer élégance et robustesse ; il est prévu pour résister à une utilisation quotidienne intensive. Version hommes.";0xFC27093A49FB8E428040FE73179776D6;01/06/2003 00:00:00
1576;"Éclairage peu onéreux pour la conduite de nuit - utilise 3 piles AAA.";0x014BECE0D48FD34F9F2E1CDAA71628EF;01/06/2003 00:00:00
1577;"Le porte-bidon en aluminium est plus léger que la version VTT ; idéal pour les longues randonnées.";0x1E9B3578CA51D548AD5152A2245B438C;01/06/2003 00:00:00
1578;"Bidon d'eau avec le logo de l'équipe AWC - capacité 0,75 litre, entièrement étanche.";0x2DECD847C856314E9E6BD1AEBCC237BE;01/06/2003 00:00:00
1579;"Porte-vélo sécurisé pour 4 vélos ; fabrication en acier ; adaptable sur attache-remorque.";0xE62CF91F4657C24AB0F17F1DBE50F4DC;01/06/2003 00:00:00
1580;"Garde-boue adapté à la plupart des VTT.";0xDBB2047A763DC8468B076865662BC472;01/06/2003 00:00:00
1581;"Combinaison de fibres naturelles et synthétiques ; reste sèche et offre le confort nécessaire.";0x5E353DD7EE13B942B6F192C7E96400FA;01/06/2003 00:00:00
1582;"Très pratique. Tient dans la poche. Corps en aluminium. 11,2 bars.";0xD236D3129E8A7046B299D151C20236B1;01/06/2003 00:00:00
1583;"Conçu pour l'équipe professionnelle AWC, à bretelles, contrôle de l'humidité, peau de chamois et bande anti-remontée.";0x4AC23906D60EDE478EE31640EA6C1ABB;01/06/2003 00:00:00
1584;"Fabrication en nylon résistant étanche d'accès facile. Suffisamment grand pour les randonnées du week-end.";0xAFC7D3D3AE9F4C4D9C0DA73A13D54D26;01/06/2003 00:00:00
1585;"Entièrement rembourré, amélioration de la souplesse de mouvement des doigts, paume renforcée, fermeture réglable.";0x748D2974EA1F3E43AA0ECCEE8DF10AEB;01/06/2003 00:00:00
1586;"Paume synthétique, poignets souples, ouverture maillée anti-transpiration. Adopté par les professionnels de l'équipe AWC.";0x4BBD970C59E6204CB01968B1D4426445;01/06/2003 00:00:00
