"CurrencyRateID";"CurrencyRateDate";"FromCurrencyCode";"ToCurrencyCode";"AverageRate";"EndOfDayRate";"ModifiedDate"
1595;31/10/2001 00:00:00;"USD";"GBP";0,636;0,636;31/10/2001 00:00:00
1596;31/10/2001 00:00:00;"USD";"JPY";105,189;105,257;31/10/2001 00:00:00
1597;31/10/2001 00:00:00;"USD";"MXN";9,331;9,339;31/10/2001 00:00:00
1598;31/10/2001 00:00:00;"USD";"SAR";3,75;3,752;31/10/2001 00:00:00
1599;31/10/2001 00:00:00;"USD";"VEB";666,25;666,31;31/10/2001 00:00:00
1600;01/11/2001 00:00:00;"USD";"ARS";1,0;1,0;01/11/2001 00:00:00
1601;01/11/2001 00:00:00;"USD";"AUD";1,637;1,637;01/11/2001 00:00:00
1602;01/11/2001 00:00:00;"USD";"BRL";1,739;1,733;01/11/2001 00:00:00
1603;01/11/2001 00:00:00;"USD";"CAD";1,473;1,468;01/11/2001 00:00:00
1604;01/11/2001 00:00:00;"USD";"CNY";8,278;8,278;01/11/2001 00:00:00
1605;01/11/2001 00:00:00;"USD";"DEM";2,014;2,013;01/11/2001 00:00:00
1606;01/11/2001 00:00:00;"USD";"EUR";1,03;1,029;01/11/2001 00:00:00
1607;01/11/2001 00:00:00;"USD";"FRF";6,753;6,753;01/11/2001 00:00:00
1608;01/11/2001 00:00:00;"USD";"GBP";0,635;0,634;01/11/2001 00:00:00
1609;01/11/2001 00:00:00;"USD";"JPY";105,571;105,529;01/11/2001 00:00:00
1610;01/11/2001 00:00:00;"USD";"MXN";9,338;9,328;01/11/2001 00:00:00
1611;01/11/2001 00:00:00;"USD";"SAR";3,75;3,745;01/11/2001 00:00:00
1612;01/11/2001 00:00:00;"USD";"VEB";666,75;666,71;01/11/2001 00:00:00
1613;02/11/2001 00:00:00;"USD";"ARS";1,0;1,0;02/11/2001 00:00:00
1614;02/11/2001 00:00:00;"USD";"AUD";1,649;1,65;02/11/2001 00:00:00
1615;02/11/2001 00:00:00;"USD";"BRL";1,739;1,746;02/11/2001 00:00:00
1616;02/11/2001 00:00:00;"USD";"CAD";1,47;1,478;02/11/2001 00:00:00
1617;02/11/2001 00:00:00;"USD";"CNY";8,279;8,28;02/11/2001 00:00:00
1618;02/11/2001 00:00:00;"USD";"DEM";2,013;2,014;02/11/2001 00:00:00
1619;02/11/2001 00:00:00;"USD";"EUR";1,029;1,03;02/11/2001 00:00:00
1620;02/11/2001 00:00:00;"USD";"FRF";6,751;6,752;02/11/2001 00:00:00
1621;02/11/2001 00:00:00;"USD";"GBP";0,635;0,635;02/11/2001 00:00:00
1622;02/11/2001 00:00:00;"USD";"JPY";106,76;106,819;02/11/2001 00:00:00
1623;02/11/2001 00:00:00;"USD";"MXN";9,325;9,333;02/11/2001 00:00:00
1624;02/11/2001 00:00:00;"USD";"SAR";3,75;3,759;02/11/2001 00:00:00
1625;02/11/2001 00:00:00;"USD";"VEB";666,75;666,75;02/11/2001 00:00:00
1626;03/11/2001 00:00:00;"USD";"ARS";1,0;0,999;03/11/2001 00:00:00
1627;03/11/2001 00:00:00;"USD";"AUD";1,649;1,648;03/11/2001 00:00:00
1628;03/11/2001 00:00:00;"USD";"BRL";1,741;1,74;03/11/2001 00:00:00
1629;03/11/2001 00:00:00;"USD";"CAD";1,47;1,466;03/11/2001 00:00:00
1630;03/11/2001 00:00:00;"USD";"CNY";8,279;8,278;03/11/2001 00:00:00
1631;03/11/2001 00:00:00;"USD";"DEM";2,013;2,012;03/11/2001 00:00:00
1632;03/11/2001 00:00:00;"USD";"EUR";1,029;1,029;03/11/2001 00:00:00
1633;03/11/2001 00:00:00;"USD";"FRF";6,751;6,751;03/11/2001 00:00:00
1634;03/11/2001 00:00:00;"USD";"GBP";0,635;0,635;03/11/2001 00:00:00
1635;03/11/2001 00:00:00;"USD";"JPY";106,76;106,74;03/11/2001 00:00:00
1636;03/11/2001 00:00:00;"USD";"MXN";9,325;9,321;03/11/2001 00:00:00
1637;03/11/2001 00:00:00;"USD";"SAR";3,75;3,741;03/11/2001 00:00:00
1638;03/11/2001 00:00:00;"USD";"VEB";666,75;666,74;03/11/2001 00:00:00
1639;04/11/2001 00:00:00;"USD";"ARS";1,0;1,0;04/11/2001 00:00:00
1640;04/11/2001 00:00:00;"USD";"AUD";1,65;1,651;04/11/2001 00:00:00
1641;04/11/2001 00:00:00;"USD";"BRL";1,741;1,749;04/11/2001 00:00:00
1642;04/11/2001 00:00:00;"USD";"CAD";1,471;1,472;04/11/2001 00:00:00
1643;04/11/2001 00:00:00;"USD";"CNY";8,279;8,28;04/11/2001 00:00:00
1644;04/11/2001 00:00:00;"USD";"DEM";2,011;2,012;04/11/2001 00:00:00
1645;04/11/2001 00:00:00;"USD";"EUR";1,028;1,029;04/11/2001 00:00:00
1646;04/11/2001 00:00:00;"USD";"FRF";6,746;6,747;04/11/2001 00:00:00
1647;04/11/2001 00:00:00;"USD";"GBP";0,635;0,635;04/11/2001 00:00:00
1648;04/11/2001 00:00:00;"USD";"JPY";106,898;106,979;04/11/2001 00:00:00
1649;04/11/2001 00:00:00;"USD";"MXN";9,325;9,333;04/11/2001 00:00:00
1650;04/11/2001 00:00:00;"USD";"SAR";3,75;3,76;04/11/2001 00:00:00
1651;04/11/2001 00:00:00;"USD";"VEB";666,75;666,79;04/11/2001 00:00:00
1652;05/11/2001 00:00:00;"USD";"ARS";1,0;0,999;05/11/2001 00:00:00
1653;05/11/2001 00:00:00;"USD";"AUD";1,646;1,645;05/11/2001 00:00:00
1654;05/11/2001 00:00:00;"USD";"BRL";1,738;1,733;05/11/2001 00:00:00
1655;05/11/2001 00:00:00;"USD";"CAD";1,47;1,468;05/11/2001 00:00:00
1656;05/11/2001 00:00:00;"USD";"CNY";8,279;8,279;05/11/2001 00:00:00
1657;05/11/2001 00:00:00;"USD";"DEM";2,01;2,009;05/11/2001 00:00:00
1658;05/11/2001 00:00:00;"USD";"EUR";1,028;1,027;05/11/2001 00:00:00
1659;05/11/2001 00:00:00;"USD";"FRF";6,741;6,74;05/11/2001 00:00:00
1660;05/11/2001 00:00:00;"USD";"GBP";0,637;0,636;05/11/2001 00:00:00
1661;05/11/2001 00:00:00;"USD";"JPY";106,401;106,386;05/11/2001 00:00:00
1662;05/11/2001 00:00:00;"USD";"MXN";9,32;9,315;05/11/2001 00:00:00
1663;05/11/2001 00:00:00;"USD";"SAR";3,75;3,743;05/11/2001 00:00:00
1664;05/11/2001 00:00:00;"USD";"VEB";667,0;666,93;05/11/2001 00:00:00
1665;06/11/2001 00:00:00;"USD";"ARS";1,0;1,0;06/11/2001 00:00:00
1666;06/11/2001 00:00:00;"USD";"AUD";1,64;1,641;06/11/2001 00:00:00
1667;06/11/2001 00:00:00;"USD";"BRL";1,736;1,741;06/11/2001 00:00:00
1668;06/11/2001 00:00:00;"USD";"CAD";1,47;1,478;06/11/2001 00:00:00
1669;06/11/2001 00:00:00;"USD";"CNY";8,279;8,28;06/11/2001 00:00:00
1670;06/11/2001 00:00:00;"USD";"DEM";2,028;2,029;06/11/2001 00:00:00
1671;06/11/2001 00:00:00;"USD";"EUR";1,037;1,038;06/11/2001 00:00:00
1672;06/11/2001 00:00:00;"USD";"FRF";6,803;6,803;06/11/2001 00:00:00
1673;06/11/2001 00:00:00;"USD";"GBP";0,636;0,636;06/11/2001 00:00:00
1674;06/11/2001 00:00:00;"USD";"JPY";106,961;107,018;06/11/2001 00:00:00
1675;06/11/2001 00:00:00;"USD";"MXN";9,294;9,298;06/11/2001 00:00:00
1676;06/11/2001 00:00:00;"USD";"SAR";3,75;3,756;06/11/2001 00:00:00
1677;06/11/2001 00:00:00;"USD";"VEB";667,75;667,77;06/11/2001 00:00:00
1678;07/11/2001 00:00:00;"USD";"ARS";1,0;1,0;07/11/2001 00:00:00
1679;07/11/2001 00:00:00;"USD";"AUD";1,654;1,654;07/11/2001 00:00:00
1680;07/11/2001 00:00:00;"USD";"BRL";1,73;1,724;07/11/2001 00:00:00
1681;07/11/2001 00:00:00;"USD";"CAD";1,47;1,47;07/11/2001 00:00:00
1682;07/11/2001 00:00:00;"USD";"CNY";8,279;8,278;07/11/2001 00:00:00
1683;07/11/2001 00:00:00;"USD";"DEM";2,037;2,036;07/11/2001 00:00:00
1684;07/11/2001 00:00:00;"USD";"EUR";1,041;1,041;07/11/2001 00:00:00
1685;07/11/2001 00:00:00;"USD";"FRF";6,83;6,829;07/11/2001 00:00:00
1686;07/11/2001 00:00:00;"USD";"GBP";0,634;0,634;07/11/2001 00:00:00
1687;07/11/2001 00:00:00;"USD";"JPY";107,055;107,015;07/11/2001 00:00:00
1688;07/11/2001 00:00:00;"USD";"MXN";9,249;9,248;07/11/2001 00:00:00
1689;07/11/2001 00:00:00;"USD";"SAR";3,75;3,74;07/11/2001 00:00:00
1690;07/11/2001 00:00:00;"USD";"VEB";668,25;668,16;07/11/2001 00:00:00
1691;08/11/2001 00:00:00;"USD";"ARS";1,0;1,0;08/11/2001 00:00:00
1692;08/11/2001 00:00:00;"USD";"AUD";1,651;1,651;08/11/2001 00:00:00
1693;08/11/2001 00:00:00;"USD";"BRL";1,721;1,722;08/11/2001 00:00:00
1694;08/11/2001 00:00:00;"USD";"CAD";1,471;1,472;08/11/2001 00:00:00
1695;08/11/2001 00:00:00;"USD";"CNY";8,28;8,28;08/11/2001 00:00:00
1696;08/11/2001 00:00:00;"USD";"DEM";2,014;2,014;08/11/2001 00:00:00
1697;08/11/2001 00:00:00;"USD";"EUR";1,03;1,03;08/11/2001 00:00:00
1698;08/11/2001 00:00:00;"USD";"FRF";6,753;6,754;08/11/2001 00:00:00
1699;08/11/2001 00:00:00;"USD";"GBP";0,63;0,63;08/11/2001 00:00:00
1700;08/11/2001 00:00:00;"USD";"JPY";107,423;107,461;08/11/2001 00:00:00
1701;08/11/2001 00:00:00;"USD";"MXN";9,223;9,225;08/11/2001 00:00:00
1702;08/11/2001 00:00:00;"USD";"SAR";3,75;3,759;08/11/2001 00:00:00
1703;08/11/2001 00:00:00;"USD";"VEB";668,51;668,54;08/11/2001 00:00:00
1704;09/11/2001 00:00:00;"USD";"ARS";1,0;0,999;09/11/2001 00:00:00
1705;09/11/2001 00:00:00;"USD";"AUD";1,645;1,644;09/11/2001 00:00:00
1706;09/11/2001 00:00:00;"USD";"BRL";1,734;1,731;09/11/2001 00:00:00
1707;09/11/2001 00:00:00;"USD";"CAD";1,464;1,462;09/11/2001 00:00:00
1708;09/11/2001 00:00:00;"USD";"CNY";8,28;8,279;09/11/2001 00:00:00
1709;09/11/2001 00:00:00;"USD";"DEM";2,002;2,001;09/11/2001 00:00:00
1710;09/11/2001 00:00:00;"USD";"EUR";1,024;1,023;09/11/2001 00:00:00
1711;09/11/2001 00:00:00;"USD";"FRF";6,714;6,713;09/11/2001 00:00:00
1712;09/11/2001 00:00:00;"USD";"GBP";0,627;0,627;09/11/2001 00:00:00
1713;09/11/2001 00:00:00;"USD";"JPY";107,423;107,329;09/11/2001 00:00:00
1714;09/11/2001 00:00:00;"USD";"MXN";9,22;9,216;09/11/2001 00:00:00
1715;09/11/2001 00:00:00;"USD";"SAR";3,75;3,744;09/11/2001 00:00:00
1716;09/11/2001 00:00:00;"USD";"VEB";669,0;668,97;09/11/2001 00:00:00
1717;10/11/2001 00:00:00;"USD";"ARS";1,0;1,0;10/11/2001 00:00:00
1718;10/11/2001 00:00:00;"USD";"AUD";1,649;1,649;10/11/2001 00:00:00
1719;10/11/2001 00:00:00;"USD";"BRL";1,736;1,744;10/11/2001 00:00:00
1720;10/11/2001 00:00:00;"USD";"CAD";1,464;1,468;10/11/2001 00:00:00
1721;10/11/2001 00:00:00;"USD";"CNY";8,28;8,281;10/11/2001 00:00:00
1722;10/11/2001 00:00:00;"USD";"DEM";2,002;2,002;10/11/2001 00:00:00
1723;10/11/2001 00:00:00;"USD";"EUR";1,024;1,024;10/11/2001 00:00:00
1724;10/11/2001 00:00:00;"USD";"FRF";6,714;6,714;10/11/2001 00:00:00
1725;10/11/2001 00:00:00;"USD";"GBP";0,627;0,628;10/11/2001 00:00:00
1726;10/11/2001 00:00:00;"USD";"JPY";107,423;107,436;10/11/2001 00:00:00
1727;10/11/2001 00:00:00;"USD";"MXN";9,22;9,22;10/11/2001 00:00:00
1728;10/11/2001 00:00:00;"USD";"SAR";3,75;3,751;10/11/2001 00:00:00
1729;10/11/2001 00:00:00;"USD";"VEB";669,0;669,01;10/11/2001 00:00:00
1730;11/11/2001 00:00:00;"USD";"ARS";1,0;0,999;11/11/2001 00:00:00
1731;11/11/2001 00:00:00;"USD";"AUD";1,645;1,645;11/11/2001 00:00:00
1732;11/11/2001 00:00:00;"USD";"BRL";1,736;1,727;11/11/2001 00:00:00
1733;11/11/2001 00:00:00;"USD";"CAD";1,463;1,461;11/11/2001 00:00:00
1734;11/11/2001 00:00:00;"USD";"CNY";8,28;8,279;11/11/2001 00:00:00
1735;11/11/2001 00:00:00;"USD";"DEM";2,002;2,001;11/11/2001 00:00:00
1736;11/11/2001 00:00:00;"USD";"EUR";1,024;1,023;11/11/2001 00:00:00
1737;11/11/2001 00:00:00;"USD";"FRF";6,715;6,715;11/11/2001 00:00:00
1738;11/11/2001 00:00:00;"USD";"GBP";0,627;0,627;11/11/2001 00:00:00
1739;11/11/2001 00:00:00;"USD";"JPY";106,99;106,905;11/11/2001 00:00:00
1740;11/11/2001 00:00:00;"USD";"MXN";9,22;9,211;11/11/2001 00:00:00
1741;11/11/2001 00:00:00;"USD";"SAR";3,75;3,746;11/11/2001 00:00:00
1742;11/11/2001 00:00:00;"USD";"VEB";669,0;668,93;11/11/2001 00:00:00
1743;12/11/2001 00:00:00;"USD";"ARS";1,0;1,0;12/11/2001 00:00:00
1744;12/11/2001 00:00:00;"USD";"AUD";1,637;1,638;12/11/2001 00:00:00
1745;12/11/2001 00:00:00;"USD";"BRL";1,746;1,748;12/11/2001 00:00:00
1746;12/11/2001 00:00:00;"USD";"CAD";1,461;1,464;12/11/2001 00:00:00
1747;12/11/2001 00:00:00;"USD";"CNY";8,28;8,281;12/11/2001 00:00:00
1748;12/11/2001 00:00:00;"USD";"DEM";2,026;2,027;12/11/2001 00:00:00
1749;12/11/2001 00:00:00;"USD";"EUR";1,036;1,036;12/11/2001 00:00:00
1750;12/11/2001 00:00:00;"USD";"FRF";6,796;6,796;12/11/2001 00:00:00
1751;12/11/2001 00:00:00;"USD";"GBP";0,63;0,631;12/11/2001 00:00:00
1752;12/11/2001 00:00:00;"USD";"JPY";106,774;106,776;12/11/2001 00:00:00
1753;12/11/2001 00:00:00;"USD";"MXN";9,193;9,201;12/11/2001 00:00:00
1754;12/11/2001 00:00:00;"USD";"SAR";3,75;3,76;12/11/2001 00:00:00
1755;12/11/2001 00:00:00;"USD";"VEB";669,0;669,08;12/11/2001 00:00:00
1756;13/11/2001 00:00:00;"USD";"ARS";1,0;0,999;13/11/2001 00:00:00
1757;13/11/2001 00:00:00;"USD";"AUD";1,628;1,628;13/11/2001 00:00:00
1758;13/11/2001 00:00:00;"USD";"BRL";1,743;1,742;13/11/2001 00:00:00
1759;13/11/2001 00:00:00;"USD";"CAD";1,454;1,446;13/11/2001 00:00:00
1760;13/11/2001 00:00:00;"USD";"CNY";8,28;8,28;13/11/2001 00:00:00
1761;13/11/2001 00:00:00;"USD";"DEM";2,035;2,034;13/11/2001 00:00:00
1762;13/11/2001 00:00:00;"USD";"EUR";1,04;1,04;13/11/2001 00:00:00
1763;13/11/2001 00:00:00;"USD";"FRF";6,824;6,824;13/11/2001 00:00:00
1764;13/11/2001 00:00:00;"USD";"GBP";0,629;0,629;13/11/2001 00:00:00
1765;13/11/2001 00:00:00;"USD";"JPY";105,89;105,791;13/11/2001 00:00:00
1766;13/11/2001 00:00:00;"USD";"MXN";9,22;9,219;13/11/2001 00:00:00
1767;13/11/2001 00:00:00;"USD";"SAR";3,75;3,743;13/11/2001 00:00:00
1768;13/11/2001 00:00:00;"USD";"VEB";669,25;669,16;13/11/2001 00:00:00
1769;14/11/2001 00:00:00;"USD";"ARS";1,0;1,0;14/11/2001 00:00:00
1770;14/11/2001 00:00:00;"USD";"AUD";1,637;1,637;14/11/2001 00:00:00
1771;14/11/2001 00:00:00;"USD";"BRL";1,744;1,748;14/11/2001 00:00:00
1772;14/11/2001 00:00:00;"USD";"CAD";1,458;1,462;14/11/2001 00:00:00
1773;14/11/2001 00:00:00;"USD";"CNY";8,28;8,28;14/11/2001 00:00:00
1774;14/11/2001 00:00:00;"USD";"DEM";2,058;2,058;14/11/2001 00:00:00
1775;14/11/2001 00:00:00;"USD";"EUR";1,052;1,053;14/11/2001 00:00:00
1776;14/11/2001 00:00:00;"USD";"FRF";6,902;6,902;14/11/2001 00:00:00
1777;14/11/2001 00:00:00;"USD";"GBP";0,627;0,627;14/11/2001 00:00:00
1778;14/11/2001 00:00:00;"USD";"JPY";105,67;105,739;14/11/2001 00:00:00
1779;14/11/2001 00:00:00;"USD";"MXN";9,263;9,266;14/11/2001 00:00:00
1780;14/11/2001 00:00:00;"USD";"SAR";3,75;3,757;14/11/2001 00:00:00
1781;14/11/2001 00:00:00;"USD";"VEB";670,25;670,26;14/11/2001 00:00:00
1782;15/11/2001 00:00:00;"USD";"ARS";1,0;1,0;15/11/2001 00:00:00
1783;15/11/2001 00:00:00;"USD";"AUD";1,633;1,633;15/11/2001 00:00:00
1784;15/11/2001 00:00:00;"USD";"BRL";1,749;1,743;15/11/2001 00:00:00
1785;15/11/2001 00:00:00;"USD";"CAD";1,455;1,451;15/11/2001 00:00:00
1786;15/11/2001 00:00:00;"USD";"CNY";8,28;8,279;15/11/2001 00:00:00
1787;15/11/2001 00:00:00;"USD";"DEM";2,035;2,035;15/11/2001 00:00:00
1788;15/11/2001 00:00:00;"USD";"EUR";1,041;1,04;15/11/2001 00:00:00
1789;15/11/2001 00:00:00;"USD";"FRF";6,826;6,826;15/11/2001 00:00:00
1790;15/11/2001 00:00:00;"USD";"GBP";0,627;0,626;15/11/2001 00:00:00
1791;15/11/2001 00:00:00;"USD";"JPY";105,51;105,486;15/11/2001 00:00:00
1792;15/11/2001 00:00:00;"USD";"MXN";9,309;9,308;15/11/2001 00:00:00
1793;15/11/2001 00:00:00;"USD";"SAR";3,751;3,741;15/11/2001 00:00:00
1794;15/11/2001 00:00:00;"USD";"VEB";670,25;670,21;15/11/2001 00:00:00
1795;16/11/2001 00:00:00;"USD";"ARS";1,0;1,0;16/11/2001 00:00:00
1796;16/11/2001 00:00:00;"USD";"AUD";1,647;1,647;16/11/2001 00:00:00
1797;16/11/2001 00:00:00;"USD";"BRL";1,734;1,736;16/11/2001 00:00:00
1798;16/11/2001 00:00:00;"USD";"CAD";1,45;1,452;16/11/2001 00:00:00
1799;16/11/2001 00:00:00;"USD";"CNY";8,28;8,28;16/11/2001 00:00:00
1800;16/11/2001 00:00:00;"USD";"DEM";2,048;2,048;16/11/2001 00:00:00
1801;16/11/2001 00:00:00;"USD";"EUR";1,047;1,048;16/11/2001 00:00:00
1802;16/11/2001 00:00:00;"USD";"FRF";6,869;6,869;16/11/2001 00:00:00
1803;16/11/2001 00:00:00;"USD";"GBP";0,628;0,629;16/11/2001 00:00:00
1804;16/11/2001 00:00:00;"USD";"JPY";102,38;102,428;16/11/2001 00:00:00
1805;16/11/2001 00:00:00;"USD";"MXN";9,264;9,272;16/11/2001 00:00:00
1806;16/11/2001 00:00:00;"USD";"SAR";3,751;3,76;16/11/2001 00:00:00
1807;16/11/2001 00:00:00;"USD";"VEB";670,5;670,53;16/11/2001 00:00:00
1808;17/11/2001 00:00:00;"USD";"ARS";1,0;0,999;17/11/2001 00:00:00
1809;17/11/2001 00:00:00;"USD";"AUD";1,647;1,647;17/11/2001 00:00:00
1810;17/11/2001 00:00:00;"USD";"BRL";1,734;1,727;17/11/2001 00:00:00
1811;17/11/2001 00:00:00;"USD";"CAD";1,451;1,45;17/11/2001 00:00:00
1812;17/11/2001 00:00:00;"USD";"CNY";8,28;8,279;17/11/2001 00:00:00
1813;17/11/2001 00:00:00;"USD";"DEM";2,048;2,047;17/11/2001 00:00:00
1814;17/11/2001 00:00:00;"USD";"EUR";1,047;1,046;17/11/2001 00:00:00
1815;17/11/2001 00:00:00;"USD";"FRF";6,867;6,866;17/11/2001 00:00:00
1816;17/11/2001 00:00:00;"USD";"GBP";0,628;0,627;17/11/2001 00:00:00
1817;17/11/2001 00:00:00;"USD";"JPY";102,99;102,96;17/11/2001 00:00:00
1818;17/11/2001 00:00:00;"USD";"MXN";9,264;9,255;17/11/2001 00:00:00
1819;17/11/2001 00:00:00;"USD";"SAR";3,751;3,749;17/11/2001 00:00:00
1820;17/11/2001 00:00:00;"USD";"VEB";670,5;670,44;17/11/2001 00:00:00
1821;18/11/2001 00:00:00;"USD";"ARS";1,0;1,0;18/11/2001 00:00:00
1822;18/11/2001 00:00:00;"USD";"AUD";1,649;1,65;18/11/2001 00:00:00
1823;18/11/2001 00:00:00;"USD";"BRL";1,734;1,734;18/11/2001 00:00:00
1824;18/11/2001 00:00:00;"USD";"CAD";1,45;1,456;18/11/2001 00:00:00
1825;18/11/2001 00:00:00;"USD";"CNY";8,28;8,28;18/11/2001 00:00:00
1826;18/11/2001 00:00:00;"USD";"DEM";2,047;2,047;18/11/2001 00:00:00
1827;18/11/2001 00:00:00;"USD";"EUR";1,047;1,047;18/11/2001 00:00:00
1828;18/11/2001 00:00:00;"USD";"FRF";6,865;6,865;18/11/2001 00:00:00
1829;18/11/2001 00:00:00;"USD";"GBP";0,628;0,628;18/11/2001 00:00:00
1830;18/11/2001 00:00:00;"USD";"JPY";103,1;103,168;18/11/2001 00:00:00
1831;18/11/2001 00:00:00;"USD";"MXN";9,264;9,27;18/11/2001 00:00:00
1832;18/11/2001 00:00:00;"USD";"SAR";3,751;3,755;18/11/2001 00:00:00
1833;18/11/2001 00:00:00;"USD";"VEB";670,5;670,55;18/11/2001 00:00:00
1834;19/11/2001 00:00:00;"USD";"ARS";1,0;0,999;19/11/2001 00:00:00
1835;19/11/2001 00:00:00;"USD";"AUD";1,645;1,645;19/11/2001 00:00:00
1836;19/11/2001 00:00:00;"USD";"BRL";1,743;1,742;19/11/2001 00:00:00
1837;19/11/2001 00:00:00;"USD";"CAD";1,451;1,449;19/11/2001 00:00:00
1838;19/11/2001 00:00:00;"USD";"CNY";8,279;8,279;19/11/2001 00:00:00
1839;19/11/2001 00:00:00;"USD";"DEM";2,043;2,043;19/11/2001 00:00:00
1840;19/11/2001 00:00:00;"USD";"EUR";1,045;1,044;19/11/2001 00:00:00
1841;19/11/2001 00:00:00;"USD";"FRF";6,852;6,851;19/11/2001 00:00:00
1842;19/11/2001 00:00:00;"USD";"GBP";0,626;0,625;19/11/2001 00:00:00
1843;19/11/2001 00:00:00;"USD";"JPY";104,878;104,805;19/11/2001 00:00:00
1844;19/11/2001 00:00:00;"USD";"MXN";9,293;9,287;19/11/2001 00:00:00
1845;19/11/2001 00:00:00;"USD";"SAR";3,751;3,749;19/11/2001 00:00:00
1846;19/11/2001 00:00:00;"USD";"VEB";670,3;670,26;19/11/2001 00:00:00
1847;20/11/2001 00:00:00;"USD";"ARS";1,0;1,0;20/11/2001 00:00:00
1848;20/11/2001 00:00:00;"USD";"AUD";1,651;1,651;20/11/2001 00:00:00
1849;20/11/2001 00:00:00;"USD";"BRL";1,746;1,752;20/11/2001 00:00:00
1850;20/11/2001 00:00:00;"USD";"CAD";1,452;1,461;20/11/2001 00:00:00
1851;20/11/2001 00:00:00;"USD";"CNY";8,28;8,28;20/11/2001 00:00:00
1852;20/11/2001 00:00:00;"USD";"DEM";2,033;2,034;20/11/2001 00:00:00
1853;20/11/2001 00:00:00;"USD";"EUR";1,04;1,04;20/11/2001 00:00:00
1854;20/11/2001 00:00:00;"USD";"FRF";6,819;6,82;20/11/2001 00:00:00
1855;20/11/2001 00:00:00;"USD";"GBP";0,626;0,626;20/11/2001 00:00:00
1856;20/11/2001 00:00:00;"USD";"JPY";104,975;104,981;20/11/2001 00:00:00
1857;20/11/2001 00:00:00;"USD";"MXN";9,34;9,348;20/11/2001 00:00:00
1858;20/11/2001 00:00:00;"USD";"SAR";3,751;3,76;20/11/2001 00:00:00
1859;20/11/2001 00:00:00;"USD";"VEB";670,75;670,78;20/11/2001 00:00:00
1860;21/11/2001 00:00:00;"USD";"ARS";1,0;1,0;21/11/2001 00:00:00
1861;21/11/2001 00:00:00;"USD";"AUD";1,651;1,65;21/11/2001 00:00:00
1862;21/11/2001 00:00:00;"USD";"BRL";1,751;1,747;21/11/2001 00:00:00
1863;21/11/2001 00:00:00;"USD";"CAD";1,45;1,448;21/11/2001 00:00:00
1864;21/11/2001 00:00:00;"USD";"CNY";8,28;8,279;21/11/2001 00:00:00
1865;21/11/2001 00:00:00;"USD";"DEM";2,03;2,029;21/11/2001 00:00:00
1866;21/11/2001 00:00:00;"USD";"EUR";1,038;1,037;21/11/2001 00:00:00
1867;21/11/2001 00:00:00;"USD";"FRF";6,808;6,807;21/11/2001 00:00:00
1868;21/11/2001 00:00:00;"USD";"GBP";0,632;0,631;21/11/2001 00:00:00
1869;21/11/2001 00:00:00;"USD";"JPY";104,945;104,928;21/11/2001 00:00:00
1870;21/11/2001 00:00:00;"USD";"MXN";9,385;9,375;21/11/2001 00:00:00
1871;21/11/2001 00:00:00;"USD";"SAR";3,751;3,75;21/11/2001 00:00:00
1872;21/11/2001 00:00:00;"USD";"VEB";671,5;671,49;21/11/2001 00:00:00
1873;22/11/2001 00:00:00;"USD";"ARS";1,0;1,0;22/11/2001 00:00:00
1874;22/11/2001 00:00:00;"USD";"AUD";1,659;1,66;22/11/2001 00:00:00
1875;22/11/2001 00:00:00;"USD";"BRL";1,747;1,752;22/11/2001 00:00:00
1876;22/11/2001 00:00:00;"USD";"CAD";1,453;1,462;22/11/2001 00:00:00
1877;22/11/2001 00:00:00;"USD";"CNY";8,28;8,281;22/11/2001 00:00:00
1878;22/11/2001 00:00:00;"USD";"DEM";2,041;2,042;22/11/2001 00:00:00
1879;22/11/2001 00:00:00;"USD";"EUR";1,044;1,044;22/11/2001 00:00:00
1880;22/11/2001 00:00:00;"USD";"FRF";6,846;6,846;22/11/2001 00:00:00
1881;22/11/2001 00:00:00;"USD";"GBP";0,633;0,633;22/11/2001 00:00:00
1882;22/11/2001 00:00:00;"USD";"JPY";104,769;104,78;22/11/2001 00:00:00
1883;22/11/2001 00:00:00;"USD";"MXN";9,37;9,371;22/11/2001 00:00:00
1884;22/11/2001 00:00:00;"USD";"SAR";3,751;3,752;22/11/2001 00:00:00
1885;22/11/2001 00:00:00;"USD";"VEB";671,25;671,28;22/11/2001 00:00:00
1886;23/11/2001 00:00:00;"USD";"ARS";1,0;0,999;23/11/2001 00:00:00
1887;23/11/2001 00:00:00;"USD";"AUD";1,674;1,674;23/11/2001 00:00:00
1888;23/11/2001 00:00:00;"USD";"BRL";1,74;1,738;23/11/2001 00:00:00
1889;23/11/2001 00:00:00;"USD";"CAD";1,458;1,452;23/11/2001 00:00:00
1890;23/11/2001 00:00:00;"USD";"CNY";8,28;8,28;23/11/2001 00:00:00
1891;23/11/2001 00:00:00;"USD";"DEM";2,05;2,049;23/11/2001 00:00:00
1892;23/11/2001 00:00:00;"USD";"EUR";1,048;1,047;23/11/2001 00:00:00
1893;23/11/2001 00:00:00;"USD";"FRF";6,874;6,873;23/11/2001 00:00:00
1894;23/11/2001 00:00:00;"USD";"GBP";0,633;0,633;23/11/2001 00:00:00
1895;23/11/2001 00:00:00;"USD";"JPY";105,523;105,455;23/11/2001 00:00:00
1896;23/11/2001 00:00:00;"USD";"MXN";9,29;9,287;23/11/2001 00:00:00
