"DatabaseLogID";"PostTime";"DatabaseUser";"Event";"Schema";"Object";"TSQL";"XmlEvent"
184;14/10/2005 01:59:18;"dbo";"CREATE_INDEX";"HumanResources";"AK_Department_Name";"CREATE UNIQUE INDEX [AK_Department_Name] ON [HumanResources].[Department]([Name]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:18.740</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><ObjectName>AK_Department_Name</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>Department</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_Department_Name] ON [HumanResources].[Department]([Name]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
185;14/10/2005 01:59:18;"dbo";"CREATE_INDEX";"Production";"AK_Document_FileName_Revision";"CREATE UNIQUE INDEX [AK_Document_FileName_Revision] ON [Production].[Document]([FileName], [Revision]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:18.850</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>AK_Document_FileName_Revision</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>Document</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_Document_FileName_Revision] ON [Production].[Document]([FileName], [Revision]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
186;14/10/2005 01:59:18;"dbo";"CREATE_INDEX";"HumanResources";"AK_Employee_LoginID";"CREATE UNIQUE INDEX [AK_Employee_LoginID] ON [HumanResources].[Employee]([LoginID]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:18.960</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><ObjectName>AK_Employee_LoginID</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>Employee</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_Employee_LoginID] ON [HumanResources].[Employee]([LoginID]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
187;14/10/2005 01:59:18;"dbo";"CREATE_INDEX";"HumanResources";"AK_Employee_NationalIDNumber";"CREATE UNIQUE INDEX [AK_Employee_NationalIDNumber] ON [HumanResources].[Employee]([NationalIDNumber]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:18.977</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><ObjectName>AK_Employee_NationalIDNumber</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>Employee</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_Employee_NationalIDNumber] ON [HumanResources].[Employee]([NationalIDNumber]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
188;14/10/2005 01:59:18;"dbo";"CREATE_INDEX";"HumanResources";"AK_Employee_rowguid";"CREATE UNIQUE INDEX [AK_Employee_rowguid] ON [HumanResources].[Employee]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:18.977</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><ObjectName>AK_Employee_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>Employee</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_Employee_rowguid] ON [HumanResources].[Employee]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
189;14/10/2005 01:59:18;"dbo";"CREATE_INDEX";"HumanResources";"IX_Employee_ManagerID";"CREATE INDEX [IX_Employee_ManagerID] ON [HumanResources].[Employee]([ManagerID]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:18.990</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><ObjectName>IX_Employee_ManagerID</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>Employee</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE INDEX [IX_Employee_ManagerID] ON [HumanResources].[Employee]([ManagerID]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
190;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"HumanResources";"AK_EmployeeAddress_rowguid";"CREATE UNIQUE INDEX [AK_EmployeeAddress_rowguid] ON [HumanResources].[EmployeeAddress]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.070</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><ObjectName>AK_EmployeeAddress_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>EmployeeAddress</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_EmployeeAddress_rowguid] ON [HumanResources].[EmployeeAddress]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
191;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"HumanResources";"IX_EmployeeDepartmentHistory_DepartmentID";"CREATE INDEX [IX_EmployeeDepartmentHistory_DepartmentID] ON [HumanResources].[EmployeeDepartmentHistory]([DepartmentID]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.180</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><ObjectName>IX_EmployeeDepartmentHistory_DepartmentID</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>EmployeeDepartmentHistory</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE INDEX [IX_EmployeeDepartmentHistory_DepartmentID] ON [HumanResources].[EmployeeDepartmentHistory]([DepartmentID]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
192;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"HumanResources";"IX_EmployeeDepartmentHistory_ShiftID";"CREATE INDEX [IX_EmployeeDepartmentHistory_ShiftID] ON [HumanResources].[EmployeeDepartmentHistory]([ShiftID]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.180</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><ObjectName>IX_EmployeeDepartmentHistory_ShiftID</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>EmployeeDepartmentHistory</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE INDEX [IX_EmployeeDepartmentHistory_ShiftID] ON [HumanResources].[EmployeeDepartmentHistory]([ShiftID]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
193;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"HumanResources";"IX_JobCandidate_EmployeeID";"CREATE INDEX [IX_JobCandidate_EmployeeID] ON [HumanResources].[JobCandidate]([EmployeeID]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.287</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>HumanResources</SchemaName><ObjectName>IX_JobCandidate_EmployeeID</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>JobCandidate</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE INDEX [IX_JobCandidate_EmployeeID] ON [HumanResources].[JobCandidate]([EmployeeID]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
194;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"Production";"AK_Location_Name";"CREATE UNIQUE INDEX [AK_Location_Name] ON [Production].[Location]([Name]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.397</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>AK_Location_Name</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>Location</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_Location_Name] ON [Production].[Location]([Name]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
195;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"Production";"AK_Product_ProductNumber";"CREATE UNIQUE INDEX [AK_Product_ProductNumber] ON [Production].[Product]([ProductNumber]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.507</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>AK_Product_ProductNumber</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>Product</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_Product_ProductNumber] ON [Production].[Product]([ProductNumber]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
196;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"Production";"AK_Product_Name";"CREATE UNIQUE INDEX [AK_Product_Name] ON [Production].[Product]([Name]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.523</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>AK_Product_Name</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>Product</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_Product_Name] ON [Production].[Product]([Name]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
197;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"Production";"AK_Product_rowguid";"CREATE UNIQUE INDEX [AK_Product_rowguid] ON [Production].[Product]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.523</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>AK_Product_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>Product</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_Product_rowguid] ON [Production].[Product]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
198;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"Production";"AK_ProductCategory_Name";"CREATE UNIQUE INDEX [AK_ProductCategory_Name] ON [Production].[ProductCategory]([Name]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.617</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>AK_ProductCategory_Name</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ProductCategory</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_ProductCategory_Name] ON [Production].[ProductCategory]([Name]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
199;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"Production";"AK_ProductCategory_rowguid";"CREATE UNIQUE INDEX [AK_ProductCategory_rowguid] ON [Production].[ProductCategory]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.617</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>AK_ProductCategory_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ProductCategory</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_ProductCategory_rowguid] ON [Production].[ProductCategory]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
200;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"Production";"AK_ProductDescription_rowguid";"CREATE UNIQUE INDEX [AK_ProductDescription_rowguid] ON [Production].[ProductDescription]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.727</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>AK_ProductDescription_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ProductDescription</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_ProductDescription_rowguid] ON [Production].[ProductDescription]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
201;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"Production";"AK_ProductModel_Name";"CREATE UNIQUE INDEX [AK_ProductModel_Name] ON [Production].[ProductModel]([Name]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.837</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>AK_ProductModel_Name</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ProductModel</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_ProductModel_Name] ON [Production].[ProductModel]([Name]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
202;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"Production";"AK_ProductModel_rowguid";"CREATE UNIQUE INDEX [AK_ProductModel_rowguid] ON [Production].[ProductModel]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.837</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>AK_ProductModel_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ProductModel</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_ProductModel_rowguid] ON [Production].[ProductModel]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
203;14/10/2005 01:59:19;"dbo";"CREATE_INDEX";"Production";"IX_ProductReview_ProductID_Name";"CREATE NONCLUSTERED INDEX [IX_ProductReview_ProductID_Name] ON [Production].[ProductReview]([ProductID], [ReviewerName]) INCLUDE ([Comments]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:19.943</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>IX_ProductReview_ProductID_Name</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ProductReview</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE NONCLUSTERED INDEX [IX_ProductReview_ProductID_Name] ON [Production].[ProductReview]([ProductID], [ReviewerName]) INCLUDE ([Comments]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
204;14/10/2005 01:59:20;"dbo";"CREATE_INDEX";"Production";"AK_ProductSubcategory_Name";"CREATE UNIQUE INDEX [AK_ProductSubcategory_Name] ON [Production].[ProductSubcategory]([Name]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:20.053</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>AK_ProductSubcategory_Name</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ProductSubcategory</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_ProductSubcategory_Name] ON [Production].[ProductSubcategory]([Name]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
205;14/10/2005 01:59:20;"dbo";"CREATE_INDEX";"Production";"AK_ProductSubcategory_rowguid";"CREATE UNIQUE INDEX [AK_ProductSubcategory_rowguid] ON [Production].[ProductSubcategory]([rowguid]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:20.053</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Production</SchemaName><ObjectName>AK_ProductSubcategory_rowguid</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ProductSubcategory</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE UNIQUE INDEX [AK_ProductSubcategory_rowguid] ON [Production].[ProductSubcategory]([rowguid]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
206;14/10/2005 01:59:20;"dbo";"CREATE_INDEX";"Purchasing";"IX_ProductVendor_UnitMeasureCode";"CREATE INDEX [IX_ProductVendor_UnitMeasureCode] ON [Purchasing].[ProductVendor]([UnitMeasureCode]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:20.163</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Purchasing</SchemaName><ObjectName>IX_ProductVendor_UnitMeasureCode</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ProductVendor</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE INDEX [IX_ProductVendor_UnitMeasureCode] ON [Purchasing].[ProductVendor]([UnitMeasureCode]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
207;14/10/2005 01:59:20;"dbo";"CREATE_INDEX";"Purchasing";"IX_ProductVendor_VendorID";"CREATE INDEX [IX_ProductVendor_VendorID] ON [Purchasing].[ProductVendor]([VendorID]) ON [PRIMARY];
";"<EVENT_INSTANCE><EventType>CREATE_INDEX</EventType><PostTime>2005-10-14T01:59:20.163</PostTime><SPID>51</SPID><ServerName>SQLBLD162\MKMASTR</ServerName><LoginName>sa</LoginName><UserName>dbo</UserName><DatabaseName>adventureworks</DatabaseName><SchemaName>Purchasing</SchemaName><ObjectName>IX_ProductVendor_VendorID</ObjectName><ObjectType>INDEX</ObjectType><TargetObjectName>ProductVendor</TargetObjectName><TargetObjectType>TABLE</TargetObjectType><TSQLCommand><SetOptions ANSI_NULLS=""ON"" ANSI_NULL_DEFAULT=""ON"" ANSI_PADDING=""ON"" QUOTED_IDENTIFIER=""ON"" ENCRYPTED=""FALSE""/><CommandText>CREATE INDEX [IX_ProductVendor_VendorID] ON [Purchasing].[ProductVendor]([VendorID]) ON [PRIMARY];&#x0D;
</CommandText></TSQLCommand></EVENT_INSTANCE>"
